SKU,Product,Manufacturer,Category,Type,Species,Finish,Width,Length,Thickness,Sell ex VAT,Slug,Image URL
WO67432BES,Sardinia Soelli (180),Bespoke by Woven & Woods,Wood,Plank,European Oak,Oil,180,600 – 2400,12/3,86.66666666666666,sardinia-soelli-180,product-images/wood/bespoke-by-woven-&-woods/sardinia-soelli-180.jpg
WO26164BES,Sardinia Guspini (180),Bespoke by Woven & Woods,Wood,Plank,European Oak,Oil,180,600 – 2400,12/3,86.66666666666666,sardinia-guspini-180,product-images/wood/bespoke-by-woven-&-woods/sardinia-guspini-180.jpg
WO57957BES,Sardinia Posada (180),Bespoke by Woven & Woods,Wood,Plank,European Oak,Oil,180,600 – 2400,12/3,86.66666666666666,sardinia-posada-180,product-images/wood/bespoke-by-woven-&-woods/sardinia-posada-180.jpg
WO60019BES,Sardinia Pula (180),Bespoke by Woven & Woods,Wood,Plank,European Oak,Oil,180,600 – 2400,12/3,80.0,sardinia-pula-180,product-images/wood/bespoke-by-woven-&-woods/sardinia-pula-180.jpg
WO17541BES,Sardinia Neoneli (180),Bespoke by Woven & Woods,Wood,Plank,European Oak,Oil,180,600 – 2400,12/3,86.66666666666666,sardinia-neoneli-180,product-images/wood/bespoke-by-woven-&-woods/sardinia-neoneli-180.jpg
WO17192BES,Sardinia Pietra (180),Bespoke by Woven & Woods,Wood,Plank,European Oak,Oil,180,600 – 2400,12/3,80.0,sardinia-pietra-180,product-images/wood/bespoke-by-woven-&-woods/sardinia-pietra-180.jpg
WO24030BES,Sardinia Florinas (180),Bespoke by Woven & Woods,Wood,Plank,European Oak,Oil,180,600 – 2400,12/3,80.0,sardinia-florinas-180,product-images/wood/bespoke-by-woven-&-woods/sardinia-florinas-180.jpg
WO48666BES,Sardinia Loceri (180),Bespoke by Woven & Woods,Wood,Plank,European Oak,Oil,180,600 – 2400,12/3,86.66666666666666,sardinia-loceri-180,product-images/wood/bespoke-by-woven-&-woods/sardinia-loceri-180.jpg
WO89232BES,Sardinia Villamar (Herringbone),Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,120,600,12/3,92.5,sardinia-villamar-herringbone,product-images/wood/bespoke-by-woven-&-woods/sardinia-villamar-herringbone.jpg
WO94970BES,Sardinia Soelli (Herringbone),Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,120,600,12/3,92.5,sardinia-soelli-herringbone,product-images/wood/bespoke-by-woven-&-woods/sardinia-soelli-herringbone.jpg
WO34975BES,Sardinia Guspini (Herringbone),Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,120,600,12/3,92.5,sardinia-guspini-herringbone,product-images/wood/bespoke-by-woven-&-woods/sardinia-guspini-herringbone.jpg
WO46369BES,Sardinia Posada (Herringbone),Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,120,600,12/3,85.0,sardinia-posada-herringbone,product-images/wood/bespoke-by-woven-&-woods/sardinia-posada-herringbone.jpg
WO74227BES,Sardinia Pula (Herringbone),Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,120,600,12/3,85.0,sardinia-pula-herringbone,product-images/wood/bespoke-by-woven-&-woods/sardinia-pula-herringbone.jpg
WO63918BES,Sardinia Neoneli (Herringbone),Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,120,600,12/3,92.5,sardinia-neoneli-herringbone,product-images/wood/bespoke-by-woven-&-woods/sardinia-neoneli-herringbone.jpg
WO62371BES,Sardinia Pietra (Herringbone),Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,120,600,12/3,85.0,sardinia-pietra-herringbone,product-images/wood/bespoke-by-woven-&-woods/sardinia-pietra-herringbone.jpg
WO74194BES,Sardinia Florinas (Herringbone),Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,120,600,12/3,85.0,sardinia-florinas-herringbone,product-images/wood/bespoke-by-woven-&-woods/sardinia-florinas-herringbone.jpg
WO68765BES,Sardinia Loceri (Herringbone),Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,120,600,12/3,92.5,sardinia-loceri-herringbone,product-images/wood/bespoke-by-woven-&-woods/sardinia-loceri-herringbone.jpg
WO87225BES,Richmond Clarence (Herringbone) Rustic,Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,70,490,10/4,80.0,richmond-clarence-herringbone-rustic,product-images/wood/bespoke-by-woven-&-woods/richmond-clarence-herringbone-rustic.jpg
WO85789BES,Richmond Wick (Herringbone) Rustic,Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,70,490,10/4,72.5,richmond-wick-herringbone-rustic,product-images/wood/bespoke-by-woven-&-woods/richmond-wick-herringbone-rustic.jpg
WO42665BES,Richmond Ormeley (Herringbone) Rustic,Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,70,490,10/4,80.0,richmond-ormeley-herringbone-rustic,product-images/wood/bespoke-by-woven-&-woods/richmond-ormeley-herringbone-rustic.jpg
WO25476BES,Richmond Pembroke (Herringbone) Rustic,Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,70,490,10/4,72.5,richmond-pembroke-herringbone-rustic,product-images/wood/bespoke-by-woven-&-woods/richmond-pembroke-herringbone-rustic.jpg
WO70467BES,Richmond Sandycombe (Herringbone) Rustic,Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,70,490,10/4,72.5,richmond-sandycombe-herringbone-rustic,product-images/wood/bespoke-by-woven-&-woods/richmond-sandycombe-herringbone-rustic.jpg
WO98828BES,Richmond Syon (Herringbone) Rustic,Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,70,490,10/4,80.0,richmond-syon-herringbone-rustic,product-images/wood/bespoke-by-woven-&-woods/richmond-syon-herringbone-rustic.jpg
WO61570BES,Richmond Temperate (Herringbone) Rustic,Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,70,490,10/4,69.16666666666667,richmond-temperate-herringbone-rustic,product-images/wood/bespoke-by-woven-&-woods/richmond-temperate-herringbone-rustic.jpg
WO38758BES,Richmond Clarence (Herringbone) Prime,Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,70,490,10/4,84.16666666666666,richmond-clarence-herringbone-prime,product-images/wood/bespoke-by-woven-&-woods/richmond-clarence-herringbone-prime.jpg
WO46511BES,Richmond Wick (Herringbone) Prime,Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,70,490,10/4,76.66666666666667,richmond-wick-herringbone-prime,product-images/wood/bespoke-by-woven-&-woods/richmond-wick-herringbone-prime.jpg
WO96711BES,Richmond Ormeley (Herringbone) Prime,Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,70,490,10/4,84.16666666666666,richmond-ormeley-herringbone-prime,product-images/wood/bespoke-by-woven-&-woods/richmond-ormeley-herringbone-prime.jpg
WO36268BES,Richmond Pembroke (Herringbone) Prime,Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,70,490,10/4,76.66666666666667,richmond-pembroke-herringbone-prime,product-images/wood/bespoke-by-woven-&-woods/richmond-pembroke-herringbone-prime.jpg
WO49101BES,Richmond Sandycombe (Herringbone) Prime,Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,70,490,10/4,76.66666666666667,richmond-sandycombe-herringbone-prime,product-images/wood/bespoke-by-woven-&-woods/richmond-sandycombe-herringbone-prime.jpg
WO68884BES,Richmond Syon (Herringbone) Prime,Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,70,490,10/4,84.16666666666666,richmond-syon-herringbone-prime,product-images/wood/bespoke-by-woven-&-woods/richmond-syon-herringbone-prime.jpg
WO66861BES,"Richmond Temperate (Herringbone, Prime)",Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,70,490,10/4,73.33333333333333,richmond-temperate-herringbone-prime,product-images/wood/bespoke-by-woven-&-woods/richmond-temperate-herringbone-prime.jpg
WO24553BES,"Richmond Garrick (Herringbone, Prime)",Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,70,490,10/4,85.0,richmond-garrick-herringbone-prime,product-images/wood/bespoke-by-woven-&-woods/richmond-garrick-herringbone-prime.jpg
WO43923BES,Richmond Clarence (Chevron) Rustic,Bespoke by Woven & Woods,Wood,Chevron,European Oak,Oil,90,500,10/4,109.16666666666666,richmond-clarence-chevron-rustic,product-images/wood/bespoke-by-woven-&-woods/richmond-clarence-chevron-rustic.jpg
WO91342BES,Richmond Wick (Chevron) Rustic,Bespoke by Woven & Woods,Wood,Chevron,European Oak,Oil,90,500,10/4,102.5,richmond-wick-chevron-rustic,product-images/wood/bespoke-by-woven-&-woods/richmond-wick-chevron-rustic.jpg
WO25174BES,Richmond Ormeley (Chevron) Rustic,Bespoke by Woven & Woods,Wood,Chevron,European Oak,Oil,90,500,10/4,109.16666666666666,richmond-ormeley-chevron-rustic,product-images/wood/bespoke-by-woven-&-woods/richmond-ormeley-chevron-rustic.jpg
WO38994BES,Richmond Pembroke (Chevron) Rustic,Bespoke by Woven & Woods,Wood,Chevron,European Oak,Oil,90,500,10/4,102.5,richmond-pembroke-chevron-rustic,product-images/wood/bespoke-by-woven-&-woods/richmond-pembroke-chevron-rustic.jpg
WO38448BES,Richmond Sandycombe (Chevron) Rustic,Bespoke by Woven & Woods,Wood,Chevron,European Oak,Oil,90,500,10/4,102.5,richmond-sandycombe-chevron-rustic,product-images/wood/bespoke-by-woven-&-woods/richmond-sandycombe-chevron-rustic.jpg
WO73643BES,Richmond Syon (Chevron) Rustic,Bespoke by Woven & Woods,Wood,Chevron,European Oak,Oil,90,500,10/4,109.16666666666666,richmond-syon-chevron-rustic,product-images/wood/bespoke-by-woven-&-woods/richmond-syon-chevron-rustic.jpg
WO20267BES,"Richmond Temperate (Chevron, Rustic)",Bespoke by Woven & Woods,Wood,Chevron,European Oak,Oil,90,500,10/4,94.16666666666666,richmond-temperate-chevron-rustic,product-images/wood/bespoke-by-woven-&-woods/richmond-temperate-chevron-rustic.jpg
WO48837BES,Richmond Clarence (Chevron) Prime,Bespoke by Woven & Woods,Wood,Chevron,European Oak,Oil,90,500,10/4,107.5,richmond-clarence-chevron-prime,product-images/wood/bespoke-by-woven-&-woods/richmond-clarence-chevron-prime.jpg
WO73387BES,Richmond Wick (Chevron) Prime,Bespoke by Woven & Woods,Wood,Chevron,European Oak,Oil,90,500,10/4,107.5,richmond-wick-chevron-prime,product-images/wood/bespoke-by-woven-&-woods/richmond-wick-chevron-prime.jpg
WO62962BES,Richmond Ormeley (Chevron) Prime,Bespoke by Woven & Woods,Wood,Chevron,European Oak,Oil,90,500,10/4,107.5,richmond-ormeley-chevron-prime,product-images/wood/bespoke-by-woven-&-woods/richmond-ormeley-chevron-prime.jpg
WO32632BES,Richmond Pembroke (Chevron) Prime,Bespoke by Woven & Woods,Wood,Chevron,European Oak,Oil,90,500,10/4,107.5,richmond-pembroke-chevron-prime,product-images/wood/bespoke-by-woven-&-woods/richmond-pembroke-chevron-prime.jpg
WO40860BES,Richmond Sandycombe (Chevron) Prime,Bespoke by Woven & Woods,Wood,Chevron,European Oak,Oil,90,500,10/4,107.5,richmond-sandycombe-chevron-prime,product-images/wood/bespoke-by-woven-&-woods/richmond-sandycombe-chevron-prime.jpg
WO77719BES,Richmond Syon (Chevron) Prime,Bespoke by Woven & Woods,Wood,Chevron,European Oak,Oil,90,500,10/4,110.83333333333334,richmond-syon-chevron-prime,product-images/wood/bespoke-by-woven-&-woods/richmond-syon-chevron-prime.jpg
WO57081BES,"Richmond Temperate (Chevron, Prime)",Bespoke by Woven & Woods,Wood,Chevron,European Oak,Oil,90,500,10/4,99.16666666666666,richmond-temperate-chevron-prime,product-images/wood/bespoke-by-woven-&-woods/richmond-temperate-chevron-prime.jpg
WO91831BES,"Richmond Garrick (Chevron, Prime)",Bespoke by Woven & Woods,Wood,Chevron,European Oak,Oil,90,500,10/4,85.0,richmond-garrick-chevron-prime,product-images/wood/bespoke-by-woven-&-woods/richmond-garrick-chevron-prime.jpg
WO51087BES,Century Matt,Bespoke by Woven & Woods,Wood,Plank,European Oak,Oil,200,500 – 2200,15/3,103.33333333333334,century-matt,product-images/wood/bespoke-by-woven-&-woods/century-matt.jpg
WO25865BES,Century Natural,Bespoke by Woven & Woods,Wood,Plank,European Oak,Oil,200,500 – 2200,15/3,98.33333333333334,century-natural,product-images/wood/bespoke-by-woven-&-woods/century-natural.jpg
WO59407BES,Century Light Smoked,Bespoke by Woven & Woods,Wood,Plank,European Oak,Oil,200,500 – 2200,15/3,103.33333333333334,century-light-smoked,product-images/wood/bespoke-by-woven-&-woods/century-light-smoked.jpg
WO33978BES,Century Medium Smoked,Bespoke by Woven & Woods,Wood,Plank,European Oak,Oil,200,500 – 2200,15/3,103.33333333333334,century-medium-smoked,product-images/wood/bespoke-by-woven-&-woods/century-medium-smoked.jpg
WO12340BES,Century Dark Smoked,Bespoke by Woven & Woods,Wood,Plank,European Oak,Oil,200,500 – 2200,15/3,103.33333333333334,century-dark-smoked,product-images/wood/bespoke-by-woven-&-woods/century-dark-smoked.jpg
WO57856BES,Century Black,Bespoke by Woven & Woods,Wood,Plank,European Oak,Oil,200,500 – 2200,15/3,103.33333333333334,century-black,product-images/wood/bespoke-by-woven-&-woods/century-black.jpg
