SKU,Product,Manufacturer,Category,Material,Widths,Sell ex VAT,Sell inc VAT,Colour,Slug,Image URL
CA82193CLA,Fine Lines,Clarendon Carpets,Carpet,"50% Wool, 50% Synthetic",4 | 5,34.166666666666664,41.0,Silver Tarnish,fine-lines-silver-tarnish,product-images/carpet/clarendon-carpets/fine-lines/fine-lines-silver-tarnish.jpg
CA82193CLA,Fine Lines,Clarendon Carpets,Carpet,"50% Wool, 50% Synthetic",4 | 5,34.166666666666664,41.0,Slate,fine-lines-slate,product-images/carpet/clarendon-carpets/fine-lines/fine-lines-slate.jpg
CA72260CLA,Garden City,Clarendon Carpets,Carpet,100% NZ Wool,4 | 5,40.0,48.0,Blank Canvas,garden-city-blank-canvas,product-images/carpet/clarendon-carpets/garden-city/garden-city-blank-canvas.jpg
CA72260CLA,Garden City,Clarendon Carpets,Carpet,100% NZ Wool,4 | 5,40.0,48.0,Blueprint,garden-city-blueprint,product-images/carpet/clarendon-carpets/garden-city/garden-city-blueprint.jpg
CA72260CLA,Garden City,Clarendon Carpets,Carpet,100% NZ Wool,4 | 5,40.0,48.0,Greyscale,garden-city-greyscale,product-images/carpet/clarendon-carpets/garden-city/garden-city-greyscale.jpg
CA72260CLA,Garden City,Clarendon Carpets,Carpet,100% NZ Wool,4 | 5,40.0,48.0,Home Making,garden-city-home-making,product-images/carpet/clarendon-carpets/garden-city/garden-city-home-making.jpg
CA72260CLA,Garden City,Clarendon Carpets,Carpet,100% NZ Wool,4 | 5,40.0,48.0,Landscape Plan,garden-city-landscape-plan,product-images/carpet/clarendon-carpets/garden-city/garden-city-landscape-plan.jpg
CA72260CLA,Garden City,Clarendon Carpets,Carpet,100% NZ Wool,4 | 5,40.0,48.0,Modern Living,garden-city-modern-living,product-images/carpet/clarendon-carpets/garden-city/garden-city-modern-living.jpg
CA72260CLA,Garden City,Clarendon Carpets,Carpet,100% NZ Wool,4 | 5,40.0,48.0,Open Space,garden-city-open-space,product-images/carpet/clarendon-carpets/garden-city/garden-city-open-space.jpg
CA72260CLA,Garden City,Clarendon Carpets,Carpet,100% NZ Wool,4 | 5,40.0,48.0,Sight Line,garden-city-sight-line,product-images/carpet/clarendon-carpets/garden-city/garden-city-sight-line.jpg
CA72260CLA,Garden City,Clarendon Carpets,Carpet,100% NZ Wool,4 | 5,40.0,48.0,Street View,garden-city-street-view,product-images/carpet/clarendon-carpets/garden-city/garden-city-street-view.jpg
CA72260CLA,Garden City,Clarendon Carpets,Carpet,100% NZ Wool,4 | 5,40.0,48.0,Urban Vista,garden-city-urban-vista,product-images/carpet/clarendon-carpets/garden-city/garden-city-urban-vista.jpg
CA63286CLA,Hampstead,Clarendon Carpets,Carpet,"50% Wool, 50% PP",4 | 5,34.166666666666664,41.0,Ash,hampstead-ash,product-images/carpet/clarendon-carpets/hampstead/hampstead-ash.jpg
CA63286CLA,Hampstead,Clarendon Carpets,Carpet,"50% Wool, 50% PP",4 | 5,34.166666666666664,41.0,Cameo,hampstead-cameo,product-images/carpet/clarendon-carpets/hampstead/hampstead-cameo.jpg
CA63286CLA,Hampstead,Clarendon Carpets,Carpet,"50% Wool, 50% PP",4 | 5,34.166666666666664,41.0,Chateau,hampstead-chateau,product-images/carpet/clarendon-carpets/hampstead/hampstead-chateau.jpg
CA63286CLA,Hampstead,Clarendon Carpets,Carpet,"50% Wool, 50% PP",4 | 5,34.166666666666664,41.0,French Grey,hampstead-french-grey,product-images/carpet/clarendon-carpets/hampstead/hampstead-french-grey.jpg
CA63286CLA,Hampstead,Clarendon Carpets,Carpet,"50% Wool, 50% PP",4 | 5,34.166666666666664,41.0,Mono,hampstead-mono,product-images/carpet/clarendon-carpets/hampstead/hampstead-mono.jpg
CA63286CLA,Hampstead,Clarendon Carpets,Carpet,"50% Wool, 50% PP",4 | 5,34.166666666666664,41.0,Mudstone,hampstead-mudstone,product-images/carpet/clarendon-carpets/hampstead/hampstead-mudstone.jpg
CA63286CLA,Hampstead,Clarendon Carpets,Carpet,"50% Wool, 50% PP",4 | 5,34.166666666666664,41.0,Silverflake,hampstead-silverflake,product-images/carpet/clarendon-carpets/hampstead/hampstead-silverflake.jpg
CA63286CLA,Hampstead,Clarendon Carpets,Carpet,"50% Wool, 50% PP",4 | 5,34.166666666666664,41.0,Smoketree,hampstead-smoketree,product-images/carpet/clarendon-carpets/hampstead/hampstead-smoketree.jpg
CA83511CLA,Harrow,Clarendon Carpets,Carpet,100% Wool,4 | 5,30.0,36.0,Battleship,harrow-battleship,product-images/carpet/clarendon-carpets/harrow/harrow-battleship.jpg
CA83511CLA,Harrow,Clarendon Carpets,Carpet,100% Wool,4 | 5,30.0,36.0,Beige,harrow-beige,product-images/carpet/clarendon-carpets/harrow/harrow-beige.jpg
CA83511CLA,Harrow,Clarendon Carpets,Carpet,100% Wool,4 | 5,30.0,36.0,Drift,harrow-drift,product-images/carpet/clarendon-carpets/harrow/harrow-drift.jpg
CA83511CLA,Harrow,Clarendon Carpets,Carpet,100% Wool,4 | 5,30.0,36.0,Fawn,harrow-fawn,product-images/carpet/clarendon-carpets/harrow/harrow-fawn.jpg
CA83511CLA,Harrow,Clarendon Carpets,Carpet,100% Wool,4 | 5,30.0,36.0,Fondant,harrow-fondant,product-images/carpet/clarendon-carpets/harrow/harrow-fondant.jpg
CA83511CLA,Harrow,Clarendon Carpets,Carpet,100% Wool,4 | 5,30.0,36.0,Jute,harrow-jute,product-images/carpet/clarendon-carpets/harrow/harrow-jute.jpg
CA83511CLA,Harrow,Clarendon Carpets,Carpet,100% Wool,4 | 5,30.0,36.0,Olive,harrow-olive,product-images/carpet/clarendon-carpets/harrow/harrow-olive.jpg
CA83511CLA,Harrow,Clarendon Carpets,Carpet,100% Wool,4 | 5,30.0,36.0,Shadow,harrow-shadow,product-images/carpet/clarendon-carpets/harrow/harrow-shadow.jpg
CA83511CLA,Harrow,Clarendon Carpets,Carpet,100% Wool,4 | 5,30.0,36.0,Steel,harrow-steel,product-images/carpet/clarendon-carpets/harrow/harrow-steel.jpg
CA83511CLA,Harrow,Clarendon Carpets,Carpet,100% Wool,4 | 5,30.0,36.0,Stone,harrow-stone,product-images/carpet/clarendon-carpets/harrow/harrow-stone.jpg
CA90529CLA,Kingston,Clarendon Carpets,Carpet,100% Wool,4 | 5,24.166666666666664,29.0,Rib Cloud,kingston-rib-cloud,product-images/carpet/clarendon-carpets/kingston/kingston-rib-cloud.jpg
CA90529CLA,Kingston,Clarendon Carpets,Carpet,100% Wool,4 | 5,24.166666666666664,29.0,Rib Cobble,kingston-rib-cobble,product-images/carpet/clarendon-carpets/kingston/kingston-rib-cobble.jpg
CA90529CLA,Kingston,Clarendon Carpets,Carpet,100% Wool,4 | 5,24.166666666666664,29.0,Rib Fleece,kingston-rib-fleece,product-images/carpet/clarendon-carpets/kingston/kingston-rib-fleece.jpg
CA90529CLA,Kingston,Clarendon Carpets,Carpet,100% Wool,4 | 5,24.166666666666664,29.0,Rib Furrow,kingston-rib-furrow,product-images/carpet/clarendon-carpets/kingston/kingston-rib-furrow.jpg
CA90529CLA,Kingston,Clarendon Carpets,Carpet,100% Wool,4 | 5,24.166666666666664,29.0,Rib Nordic,kingston-rib-nordic,product-images/carpet/clarendon-carpets/kingston/kingston-rib-nordic.jpg
CA90529CLA,Kingston,Clarendon Carpets,Carpet,100% Wool,4 | 5,24.166666666666664,29.0,Rib Smoke,kingston-rib-smoke,product-images/carpet/clarendon-carpets/kingston/kingston-rib-smoke.jpg
CA90529CLA,Kingston,Clarendon Carpets,Carpet,100% Wool,4 | 5,24.166666666666664,29.0,Rib Stucco,kingston-rib-stucco,product-images/carpet/clarendon-carpets/kingston/kingston-rib-stucco.jpg
CA90529CLA,Kingston,Clarendon Carpets,Carpet,100% Wool,4 | 5,24.166666666666664,29.0,Rib Thatch,kingston-rib-thatch,product-images/carpet/clarendon-carpets/kingston/kingston-rib-thatch.jpg
CA90529CLA,Kingston,Clarendon Carpets,Carpet,100% Wool,4 | 5,24.166666666666664,29.0,Weave Cloud,kingston-weave-cloud,product-images/carpet/clarendon-carpets/kingston/kingston-weave-cloud.jpg
CA90529CLA,Kingston,Clarendon Carpets,Carpet,100% Wool,4 | 5,24.166666666666664,29.0,Weave Cobble,kingston-weave-cobble,product-images/carpet/clarendon-carpets/kingston/kingston-weave-cobble.jpg
CA90529CLA,Kingston,Clarendon Carpets,Carpet,100% Wool,4 | 5,24.166666666666664,29.0,Weave Fleece,kingston-weave-fleece,product-images/carpet/clarendon-carpets/kingston/kingston-weave-fleece.jpg
CA90529CLA,Kingston,Clarendon Carpets,Carpet,100% Wool,4 | 5,24.166666666666664,29.0,Weave Furrow,kingston-weave-furrow,product-images/carpet/clarendon-carpets/kingston/kingston-weave-furrow.jpg
CA90529CLA,Kingston,Clarendon Carpets,Carpet,100% Wool,4 | 5,24.166666666666664,29.0,Weave Nordic,kingston-weave-nordic,product-images/carpet/clarendon-carpets/kingston/kingston-weave-nordic.jpg
CA90529CLA,Kingston,Clarendon Carpets,Carpet,100% Wool,4 | 5,24.166666666666664,29.0,Weave Smoke,kingston-weave-smoke,product-images/carpet/clarendon-carpets/kingston/kingston-weave-smoke.jpg
CA90529CLA,Kingston,Clarendon Carpets,Carpet,100% Wool,4 | 5,24.166666666666664,29.0,Weave Stucco,kingston-weave-stucco,product-images/carpet/clarendon-carpets/kingston/kingston-weave-stucco.jpg
CA90529CLA,Kingston,Clarendon Carpets,Carpet,100% Wool,4 | 5,24.166666666666664,29.0,Weave Thatch,kingston-weave-thatch,product-images/carpet/clarendon-carpets/kingston/kingston-weave-thatch.jpg
CA23075CLA,Mayfair Loop,Clarendon Carpets,Carpet,"50% Wool, 50% Synthetic",4 | 5,34.166666666666664,41.0,Basalt Loop,mayfair-loop-basalt-loop,product-images/carpet/clarendon-carpets/mayfair-loop/mayfair-loop-basalt-loop.jpg
CA23075CLA,Mayfair Loop,Clarendon Carpets,Carpet,"50% Wool, 50% Synthetic",4 | 5,34.166666666666664,41.0,Brunswick Loop,mayfair-loop-brunswick-loop,product-images/carpet/clarendon-carpets/mayfair-loop/mayfair-loop-brunswick-loop.jpg
CA23075CLA,Mayfair Loop,Clarendon Carpets,Carpet,"50% Wool, 50% Synthetic",4 | 5,34.166666666666664,41.0,Cardamon Loop,mayfair-loop-cardamon-loop,product-images/carpet/clarendon-carpets/mayfair-loop/mayfair-loop-cardamon-loop.jpg
CA23075CLA,Mayfair Loop,Clarendon Carpets,Carpet,"50% Wool, 50% Synthetic",4 | 5,34.166666666666664,41.0,Dill Loop,mayfair-loop-dill-loop,product-images/carpet/clarendon-carpets/mayfair-loop/mayfair-loop-dill-loop.jpg
CA23075CLA,Mayfair Loop,Clarendon Carpets,Carpet,"50% Wool, 50% Synthetic",4 | 5,34.166666666666664,41.0,Ivory Loop,mayfair-loop-ivory-loop,product-images/carpet/clarendon-carpets/mayfair-loop/mayfair-loop-ivory-loop.jpg
CA23075CLA,Mayfair Loop,Clarendon Carpets,Carpet,"50% Wool, 50% Synthetic",4 | 5,34.166666666666664,41.0,Kasmir Loop,mayfair-loop-kasmir-loop,product-images/carpet/clarendon-carpets/mayfair-loop/mayfair-loop-kasmir-loop.jpg
CA23075CLA,Mayfair Loop,Clarendon Carpets,Carpet,"50% Wool, 50% Synthetic",4 | 5,34.166666666666664,41.0,Mist,mayfair-loop-mist,product-images/carpet/clarendon-carpets/mayfair-loop/mayfair-loop-mist.jpg
CA23075CLA,Mayfair Loop,Clarendon Carpets,Carpet,"50% Wool, 50% Synthetic",4 | 5,34.166666666666664,41.0,Natural Loop,mayfair-loop-natural-loop,product-images/carpet/clarendon-carpets/mayfair-loop/mayfair-loop-natural-loop.jpg
CA23075CLA,Mayfair Loop,Clarendon Carpets,Carpet,"50% Wool, 50% Synthetic",4 | 5,34.166666666666664,41.0,Nickel Loop,mayfair-loop-nickel-loop,product-images/carpet/clarendon-carpets/mayfair-loop/mayfair-loop-nickel-loop.jpg
CA23075CLA,Mayfair Loop,Clarendon Carpets,Carpet,"50% Wool, 50% Synthetic",4 | 5,34.166666666666664,41.0,Parfait Loop,mayfair-loop-parfait-loop,product-images/carpet/clarendon-carpets/mayfair-loop/mayfair-loop-parfait-loop.jpg
CA23075CLA,Mayfair Loop,Clarendon Carpets,Carpet,"50% Wool, 50% Synthetic",4 | 5,34.166666666666664,41.0,Pepper Loop,mayfair-loop-pepper-loop,product-images/carpet/clarendon-carpets/mayfair-loop/mayfair-loop-pepper-loop.jpg
CA23075CLA,Mayfair Loop,Clarendon Carpets,Carpet,"50% Wool, 50% Synthetic",4 | 5,34.166666666666664,41.0,Pl Shale,mayfair-loop-pl-shale,product-images/carpet/clarendon-carpets/mayfair-loop/mayfair-loop-pl-shale.jpg
CA23075CLA,Mayfair Loop,Clarendon Carpets,Carpet,"50% Wool, 50% Synthetic",4 | 5,34.166666666666664,41.0,Tusk Loop,mayfair-loop-tusk-loop,product-images/carpet/clarendon-carpets/mayfair-loop/mayfair-loop-tusk-loop.jpg
CA23075CLA,Mayfair Loop,Clarendon Carpets,Carpet,"50% Wool, 50% Synthetic",4 | 5,34.166666666666664,41.0,Urban,mayfair-loop-urban,product-images/carpet/clarendon-carpets/mayfair-loop/mayfair-loop-urban.jpg
CA81102CLA,Mortlake,Clarendon Carpets,Carpet,100% Wool,4 | 5,20.833333333333336,25.0,Brussels Flint,mortlake-brussels-flint,product-images/carpet/clarendon-carpets/mortlake/mortlake-brussels-flint.jpg
CA81102CLA,Mortlake,Clarendon Carpets,Carpet,100% Wool,4 | 5,20.833333333333336,25.0,Brussels Oak,mortlake-brussels-oak,product-images/carpet/clarendon-carpets/mortlake/mortlake-brussels-oak.jpg
CA81102CLA,Mortlake,Clarendon Carpets,Carpet,100% Wool,4 | 5,20.833333333333336,25.0,Brussels Barley,mortlake-brussels-barley,product-images/carpet/clarendon-carpets/mortlake/mortlake-brussels-barley.jpg
CA81102CLA,Mortlake,Clarendon Carpets,Carpet,100% Wool,4 | 5,20.833333333333336,25.0,Brussels Caramel,mortlake-brussels-caramel,product-images/carpet/clarendon-carpets/mortlake/mortlake-brussels-caramel.jpg
CA81102CLA,Mortlake,Clarendon Carpets,Carpet,100% Wool,4 | 5,20.833333333333336,25.0,Brussels Cloud,mortlake-brussels-cloud,product-images/carpet/clarendon-carpets/mortlake/mortlake-brussels-cloud.jpg
CA81102CLA,Mortlake,Clarendon Carpets,Carpet,100% Wool,4 | 5,20.833333333333336,25.0,Brussels Kashmir Beige,mortlake-brussels-kashmir-beige,product-images/carpet/clarendon-carpets/mortlake/mortlake-brussels-kashmir-beige.jpg
CA81102CLA,Mortlake,Clarendon Carpets,Carpet,100% Wool,4 | 5,20.833333333333336,25.0,Brussels Sand Dune,mortlake-brussels-sand-dune,product-images/carpet/clarendon-carpets/mortlake/mortlake-brussels-sand-dune.jpg
CA81102CLA,Mortlake,Clarendon Carpets,Carpet,100% Wool,4 | 5,20.833333333333336,25.0,Brussels Stone,mortlake-brussels-stone,product-images/carpet/clarendon-carpets/mortlake/mortlake-brussels-stone.jpg
CA81102CLA,Mortlake,Clarendon Carpets,Carpet,100% Wool,4 | 5,20.833333333333336,25.0,Ripple Barley,mortlake-ripple-barley,product-images/carpet/clarendon-carpets/mortlake/mortlake-ripple-barley.jpg
CA81102CLA,Mortlake,Clarendon Carpets,Carpet,100% Wool,4 | 5,20.833333333333336,25.0,Ripple Caramel,mortlake-ripple-caramel,product-images/carpet/clarendon-carpets/mortlake/mortlake-ripple-caramel.jpg
CA81102CLA,Mortlake,Clarendon Carpets,Carpet,100% Wool,4 | 5,20.833333333333336,25.0,Ripple Cloud,mortlake-ripple-cloud,product-images/carpet/clarendon-carpets/mortlake/mortlake-ripple-cloud.jpg
CA81102CLA,Mortlake,Clarendon Carpets,Carpet,100% Wool,4 | 5,20.833333333333336,25.0,Ripple Flint,mortlake-ripple-flint,product-images/carpet/clarendon-carpets/mortlake/mortlake-ripple-flint.jpg
CA81102CLA,Mortlake,Clarendon Carpets,Carpet,100% Wool,4 | 5,20.833333333333336,25.0,Ripple Kashmir Beige,mortlake-ripple-kashmir-beige,product-images/carpet/clarendon-carpets/mortlake/mortlake-ripple-kashmir-beige.jpg
CA81102CLA,Mortlake,Clarendon Carpets,Carpet,100% Wool,4 | 5,20.833333333333336,25.0,Ripple Oak,mortlake-ripple-oak,product-images/carpet/clarendon-carpets/mortlake/mortlake-ripple-oak.jpg
CA81102CLA,Mortlake,Clarendon Carpets,Carpet,100% Wool,4 | 5,20.833333333333336,25.0,Ripple Sand Dune,mortlake-ripple-sand-dune,product-images/carpet/clarendon-carpets/mortlake/mortlake-ripple-sand-dune.jpg
CA81102CLA,Mortlake,Clarendon Carpets,Carpet,100% Wool,4 | 5,20.833333333333336,25.0,Ripple Stone,mortlake-ripple-stone,product-images/carpet/clarendon-carpets/mortlake/mortlake-ripple-stone.jpg
CA93198CLA,Stonebridge,Clarendon Carpets,Carpet,100% NZ Wool,4 | 5,46.66666666666667,56.0,Contour Artic Fox,stonebridge-contour-artic-fox,product-images/carpet/clarendon-carpets/stonebridge/stonebridge-contour-artic-fox.jpg
CA93198CLA,Stonebridge,Clarendon Carpets,Carpet,100% NZ Wool,4 | 5,46.66666666666667,56.0,Contour Grey Goose,stonebridge-contour-grey-goose,product-images/carpet/clarendon-carpets/stonebridge/stonebridge-contour-grey-goose.jpg
CA93198CLA,Stonebridge,Clarendon Carpets,Carpet,100% NZ Wool,4 | 5,46.66666666666667,56.0,Contour Lunar,stonebridge-contour-lunar,product-images/carpet/clarendon-carpets/stonebridge/stonebridge-contour-lunar.jpg
CA93198CLA,Stonebridge,Clarendon Carpets,Carpet,100% NZ Wool,4 | 5,46.66666666666667,56.0,Contour Nickel,stonebridge-contour-nickel,product-images/carpet/clarendon-carpets/stonebridge/stonebridge-contour-nickel.jpg
CA93198CLA,Stonebridge,Clarendon Carpets,Carpet,100% NZ Wool,4 | 5,46.66666666666667,56.0,Contour Pelt,stonebridge-contour-pelt,product-images/carpet/clarendon-carpets/stonebridge/stonebridge-contour-pelt.jpg
CA93198CLA,Stonebridge,Clarendon Carpets,Carpet,100% NZ Wool,4 | 5,46.66666666666667,56.0,Contour Porpoise,stonebridge-contour-porpoise,product-images/carpet/clarendon-carpets/stonebridge/stonebridge-contour-porpoise.jpg
CA93198CLA,Stonebridge,Clarendon Carpets,Carpet,100% NZ Wool,4 | 5,46.66666666666667,56.0,Mirage Artic Fox,stonebridge-mirage-artic-fox,product-images/carpet/clarendon-carpets/stonebridge/stonebridge-mirage-artic-fox.jpg
CA93198CLA,Stonebridge,Clarendon Carpets,Carpet,100% NZ Wool,4 | 5,46.66666666666667,56.0,Mirage Grey Goose,stonebridge-mirage-grey-goose,product-images/carpet/clarendon-carpets/stonebridge/stonebridge-mirage-grey-goose.jpg
CA93198CLA,Stonebridge,Clarendon Carpets,Carpet,100% NZ Wool,4 | 5,46.66666666666667,56.0,Mirage Lunar,stonebridge-mirage-lunar,product-images/carpet/clarendon-carpets/stonebridge/stonebridge-mirage-lunar.jpg
CA93198CLA,Stonebridge,Clarendon Carpets,Carpet,100% NZ Wool,4 | 5,46.66666666666667,56.0,Mirage Pelt,stonebridge-mirage-pelt,product-images/carpet/clarendon-carpets/stonebridge/stonebridge-mirage-pelt.jpg
CA93198CLA,Stonebridge,Clarendon Carpets,Carpet,100% NZ Wool,4 | 5,46.66666666666667,56.0,Mirage Porpoise,stonebridge-mirage-porpoise,product-images/carpet/clarendon-carpets/stonebridge/stonebridge-mirage-porpoise.jpg
CA93198CLA,Stonebridge,Clarendon Carpets,Carpet,100% NZ Wool,4 | 5,46.66666666666667,56.0,Mirage Satin Nickel,stonebridge-mirage-satin-nickel,product-images/carpet/clarendon-carpets/stonebridge/stonebridge-mirage-satin-nickel.jpg
CA53622CLA,Wool Supreme,Clarendon Carpets,Carpet,100% Wool,4 | 5,26.666666666666664,32.0,Canvas,wool-supreme-canvas,product-images/carpet/clarendon-carpets/wool-supreme/wool-supreme-canvas.jpg
CA53622CLA,Wool Supreme,Clarendon Carpets,Carpet,100% Wool,4 | 5,26.666666666666664,32.0,Hessian,wool-supreme-hessian,product-images/carpet/clarendon-carpets/wool-supreme/wool-supreme-hessian.jpg
CA53622CLA,Wool Supreme,Clarendon Carpets,Carpet,100% Wool,4 | 5,26.666666666666664,32.0,Pebble,wool-supreme-pebble,product-images/carpet/clarendon-carpets/wool-supreme/wool-supreme-pebble.jpg
CA53622CLA,Wool Supreme,Clarendon Carpets,Carpet,100% Wool,4 | 5,26.666666666666664,32.0,Shell,wool-supreme-shell,product-images/carpet/clarendon-carpets/wool-supreme/wool-supreme-shell.jpg
CA53622CLA,Wool Supreme,Clarendon Carpets,Carpet,100% Wool,4 | 5,26.666666666666664,32.0,Slate,wool-supreme-slate,product-images/carpet/clarendon-carpets/wool-supreme/wool-supreme-slate.jpg
CA53622CLA,Wool Supreme,Clarendon Carpets,Carpet,100% Wool,4 | 5,26.666666666666664,32.0,Stone,wool-supreme-stone,product-images/carpet/clarendon-carpets/wool-supreme/wool-supreme-stone.jpg
CA53622CLA,Wool Supreme,Clarendon Carpets,Carpet,100% Wool,4 | 5,26.666666666666664,32.0,White Cotton,wool-supreme-white-cotton,product-images/carpet/clarendon-carpets/wool-supreme/wool-supreme-white-cotton.jpg
CA93623COR,Apollo Plus,Cormar Carpets,Carpet,100% PP,4 | 5,16.666666666666668,20.0,Aluminium,apollo-plus-aluminium,product-images/carpet/cormar-carpets/apollo-plus/apollo-plus-aluminium.jpg
CA93623COR,Apollo Plus,Cormar Carpets,Carpet,100% PP,4 | 5,16.666666666666668,20.0,Bumblebee,apollo-plus-bumblebee,product-images/carpet/cormar-carpets/apollo-plus/apollo-plus-bumblebee.jpg
CA93623COR,Apollo Plus,Cormar Carpets,Carpet,100% PP,4 | 5,16.666666666666668,20.0,Caramel,apollo-plus-caramel,product-images/carpet/cormar-carpets/apollo-plus/apollo-plus-caramel.jpg
CA93623COR,Apollo Plus,Cormar Carpets,Carpet,100% PP,4 | 5,16.666666666666668,20.0,Cinder Grey,apollo-plus-cinder-grey,product-images/carpet/cormar-carpets/apollo-plus/apollo-plus-cinder-grey.jpg
CA93623COR,Apollo Plus,Cormar Carpets,Carpet,100% PP,4 | 5,16.666666666666668,20.0,City Smoke,apollo-plus-city-smoke,product-images/carpet/cormar-carpets/apollo-plus/apollo-plus-city-smoke.jpg
CA93623COR,Apollo Plus,Cormar Carpets,Carpet,100% PP,4 | 5,16.666666666666668,20.0,Cork Oak,apollo-plus-cork-oak,product-images/carpet/cormar-carpets/apollo-plus/apollo-plus-cork-oak.jpg
CA93623COR,Apollo Plus,Cormar Carpets,Carpet,100% PP,4 | 5,16.666666666666668,20.0,Homerton Grey,apollo-plus-homerton-grey,product-images/carpet/cormar-carpets/apollo-plus/apollo-plus-homerton-grey.jpg
CA93623COR,Apollo Plus,Cormar Carpets,Carpet,100% PP,4 | 5,16.666666666666668,20.0,Mahogany,apollo-plus-mahogany,product-images/carpet/cormar-carpets/apollo-plus/apollo-plus-mahogany.jpg
CA93623COR,Apollo Plus,Cormar Carpets,Carpet,100% PP,4 | 5,16.666666666666668,20.0,Manhattan Taupe,apollo-plus-manhattan-taupe,product-images/carpet/cormar-carpets/apollo-plus/apollo-plus-manhattan-taupe.jpg
CA93623COR,Apollo Plus,Cormar Carpets,Carpet,100% PP,4 | 5,16.666666666666668,20.0,Marine Jade,apollo-plus-marine-jade,product-images/carpet/cormar-carpets/apollo-plus/apollo-plus-marine-jade.jpg
CA93623COR,Apollo Plus,Cormar Carpets,Carpet,100% PP,4 | 5,16.666666666666668,20.0,Meteorite,apollo-plus-meteorite,product-images/carpet/cormar-carpets/apollo-plus/apollo-plus-meteorite.jpg
CA93623COR,Apollo Plus,Cormar Carpets,Carpet,100% PP,4 | 5,16.666666666666668,20.0,Nigella,apollo-plus-nigella,product-images/carpet/cormar-carpets/apollo-plus/apollo-plus-nigella.jpg
CA93623COR,Apollo Plus,Cormar Carpets,Carpet,100% PP,4 | 5,16.666666666666668,20.0,Pebblestone,apollo-plus-pebblestone,product-images/carpet/cormar-carpets/apollo-plus/apollo-plus-pebblestone.jpg
CA93623COR,Apollo Plus,Cormar Carpets,Carpet,100% PP,4 | 5,16.666666666666668,20.0,Persian Doll,apollo-plus-persian-doll,product-images/carpet/cormar-carpets/apollo-plus/apollo-plus-persian-doll.jpg
CA93623COR,Apollo Plus,Cormar Carpets,Carpet,100% PP,4 | 5,16.666666666666668,20.0,Rainstorm,apollo-plus-rainstorm,product-images/carpet/cormar-carpets/apollo-plus/apollo-plus-rainstorm.jpg
CA93623COR,Apollo Plus,Cormar Carpets,Carpet,100% PP,4 | 5,16.666666666666668,20.0,Scarlet,apollo-plus-scarlet,product-images/carpet/cormar-carpets/apollo-plus/apollo-plus-scarlet.jpg
CA93623COR,Apollo Plus,Cormar Carpets,Carpet,100% PP,4 | 5,16.666666666666668,20.0,Sea Breeze,apollo-plus-sea-breeze,product-images/carpet/cormar-carpets/apollo-plus/apollo-plus-sea-breeze.jpg
CA93623COR,Apollo Plus,Cormar Carpets,Carpet,100% PP,4 | 5,16.666666666666668,20.0,Shortbread,apollo-plus-shortbread,product-images/carpet/cormar-carpets/apollo-plus/apollo-plus-shortbread.jpg
CA93623COR,Apollo Plus,Cormar Carpets,Carpet,100% PP,4 | 5,16.666666666666668,20.0,Smokestack,apollo-plus-smokestack,product-images/carpet/cormar-carpets/apollo-plus/apollo-plus-smokestack.jpg
CA93623COR,Apollo Plus,Cormar Carpets,Carpet,100% PP,4 | 5,16.666666666666668,20.0,Stepping Stone,apollo-plus-stepping-stone,product-images/carpet/cormar-carpets/apollo-plus/apollo-plus-stepping-stone.jpg
CA93623COR,Apollo Plus,Cormar Carpets,Carpet,100% PP,4 | 5,16.666666666666668,20.0,Thunder Cloud,apollo-plus-thunder-cloud,product-images/carpet/cormar-carpets/apollo-plus/apollo-plus-thunder-cloud.jpg
CA93623COR,Apollo Plus,Cormar Carpets,Carpet,100% PP,4 | 5,16.666666666666668,20.0,Tornado Blue,apollo-plus-tornado-blue,product-images/carpet/cormar-carpets/apollo-plus/apollo-plus-tornado-blue.jpg
CA36235COR,Malabar Two Fold,Cormar Carpets,Carpet,100% Wool,4 | 5,28.333333333333336,34.0,Balm,malabar-two-fold-balm,product-images/carpet/cormar-carpets/malabar-two-fold/malabar-two-fold-balm.jpg
CA36235COR,Malabar Two Fold,Cormar Carpets,Carpet,100% Wool,4 | 5,28.333333333333336,34.0,Buckwheat,malabar-two-fold-buckwheat,product-images/carpet/cormar-carpets/malabar-two-fold/malabar-two-fold-buckwheat.jpg
CA36235COR,Malabar Two Fold,Cormar Carpets,Carpet,100% Wool,4 | 5,28.333333333333336,34.0,Chinchilla,malabar-two-fold-chinchilla,product-images/carpet/cormar-carpets/malabar-two-fold/malabar-two-fold-chinchilla.jpg
CA36235COR,Malabar Two Fold,Cormar Carpets,Carpet,100% Wool,4 | 5,28.333333333333336,34.0,Cocoa,malabar-two-fold-cocoa,product-images/carpet/cormar-carpets/malabar-two-fold/malabar-two-fold-cocoa.jpg
CA36235COR,Malabar Two Fold,Cormar Carpets,Carpet,100% Wool,4 | 5,28.333333333333336,34.0,Cottonwood,malabar-two-fold-cottonwood,product-images/carpet/cormar-carpets/malabar-two-fold/malabar-two-fold-cottonwood.jpg
CA36235COR,Malabar Two Fold,Cormar Carpets,Carpet,100% Wool,4 | 5,28.333333333333336,34.0,Derby Stone,malabar-two-fold-derby-stone,product-images/carpet/cormar-carpets/malabar-two-fold/malabar-two-fold-derby-stone.jpg
