SKU,Product,Manufacturer,Supplier,Category,Type,Material,Widths,Colours,Cost ex VAT,Sell ex VAT,Sell inc VAT,Twickenham,Richmond,Show on Website?,Discontinued?
CA26207CRU,Sisool Rock,Crucial Trading,Crucial Trading,Carpet,Sisal,"75% Sisal, 25% Wool",4,"Chalk SR401, Clay SR402, Coal SR403, Rope SR400",66.68,100.0,120.0,,,Yes,
CA52856CRU,Sisool Tric,Crucial Trading,Crucial Trading,Carpet,Sisal,"60% Sisal, 40% Wool",4,"Caramel M807, Chalk M806, Ivory M805, Mocha M808, Slate M809",66.68,100.0,120.0,,,Yes,
CA60432CRU,Snug,Crucial Trading,Crucial Trading,Carpet,Carpet,100% Wool,5,"Calm Nights SN505, Cotton White SN500, Delicate Feather SN504, Soft Sands SN501, Starlight Grey SN503, Warm Glow SN502",70.19,105.0,126.0,,,Yes,
CA69459CRU,Treasure,Crucial Trading,Crucial Trading,Carpet,Carpet,100% Wool,"4, 5","Hidden Fossil WT503, Old Rope WT502, Sea Salt WT500, Silver Jewel WT504, Soft Shell WT501",40.49,60.83333333333333,73.0,,,Yes,
CA56541CRU,Tweed,Crucial Trading,Crucial Trading,Carpet,Carpet,100% Wool,4,"Barley TW111, Marble TW110, Seal TW113, Shadow TW112",47.6,71.66666666666667,86.0,,,Yes,
CA78920CRU,Weather Watching,Crucial Trading,Crucial Trading,Carpet,Carpet,100% Wool,"4, 5","Dawn Light WA135, Dew Point WA133, Indian Summer WA137, Kind Gales WA136, Mistral Skies WA139, Overcast Day WA131, Partly Cloudy WA138, Snow Blanket WA141, Soft Rain WA132, Thunderstorm Play WA130, Windswept WA134",23.5,42.5,51.0,Yes,Yes,Yes,
CA59040CRU,Wilton Panache,Crucial Trading,Crucial Trading,Carpet,Carpet,100% Wool,4,"Ash P3129, Chalk P3123, Lichen P3124, Linen P3126, Slate P3128, Stone P3127, Willow P3125",74.25,111.66666666666666,134.0,,,Yes,
CA36957CRU,Wilton Svelte,Crucial Trading,Crucial Trading,Carpet,Carpet,100% Wool,4,"Ash SV3129, Chalk SV3123, Lichen SV3124, Linen SV3126, Slate SV3128, Stone SV3127, Willow SV3125",74.25,111.66666666666666,134.0,,,Yes,
CA12698DAV,Alghero,David Harper & Co,David Harper & Co,Carpet,Carpet,100% Wool,4,"Ivory, Midnight, Sage, Taupe",60.49,90.83333333333334,109.0,Yes,Yes,,
CA87048DAV,Athens,David Harper & Co,David Harper & Co,Carpet,Carpet,100% Wool,4,"Cameo, Liquorice, Pewter",68.62,103.33333333333334,124.0,Yes,,,
CA91848DAV,Bari,David Harper & Co,David Harper & Co,Carpet,Carpet,100% Wool,4,"Bison, Grey, Ocean",64.28,96.66666666666666,116.0,Yes,,,
CA43081DAV,Cable,David Harper & Co,David Harper & Co,Carpet,Carpet,100% Wool,4,"Colour 1, Colour 3, Colour 4, Colour 5",69.88,105.0,126.0,Yes,Yes,,
CA61760DAV,Cairo,David Harper & Co,David Harper & Co,Carpet,Carpet,100% Wool,4,"Cameo, Ocean, Pewter",68.62,103.33333333333334,124.0,Yes,,,
CA78577DAV,Canton,David Harper & Co,David Harper & Co,Carpet,Carpet,100% Wool,4,"Cameo, Gault, Liquorice",68.62,103.33333333333334,124.0,Yes,,,
CA48588DAV,Corinth,David Harper & Co,David Harper & Co,Carpet,Carpet,100% Wool,4,"Colour 1, Colour 2, Colour 3, Colour 5",69.88,105.0,126.0,Yes,Yes,,
CA27700DAV,Florence,David Harper & Co,David Harper & Co,Carpet,Carpet,100% Wool,4,"Colour 51, Colour 52, Colour 53, Colour 54, Colour 55, Colour 56, Colour 57",60.49,90.83333333333334,109.0,Yes,Yes,,
CA78145DAV,Genoa,David Harper & Co,David Harper & Co,Carpet,Carpet,100% Wool,4,"Midnight, Sage, Silver, Taupe",60.49,90.83333333333334,109.0,Yes,Yes,,
CA81194DAV,Maze,David Harper & Co,David Harper & Co,Carpet,Carpet,100% Wool,4,"Nero, Pewter",68.62,103.33333333333334,124.0,Yes,,,
CA74613DAV,Naxos,David Harper & Co,David Harper & Co,Carpet,Carpet,100% Wool,4,"Colour 1, Colour 2, Colour 3, Colour 4, Colour 5",69.88,105.0,126.0,Yes,Yes,,
CA55500DAV,Rattan,David Harper & Co,David Harper & Co,Carpet,Carpet,100% Wool,4,"Nero, Pewter",64.28,96.66666666666666,116.0,Yes,,,
CA66453DAV,Roma,David Harper & Co,David Harper & Co,Carpet,Carpet,100% Wool,4,"Cream and Taupe, Straw and Black, Straw and Burgundy, Straw and Tan, Tan",66.12,99.16666666666666,119.0,Yes,Yes,,
CA11659DAV,Savoy,David Harper & Co,David Harper & Co,Carpet,Carpet,100% Wool,4,"Brown, Cappuccino, Dove, Gold, Heather, Mouse, Natural, Navy, Oatmeal, Shale, Sirocco, Taupe",66.12,99.16666666666666,119.0,Yes,Yes,,
CA77130DAV,Tuscany,David Harper & Co,David Harper & Co,Carpet,Carpet,100% Wool,4,"Cameo, Grey, Ocean, Pewter",68.62,103.33333333333334,124.0,Yes,,,
CA15717DAV,Venice,David Harper & Co,David Harper & Co,Carpet,Carpet,100% Wool,4,"Autumn, Coffee, Marine, Mist, Toffee",60.49,90.83333333333334,109.0,Yes,Yes,,
CA38090DAV,Verona,David Harper & Co,David Harper & Co,Carpet,Carpet,100% Wool,4,"Coffee, Green, Pewter, Tile, Turquoise",60.49,90.83333333333334,109.0,Yes,Yes,,
CA63713DAV,William,David Harper & Co,David Harper & Co,Carpet,Carpet,100% Wool,4,"Colour 1, Colour 2, Colour 3, Colour 4",60.49,90.83333333333334,109.0,Yes,Yes,,
CA34827ELE,Africa,Elements London,Elements London,Carpet,Carpet,100% Wool,4,"Antelope, Gecko, Lemur, Macaw, Marlin, Oryx",43.15125,65.0,78.0,,Yes,,
CA14943ELE,Africa Plains,Elements London,Elements London,Carpet,Carpet,100% Wool,5,"Bara, Kalahari, Karoo, Sahara, Savanna, Serengeti",43.15125,65.0,78.0,,Yes,,
CA31281ELE,Broadway,Elements London,Elements London,Carpet,Carpet,100% TekSilk (PA 6.6),"4, 5","Appletini, Bellini, Cosmopolitan, Daiquiri, Mai Tai, Margarita, Martini, Mojito, Moscow Mule, Pina Colada, Singapore Sling, Whiskey Sour",43.15125,65.0,78.0,,Yes,Yes,
CA92305ELE,Capri,Elements London,Elements London,Carpet,Carpet,50% Wool,5,"Fossil, Marina, Mosaic, White Sand",35.93625,57.5,69.0,,Yes,,
CA39313ELE,Hamilton,Elements London,Elements London,Carpet,Carpet,100% Undyed Wool,"4, 5","Dorset, Polwarth, Ryeland, Texel, Valais",31.07075,52.5,63.0,,Yes,,
CA40951ELE,Havana,Elements London,Elements London,Carpet,Carpet,100% Wool,5,"Cigar Leaf, Cuban Smoke, Old Mural, Sugar Cane, White Rum",36.0935,57.5,69.0,,Yes,,
CA72851ELE,Havana Plains,Elements London,Elements London,Carpet,Carpet,100% Wool,5,"Blanco, Classico, Navarro, Spiced, Tesoro",36.0935,57.5,69.0,,Yes,,
CA83065ELE,Roma,Elements London,Elements London,Carpet,Carpet,100% Wool,5,"Chiffon, Dove, Hessian, Honey, Iron, Latte, Moleskin, Mushroom, Oyster, Peat, Sandstone, Truffle, Tusk",42.11525,63.33333333333333,76.0,,Yes,,
CA38883ELE,Scenario,Elements London,Elements London,Carpet,Carpet,100% TekSilk (PA 6.6),4,"Air Force Blue, Bay Leaf, Classic Cream, Dark Graphite, English Orchid, French Silver, Gold Nugget, Marine Jade, Morning Coffee, Rose Blush, Turtle Dove, Urban Grey, White Mist",53.2615,80.0,96.0,,Yes,,
CA62329ELE,Serenade,Elements London,Elements London,Carpet,Carpet,100% TekSilk (PA 6.6),4,"Barcelona, St Petersburg, Boston, Amsterdam, Bordeaux, Budapest",43.15125,65.0,78.0,,Yes,Yes,
CA74878ELE,Serenity,Elements London,Elements London,Carpet,Carpet,100% TekSilk (PA 6.6),"4, 5","Gemini, Hydra, Lynx, Neptune, Pisces, Venus",34.6505,59.16666666666667,71.0,,Yes,Yes,
CA32069ELE,Silkresse,Elements London,Elements London,Carpet,Carpet,100% TekSilk (PA 6.6),4,"Glacier, Jet, Pearl, Quartz, Silica, Slate, Zinc",60.72625,90.83333333333334,109.0,,Yes,,
CA32272ELE,Symphony,Elements London,Elements London,Carpet,Carpet,100% TekSilk (PA 6.6),"4, 5","Berlin, Cairo, Chicago, Dresden, Leningrad, London, Mariinsky, Montreal, New York, Paris, Seoul, Toronto, Vienna",43.15125,65.0,78.0,,Yes,Yes,
CA86321ELE,Synergy,Elements London,Elements London,Carpet,Carpet,100% TekSilk (PA 6.6),4,"Cinnamon Stick, Dairy Cream, Emerald City, Granite Shine, Intense Truffle, Pinot Noir, Silver Cloud, Star Sapphire, Steel Sword, Velvet Snow, Warm Mocha",49.62625,74.16666666666667,89.0,,Yes,,
CA19559ELE,Times Square,Elements London,Elements London,Carpet,Carpet,100% TekSilk (PA 6.6),"4, 5","Appletini, Bellini, Cosmopolitan, Daiquiri, Mai Tai, Margarita, Martini, Mojito, Moscow Mule, Pina Colada, Singapore Sling, Whiskey Sour",32.6155,55.83333333333333,67.0,,Yes,Yes,
CA64268ELE,Verdi,Elements London,Elements London,Carpet,Carpet,50% Wool,5,"Autumn Leaf, Spring Meadow, Summer Haze, Winter Wisp",35.93625,57.5,69.0,,Yes,,
CA93502ELE,Vivaldi,Elements London,Elements London,Carpet,Carpet,50% Wool,5,"Blossom, Breeze, Glow, Misty",35.93625,57.5,69.0,,Yes,,
CA23013ELE,Wall Street,Elements London,Elements London,Carpet,Carpet,100% TekSilk (PA 6.6),"4, 5","Appletini, Bellini, Cosmopolitan, Daiquiri, Mai Tai, Margarita, Martini, Mojito, Moscow Mule, Pina Colada, Singapore Sling, Whiskey Sour",52.51225,79.16666666666667,95.0,,Yes,Yes,
CA71054ELE,Wellington,Elements London,Elements London,Carpet,Carpet,100% Wool,4,"Kestral, Kiwi, Partridge, Rook, Sparrow",41.255,61.66666666666667,74.0,,Yes,,
CA65915ELE,Westeros,Elements London,Elements London,Carpet,Carpet,100% Wool,4,"Casterly Rock, Dragonstone, Iron Island, Winterfell",50.34775,75.83333333333333,91.0,,Yes,,
CA72673FIB,Easycare Boucle,Fibre,Fibre,Carpet,Carpet,100% PP,4,"Cotswold, Granite, Portland, Purbeck, Quarry",21.25,38.333333333333336,46.0,,,,
CA96543FIB,Easycare Chevron,Fibre,Fibre,Carpet,Carpet,100% PP,4,"Cotswold, Granite, Portland, Purbeck, Quarry",21.25,38.333333333333336,46.0,,,,
CA13554FIB,Flatweave Classic Big Boucle,Fibre,Fibre,Carpet,Carpet,"10% Wool, 90% PP","4, 5","Bathstone, Down, Greige, Inox, Mortar, Pebble",23.1,41.66666666666667,50.0,Yes,Yes,Yes,
CA75951FIB,Flatweave Classic Diamond,Fibre,Fibre,Carpet,Carpet,"10% Wool, 90% PP",4,"Magna, Mazarin, Peruzzi, Trilliant",24.15,43.33333333333333,52.0,Yes,Yes,Yes,
CA56172FIB,Flatweave Classic Herringbone,Fibre,Fibre,Carpet,Carpet,"10% Wool, 90% PP","4, 5","Arbour, Chalk, Dapple, Lunar, Peat, Witching",21.95,39.166666666666664,47.0,Yes,Yes,Yes,
CA68534FIB,Flatweave Classic Linear,Fibre,Fibre,Carpet,Carpet,"10% Wool, 90% PP",4,"Cappuccino, Crema, Frappe, Lungo, Mocha",25.25,43.33333333333333,52.0,Yes,Yes,Yes,
CA43169FIB,Flatweave Classic Panama,Fibre,Fibre,Carpet,Carpet,"10% Wool, 90% PP",4,"Anchor, Biscotti, Hazelnut, Latte, Saddle, Shadow",23.65,42.5,51.0,Yes,Yes,Yes,
CA27881FIB,Flatweave Classic Small Boucle,Fibre,Fibre,Carpet,Carpet,"10% Wool, 90% PP","4, 5","Bracken, Cable, Limestone, Ochre, Pearl, Scree",23.1,41.66666666666667,50.0,Yes,Yes,Yes,
CA23271FIB,Helios,Fibre,Fibre,Carpet,Carpet,"70% Tencel, 30% Wool",4,"Aurora, Luminous, Radiant, Shimmer, Shine",46.25,69.16666666666667,83.0,Yes,,,
CA82399FIB,Seagrass Fine,Fibre,Fibre,Carpet,Seagrass,100% Seagrass,4,,15.85,31.666666666666664,38.0,Yes,Yes,Yes,
CA57867FIB,Seagrass Herringbone,Fibre,Fibre,Carpet,Seagrass,100% Seagrass,4,,12.85,25.833333333333336,31.0,Yes,Yes,Yes,
CA97489FIB,Seagrass Panama,Fibre,Fibre,Carpet,Seagrass,100% Seagrass,4,,11.75,23.333333333333336,28.0,Yes,Yes,Yes,
CA21793FIB,Sisal 'Easyclean' Boucle,Fibre,Fibre,Carpet,Sisal,100% Sisal,"4, 5","Agate, Anthracite, Citrine, Jasper, Moonstone, Onyx, Quartz, Sunstone",26.5,45.0,54.0,,,,
CA75995FIB,Sisal 'Easyfit' Antilles,Fibre,Fibre,Carpet,Sisal,100% Sisal,"4, 5","Aruba, Bonaire, Curacao",27.95,47.5,57.0,Yes,Yes,,
CA15886FIB,Sisal 'Easyfit' Borneo,Fibre,Fibre,Carpet,Sisal,100% Sisal,"4, 5","Bontang, Brunei, Sarawak, Sibu",25.95,44.16666666666667,53.0,Yes,Yes,,
CA89036FIB,Sisal Artemis,Fibre,Fibre,Carpet,Sisal,100% Sisal,4,"Bronze, Gold, Silver",29.5,50.0,60.0,Yes,Yes,,
CA92026FIB,"Sisal Bengal (Jaipur, Mogul, Raj, Rankpur)",Fibre,Fibre,Carpet,Sisal,100% Sisal,"4, 5","Jaipur, Mogul, Raj, Rankpur",24.3,43.33333333333333,52.0,Yes,Yes,,
CA85553FIB,"Sisal Bengal (Jodhpur, Kerala Mumbai, Singh)",Fibre,Fibre,Carpet,Sisal,100% Sisal,4,"Jodhpur, Kerala Mumbai, Singh",24.3,43.33333333333333,52.0,Yes,Yes,,
CA65130FIB,"Sisal Boucle (Anise, Cumin, Saffron, Sesame, Spice)",Fibre,Fibre,Carpet,Sisal,100% Sisal,"4, 5","Anise, Cumin, Saffron, Sesame, Spice",20.75,37.5,45.0,Yes,Yes,,
CA44242FIB,Sisal Boucle (Most),Fibre,Fibre,Carpet,Sisal,100% Sisal,4,"Bergamot, Caraway, Cardamom, Cassia, Celeriac, Chia",20.75,37.5,45.0,Yes,Yes,,
CA76319FIB,"Sisal Havana (Clay, Obsidian)",Fibre,Fibre,Carpet,Sisal,100% Sisal,4,"Clay, Obsidian",25.15,42.5,51.0,Yes,Yes,,
CA19095FIB,Sisal Havana (Most),Fibre,Fibre,Carpet,Sisal,100% Sisal,"4, 5","Argent, Mercury, Ore, Sienna, Slate, Titanium",25.15,42.5,51.0,Yes,Yes,,
CA29377FIB,Sisal Himalaya,Fibre,Fibre,Carpet,Sisal,100% Sisal,4,"Assam, Bhutan, Kashmir, Nepal, Tibet",33.5,56.66666666666667,68.0,Yes,Yes,,
CA78441FIB,Sisal Sumatra,Fibre,Fibre,Carpet,Sisal,100% Sisal,4,"Bali, Java, Komodo, Lombok, Nusa",22.5,40.83333333333333,49.0,Yes,Yes,,
CA84360FIB,Varsity,Fibre,Fibre,Carpet,Carpet,"75% Wool, 25% Nylon",4,"Cambridge, Oxford, Princeton, St Andrews, Stanford, Trinity",85.0,127.5,153.0,,,,
CA22177FIB,Wool Arcadian,Fibre,Fibre,Carpet,Carpet,100% Wool,"4, 5","Heligan, Kew, Lanhydrock, Sissinghurst, Stourhead",27.75,47.5,57.0,,Yes,,
CA62049FIB,Wool Chevron,Fibre,Fibre,Carpet,Carpet,100% Wool,"4, 5","Gorse, Sapling, Shingle, Thatch, Travertine, Whisper, Wishing Well",41.95,63.33333333333333,76.0,Yes,Yes,Yes,
CA45346FIB,Wool Devonian,Fibre,Fibre,Carpet,Carpet,100% Wool,4,"Cook, Drake, Greenway, Raleigh, Verity",31.75,54.16666666666667,65.0,Yes,Yes,,
CA98047FIB,Wool Exmoor,Fibre,Fibre,Carpet,Carpet,100% Wool,"4, 5","Ilfracombe, Luckwell, Lynton, Monksilver",26.05,44.16666666666667,53.0,,Yes,,
CA60945FIB,Wool Faroe,Fibre,Fibre,Carpet,Carpet,100% Wool,4,"Eider, Goose, Heron, Teal",34.5,58.33333333333333,70.0,,Yes,,
CA38757FIB,Wool Herringbone,Fibre,Fibre,Carpet,Carpet,100% Wool,4,"Bowood, Chartwell, Chatsworth, Chequers, Cliveden, Highclere, Longleat, Overbecks, Saltram, Woburn",34.95,59.16666666666667,71.0,,Yes,Yes,
CA38302FIB,Wool Herringfine,Fibre,Fibre,Carpet,Carpet,100% Wool,"4, 5","Bank, Fleece, Manor House, Monument",47.25,70.83333333333333,85.0,,Yes,Yes,
CA68270FIB,Wool Holland Park,Fibre,Fibre,Carpet,Carpet,100% Wool,4,"Addison, Ilchester, Ladbroke, Melbury, Portobello",36.95,59.16666666666667,71.0,,Yes,Yes,
CA83971FIB,Wool Horizon,Fibre,Fibre,Carpet,Carpet,100% Wool,4,"Aspect, Frontier, Outpost, Skyline",34.95,59.16666666666667,71.0,Yes,Yes,Yes,
CA46087FIB,Wool Maldives,Fibre,Fibre,Carpet,Carpet,100% Wool,"4, 5","Barracuda, Conch, Cowrie, Manatee, Marlin, Nautilus, Shoal",25.0,42.5,51.0,Yes,Yes,,
CA47360FIB,Wool Paragon,Fibre,Fibre,Carpet,Carpet,100% Wool,4,"Briolette, Chloe, Florentine, Hope, Regent, Shah, Tiffany",36.95,59.16666666666667,71.0,Yes,Yes,Yes,
CA75832FIB,Wool Serenity,Fibre,Fibre,Carpet,Carpet,100% Wool,"4, 5","Amity, Calm, Halcyon, Harmony, Placid, Tranquil",27.75,47.5,57.0,,Yes,,
CA21813FIB,Wool Seychelles,Fibre,Fibre,Carpet,Carpet,100% Wool,"4, 5","Atoll, Cove, Harbour, Lagoon, Reef",25.0,42.5,51.0,Yes,Yes,,
CA33242FIB,Wool Twill,Fibre,Fibre,Carpet,Carpet,100% Wool,"4, 5","Gorse, Sapling, Shingle, Thatch, Travertine, Whisper, Wishing Well",36.95,59.16666666666667,71.0,Yes,Yes,Yes,
CA15349FIB,Wool Verbier,Fibre,Fibre,Carpet,Carpet,100% Wool,"4, 5","Chalet, Cirrus, Glacier, Marmot",45.0,67.5,81.0,,Yes,,
CA50553FIB,Wool Zurich,Fibre,Fibre,Carpet,Carpet,100% Wool,"4, 5","Cloud, Ecru, Snowdrop, Twilight, Umber",39.1,62.5,75.0,,Yes,,
CA55390GAS,Battersea,Gaskell Wool Rich,Gaskell Wool Rich,Carpet,Carpet,"80% Wool, 20% Yak Hair","4, 5","Basset, Greyhound, Husky, Jack Russell, Pug, Schnauzer, Vizsla, Wolfhound",26.95,45.83333333333333,55.0,Yes,,Yes,
CA83259GAS,Blackfriars,Gaskell Wool Rich,Gaskell Wool Rich,Carpet,Carpet,100% Wool,"4, 5","Circle Chilli, Circle Cumin, Circle Garlic, Circle Nutmeg, Circle Pepper, Circle Salt, Circle Thyme, Jubilee Chilli, Jubilee Cumin, Jubilee Garlic, Jubilee Nutmeg, Jubilee Pepper, Jubilee Salt, Jubilee Thyme",20.75,37.5,45.0,,,,
CA93620GAS,Camden,Gaskell Wool Rich,Gaskell Wool Rich,Carpet,Carpet,50% Wool,"4, 5","Acapella, Bossa Nova, Funk, Glam Rock, Latin, Opera, Rhythm, Soul, Trad Jazz, Two Tone",24.85,45.0,54.0,,Yes,Yes,
CA51320GAS,Dulwich,Gaskell Wool Rich,Gaskell Wool Rich,Carpet,Carpet,50% Wool,"4, 5","Bell House, Brockwell, College, Gallery, Herne Hill, Honour Oak, Lordship Lane, Sydenham, Tollgate, Village",13.99,28.333333333333336,34.0,Yes,,Yes,
CA91976GAS,Dulwich Stripe,Gaskell Wool Rich,Gaskell Wool Rich,Carpet,Carpet,50% Wool,4,"Nunhead, Stripe Canaletto, Stripe Gainsborough, Stripe Murillo, Stripe Poussin, Stripe Rembrandt",13.99,28.333333333333336,34.0,Yes,,,
CA62281GAS,Finchley,Gaskell Wool Rich,Gaskell Wool Rich,Carpet,Carpet,50% Wool,"4, 5","Belfast, Brighton, Bruges, Grantham, Oxford, Paris, Sheffield, Stanley",13.29,26.666666666666664,32.0,Yes,,Yes,
CA48818GAS,Hadleigh,Gaskell Wool Rich,Gaskell Wool Rich,Carpet,Carpet,100% Wool,"4, 5","Barrow, Cottage, Furrow, Harvest, Mill, Plough, Twine, Valley",26.65,45.0,54.0,Yes,,Yes,
CA85699GAS,Highgate,Gaskell Wool Rich,Gaskell Wool Rich,Carpet,Carpet,100% NZ Wool,"4, 5","Chapel Dove, Chapel Granite, Chapel Harvest, Chapel Mushroom, Chapel Nougat, Chapel Wheat, Monument Dove, Monument Granite, Monument Harvest, Monument Mushroom, Monument Nougat, Monument Wheat",26.15,44.16666666666667,53.0,Yes,,Yes,
CA58568GAS,Holland Park,Gaskell Wool Rich,Gaskell Wool Rich,Carpet,Carpet,50% Wool,"4, 5","Kyoto Argent, Kyoto Battleship, Kyoto Caramel, Kyoto Dove, Kyoto Pearl, Kyoto Rock, Kyoto Sand, Kyoto Sandstone, Mews Argent, Mews Battleship, Mews Caramel, Mews Dove, Mews Pearl, Mews Rock, Mews Sand, Mews Sandstone",17.95,35.833333333333336,43.0,Yes,,Yes,
CA99377GAS,Marble Arch,Gaskell Wool Rich,Gaskell Wool Rich,Carpet,Carpet,100% Wool,"4, 5","Admiralty, Carrara, Edgware, Hyde Park, Mayfair, Minerva, Nash, Park Lane, Queens Gate, Tyburn",29.05,49.16666666666667,59.0,Yes,,Yes,
CA76478GAS,Marylebone,Gaskell Wool Rich,Gaskell Wool Rich,Carpet,Carpet,100% Wool,"4, 5","Baker Street, Carriage Maker, Cavendish Square, Clarence Gate, Design Legacy, Dorian Grey, Georgian Stone, High Street, Mews House, Oscar, Sherlock, Street Lamp, The Village, Townhouse",21.25,38.333333333333336,46.0,Yes,,Yes,
CA50776GAS,Richmond,Gaskell Wool Rich,Gaskell Wool Rich,Carpet,Carpet,100% Wool,"4, 5","Brisket, Chateaubriand, Flat Iron, Porterhouse, Rump, Sirloin, T-bone",12.75,25.833333333333336,31.0,,,,
CA55998GAS,Rusticana,Gaskell Wool Rich,Gaskell Wool Rich,Carpet,Carpet,100% Wool,"4, 5","Nova Acacia, Nova Cherry, Nova Grey Pine, Nova Hard Maple, Nova Larch, Nova Sweet Birch, Original Acacia, Original Cherry, Original Grey Pine, Original Hard Maple, Original Larch, Original Sweet Birch",22.85,40.83333333333333,49.0,,,,
CA38646GAS,Southbank,Gaskell Wool Rich,Gaskell Wool Rich,Carpet,Carpet,100% NZ Wool,"4, 5","Coin Street, County Hall, Elevated View, Festival Hall, Jubilee Gardens, Riverside Walk, The Stage, Tower Wharf",28.45,48.33333333333333,58.0,,Yes,Yes,
CA98825GAS,St James,Gaskell Wool Rich,Gaskell Wool Rich,Carpet,Carpet,100% NZ Wool,"4, 5","Authors Residence, Crown Estate, Garden Square, Gentlemans Grey, Pall Mall, Reading Room, Shirtmaker, Tailors Chalk",24.5,44.16666666666667,53.0,,Yes,Yes,Yes
CA43703GAS,Wembley,Gaskell Wool Rich,Gaskell Wool Rich,Carpet,Carpet,100% Wool,"4, 5","Arena Anthracite, Arena Arch, Arena Autumn, Arena Cobalt, Arena Corn, Arena Desert, Arena Ginger, Arena Heritage, Arena Pigeon, Arena Porpoise, Arena Seal, Arena Statue, Arena Trophy, Arena Turnstile Grey, Stadium Arch, Stadium Autumn, Stadium Cobalt, Stadium Corn, Stadium Desert, Stadium Ginger, Stadium Heritage, Stadium Pigeon, Stadium Porpoise, Stadium Seal, Stadium Statue, Stadium Trophy, Stadium Turnstile Grey",11.89,24.166666666666664,29.0,Yes,,Yes,
CA43471GAS,Westminster,Gaskell Wool Rich,Gaskell Wool Rich,Carpet,Carpet,100% Wool,"4, 5","Abbey, Buckingham, Cathedral, Fawkes, Horse Guards, Jubilee, Lords, Museum, Pier, Tate, Whitehall",24.15,43.33333333333333,52.0,,,,
CA97536GAS,Wimbledon,Gaskell Wool Rich,Gaskell Wool Rich,Carpet,Carpet,50% Wool,"4, 5","Aberdeen, Bangor, Cambridge, Cardiff, Durham, Exeter, Loughborough, Newcastle, Oxford, Stirling, Winchester, York",15.99,31.666666666666664,38.0,,,,
CA14000HAL,Javan Loop,Hall’s Floorings,Hall’s Floorings,Carpet,Carpet,100% Wool,"4, 5","JV/02, JV/03, JV/04, JV/06, JV/07, JV/08, JV/09, JV/11, JV/12, JV/14",18.99,37.5,45.0,Yes,,,
CA67160HAL,Javan Stripe,Hall’s Floorings,Hall’s Floorings,Carpet,Carpet,100% Wool,"4, 5","JS/04, JS/05, JS/06, JS/08, JS/10, JS/12",18.99,37.5,45.0,Yes,,,
CA34317HAM,City Belmont,Hammer Carpets,Hammer Carpets,Carpet,Carpet,100% Pure NZ Wool,5,"3661-009, 3661-000, 3661-001, 3661-003, 3661-005, 3661-011, 3661-015, 3661-017, 3661-019",34.8,59.16666666666667,71.0,Yes,Yes,Yes,
CA20302HAM,City Chevron,Hammer Carpets,Hammer Carpets,Carpet,Carpet,100% Pure NZ Wool,5,"3662-000, 3662-001, 3662-003, 3662-005, 3662-009, 3662-011, 3662-015, 3662-017, 3662-019",36.25,58.33333333333333,70.0,Yes,Yes,Yes,
CA94781HAM,Copenhagen,Hammer Carpets,Hammer Carpets,Carpet,Carpet,100% Pure NZ Wool,5,"118-01, 118-02, 118-03, 118-04, 118-05, 118-06, 118-07, 118-08",34.35,58.33333333333333,70.0,Yes,Yes,Yes,
CA37431HAM,Jacs,Hammer Carpets,Hammer Carpets,Carpet,Carpet,100% Pure NZ Wool,5,"129-02, 129-12, 129-22, 129-24, 129-25, 129-26, 129-27, 129-28, 129-29, 129-30",40.25,60.0,72.0,Yes,Yes,Yes,
CA33580HAM,Memphis,Hammer Carpets,Hammer Carpets,Carpet,Carpet,100% Pure NZ Wool,5,"115-01, 115-02, 115-03, 115-04, 115-05, 115-06, 115-07, 115-08, 115-09",40.65,60.83333333333333,73.0,Yes,Yes,Yes,
CA88132HAM,Natural Lines,Hammer Carpets,Hammer Carpets,Carpet,Carpet,100% Pure NZ Wool,5,"126-02, 126-03, 126-04, 126-07, 126-08, 126-17",34.35,58.33333333333333,70.0,Yes,Yes,Yes,
CA19162HAM,Sloane Square,Hammer Carpets,Hammer Carpets,Carpet,Carpet,100% Pure NZ Wool,5,"238-01, 238-03, 238-04, 238-05, 238-06, 238-07, 238-08",37.5,60.0,72.0,Yes,Yes,Yes,
CA64098HAM,Stockholm,Hammer Carpets,Hammer Carpets,Carpet,Carpet,100% Pure NZ Wool,5,"128-01, 128-03, 128-04, 128-06, 128-07, 128-09, 128-11, 128-12, 128-13",34.35,58.33333333333333,70.0,Yes,Yes,Yes,
CA53281HAM,Supreme Boucle,Hammer Carpets,Hammer Carpets,Carpet,Carpet,100% Pure NZ Wool,5,"249-01, 249-02, 249-04, 249-11, 249-12, 249-13, 249-17, 249-28, 249-29, 249-30, 249-31, 249-32",31.75,54.16666666666667,65.0,Yes,Yes,Yes,
CA93575HUG,Deco Plains,Hugh Mackay,Hugh Mackay,Carpet,Carpet,100% Wool,"4, 5","Ash, Biscuit, Black, Camel, Dove Grey, Elm, Grape, Harvest Beige, Italian Stone, Maple, Miami Grey, Pale Mauve, Sand, Sandstone, Seasalt, Seaspray, Shale, Siesta, Sky, Snow White",20.14,35.0,42.0,Yes,Yes,Yes,
