SKU,Product,Manufacturer,Supplier,Category,Type,Cost ex VAT,Sell ex VAT,Sell inc VAT,Notes,Discontinued?
AN53142STA,12/14 mm Lip - Black (900 mm),Stairrods,Ballister,Ancillaries,Profile,16.68,70.0,84.0,,
AN61932STA,12/14 mm Lip - Brushed Chrome (2700 mm),Stairrods,Ballister,Ancillaries,Profile,25.02,105.0,126.0,,
AN16818STA,12/14 mm Lip - Antique Bronze (900 mm),Stairrods,Ballister,Ancillaries,Profile,8.34,35.0,42.0,,
AN17601STA,12/14 mm Lip - Satin Nickel (2700 mm),Stairrods,Ballister,Ancillaries,Profile,25.02,105.0,126.0,,
AN75265STA,12/14 mm Lip - Antique Bronze (2700 mm),Stairrods,Ballister,Ancillaries,Profile,25.02,105.0,126.0,,
AN18217STA,12/14 mm Lip - Chrome (2700 mm),Stairrods,Ballister,Ancillaries,Profile,25.02,105.0,126.0,,
AN50696STA,12/14 mm Lip - Pewter (1800 mm),Stairrods,Ballister,Ancillaries,Profile,16.68,70.0,84.0,,
AN18687STA,12/14 mm Lip - Chrome (900 mm),Stairrods,Ballister,Ancillaries,Profile,8.34,35.0,42.0,,
AN28869STA,12/14 mm Lip - Brushed Chrome (1800 mm),Stairrods,Ballister,Ancillaries,Profile,16.68,70.0,84.0,,
AN13559STA,12/14 mm Lip - Black (2700 mm),Stairrods,Ballister,Ancillaries,Profile,25.02,105.0,126.0,,
AN92700STA,12/14 mm Lip - Antique Bronze (1800 mm),Stairrods,Ballister,Ancillaries,Profile,16.68,70.0,84.0,,
AN13612STA,12/14 mm Lip - Polished Brass (1800 mm),Stairrods,Ballister,Ancillaries,Profile,16.68,70.0,84.0,,
AN36323STA,12/14 mm Lip - Satin Brass (900 mm),Stairrods,Ballister,Ancillaries,Profile,8.34,35.0,42.0,,
AN87987STA,12/14 mm Lip - Polished Nickel (2700 mm),Stairrods,Ballister,Ancillaries,Profile,25.02,105.0,126.0,,
AN93309STA,12/14 mm Lip - Antique Brass (2700 mm),Stairrods,Ballister,Ancillaries,Profile,25.02,105.0,126.0,,
AN93834STA,12/14 mm Lip - Polished Nickel (1800 mm),Stairrods,Ballister,Ancillaries,Profile,16.68,70.0,84.0,,
AN87247STA,12/14 mm Lip - Pewter (2700 mm),Stairrods,Ballister,Ancillaries,Profile,25.02,105.0,126.0,,
AN11822STA,12/14 mm Lip - Chrome (1800 mm),Stairrods,Ballister,Ancillaries,Profile,16.68,70.0,84.0,,
AN81791STA,12/14 mm Lip - Polished Nickel (900 mm),Stairrods,Ballister,Ancillaries,Profile,8.34,35.0,42.0,,
AN31070STA,12/14 mm Lip - Satin Nickel (1800 mm),Stairrods,Ballister,Ancillaries,Profile,16.68,70.0,84.0,,
AN84474STA,12/14 mm Lip - Pewter (900 mm),Stairrods,Ballister,Ancillaries,Profile,8.34,35.0,42.0,,
AN20039STA,12/14 mm Lip - Antique Brass (900 mm),Stairrods,Ballister,Ancillaries,Profile,8.34,35.0,42.0,,
AN32953STA,12/14 mm Lip - Black (1800 mm),Stairrods,Ballister,Ancillaries,Profile,16.68,70.0,84.0,,
AN25966STA,12/14 mm Lip - Polished Brass (2700 mm),Stairrods,Ballister,Ancillaries,Profile,25.02,105.0,126.0,,
AN72445STA,12/14 mm Lip - Satin Nickel (900 mm),Stairrods,Ballister,Ancillaries,Profile,8.34,35.0,42.0,,
AN22231STA,12/14 mm Lip - Brushed Chrome (900 mm),Stairrods,Ballister,Ancillaries,Profile,8.34,35.0,42.0,,
AN54750STA,12/14 mm Lip - Polished Brass (900 mm),Stairrods,Ballister,Ancillaries,Profile,8.34,35.0,42.0,,
AN54465STA,12/14 mm Lip - Antique Brass (1800 mm),Stairrods,Ballister,Ancillaries,Profile,16.68,70.0,84.0,,
AN47401STA,12mm Ramp - Polished Nickel (900 mm),Stairrods,Ballister,Ancillaries,Profile,11.06,35.0,42.0,,
AN91885STA,12mm Ramp - Brass (900 mm),Stairrods,Ballister,Ancillaries,Profile,11.06,35.0,42.0,,
AN56215STA,12mm Ramp - Antique Brass (2700 mm),Stairrods,Ballister,Ancillaries,Profile,33.18,87.5,105.0,,
AN55377STA,12mm Ramp - Brushed Chrome (900 mm),Stairrods,Ballister,Ancillaries,Profile,11.06,35.0,42.0,,
AN18257STA,12mm Ramp - Black (900 mm),Stairrods,Ballister,Ancillaries,Profile,11.06,35.0,42.0,,
AN75066STA,12mm Ramp - Brushed Chrome (1800 mm),Stairrods,Ballister,Ancillaries,Profile,22.12,70.0,84.0,,
AN44650STA,12mm Ramp - Brushed Chrome (2700 mm),Stairrods,Ballister,Ancillaries,Profile,33.18,87.5,105.0,,
AN74961STA,12mm Ramp - Pewter (900 mm),Stairrods,Ballister,Ancillaries,Profile,11.06,35.0,42.0,,
AN92584STA,12mm Ramp - Pewter (1800 mm),Stairrods,Ballister,Ancillaries,Profile,22.12,70.0,84.0,,
AN49853STA,12mm Ramp - Satin Brass (2700 mm),Stairrods,Ballister,Ancillaries,Profile,33.18,87.5,105.0,,
AN49618STA,12mm Ramp - Chrome (2700 mm),Stairrods,Ballister,Ancillaries,Profile,33.18,87.5,105.0,,
AN48861STA,12mm Ramp - Black (1800 mm),Stairrods,Ballister,Ancillaries,Profile,22.12,70.0,84.0,,
AN95408STA,12mm Ramp - Antique Brass (900 mm),Stairrods,Ballister,Ancillaries,Profile,11.06,35.0,42.0,,
AN12518STA,12mm Ramp - Antique Bronze (900 mm),Stairrods,Ballister,Ancillaries,Profile,11.06,35.0,42.0,,
AN16184STA,12mm Ramp - Polished Nickel (1800 mm),Stairrods,Ballister,Ancillaries,Profile,22.12,70.0,84.0,,
AN70069STA,12mm Ramp - Satin Nickel (1800 mm),Stairrods,Ballister,Ancillaries,Profile,22.12,70.0,84.0,,
AN21508STA,12mm Ramp - Satin Nickel (2700 mm),Stairrods,Ballister,Ancillaries,Profile,33.18,87.5,105.0,,
AN31037STA,12mm Ramp - Black (2700 mm),Stairrods,Ballister,Ancillaries,Profile,33.18,87.5,105.0,,
AN89912STA,12mm Ramp - Chrome (900 mm),Stairrods,Ballister,Ancillaries,Profile,11.06,35.0,42.0,,
AN96814STA,12mm Ramp - Antique Brass (1800 mm),Stairrods,Ballister,Ancillaries,Profile,22.12,70.0,84.0,,
AN91109STA,12mm Ramp - Antique Bronze (1800 mm),Stairrods,Ballister,Ancillaries,Profile,22.12,70.0,84.0,,
AN29968STA,12mm Ramp - Satin Brass (900 mm),Stairrods,Ballister,Ancillaries,Profile,11.06,35.0,42.0,,
AN94541STA,12mm Ramp - Brass (2700 mm),Stairrods,Ballister,Ancillaries,Profile,33.18,87.5,105.0,,
AN23848STA,12mm Ramp - Brass (1800 mm),Stairrods,Ballister,Ancillaries,Profile,22.12,70.0,84.0,,
AN98306STA,12mm Ramp - Pewter (2700 mm),Stairrods,Ballister,Ancillaries,Profile,33.18,87.5,105.0,,
AN25773STA,12mm Ramp - Chrome (1800 mm),Stairrods,Ballister,Ancillaries,Profile,22.12,70.0,84.0,,
AN38855STA,12mm Ramp - Antique Bronze (2700 mm),Stairrods,Ballister,Ancillaries,Profile,33.18,87.5,105.0,,
AN78714STA,12mm Ramp - Satin Brass (1800 mm),Stairrods,Ballister,Ancillaries,Profile,22.12,70.0,84.0,,
AN58571STA,12mm Ramp - Polished Nickel (2700 mm),Stairrods,Ballister,Ancillaries,Profile,33.18,87.5,105.0,,
AN58048STA,12mm Ramp - Satin Nickel (900 mm),Stairrods,Ballister,Ancillaries,Profile,11.06,35.0,42.0,,
AN31956STA,EasyShim (15 mm),Stairrods,Ballister,Ancillaries,Profile,6.3,12.08,14.495999999999999,,
AN47056STA,EasyShim (6 mm),Stairrods,Ballister,Ancillaries,Profile,1.52,12.08,14.495999999999999,,
AN17126STA,EasyShim (9 mm),Stairrods,Ballister,Ancillaries,Profile,1.64,12.08,14.495999999999999,,
AN96784STA,EasyShim (12 mm),Stairrods,Ballister,Ancillaries,Profile,5.56,12.08,14.495999999999999,,
AN29082STA,Jubilee Stair Rod - Satin (700 mm),Stairrods,Ballister,Ancillaries,Stair Rod,5.1,15.83,18.996,,
AN71280STA,Jubilee Stair Rod - Ivory (890 mm),Stairrods,Ballister,Ancillaries,Stair Rod,6.14,17.08,20.496,,
AN85504STA,Jubilee Stair Rod - Black (1500 mm),Stairrods,Ballister,Ancillaries,Stair Rod,8.22,19.17,23.004,,
AN71749STA,Jubilee Stair Rod - Pewter (1500 mm),Stairrods,Ballister,Ancillaries,Stair Rod,8.22,19.17,23.004,,
AN85531STA,Jubilee Stair Rod - Bronze (890 mm),Stairrods,Ballister,Ancillaries,Stair Rod,6.14,17.08,20.496,,
AN21417STA,Homepride Runner Stair Rod - Black (1500 mm),Stairrods,Ballister,Ancillaries,Stair Rod,14.27,25.0,30.0,,
AN20613STA,Homepride Fully Fitted Stair Rod - Chrome (700 mm),Stairrods,Ballister,Ancillaries,Stair Rod,7.46,19.17,23.004,,
AN95362STA,Homepride Runner Stair Rod - Bronze (1500 mm),Stairrods,Ballister,Ancillaries,Stair Rod,14.27,25.0,30.0,,
AN86064STA,Jubilee Stair Rod - Brass (890 mm),Stairrods,Ballister,Ancillaries,Stair Rod,6.14,17.08,20.496,,
AN89069STA,Homepride Fully Fitted Stair Rod - Ivory (890 mm),Stairrods,Ballister,Ancillaries,Stair Rod,9.47,21.67,26.004,,
AN31414STA,Jubilee Stair Rod - Chrome (700 mm),Stairrods,Ballister,Ancillaries,Stair Rod,5.1,15.83,18.996,,
AN32268STA,Homepride Runner Stair Rod - Antique (700 mm),Stairrods,Ballister,Ancillaries,Stair Rod,8.03,19.58,23.496,,
AN74148STA,Jubilee Stair Rod - Chrome (1500 mm),Stairrods,Ballister,Ancillaries,Stair Rod,8.22,19.17,23.004,,
AN20494STA,Homepride Runner Stair Rod - Ivory (890 mm),Stairrods,Ballister,Ancillaries,Stair Rod,10.11,21.25,25.5,,
AN47676STA,Homepride Runner Stair Rod - Black (1200 mm),Stairrods,Ballister,Ancillaries,Stair Rod,12.19,23.33,27.996,,
AN74460STA,Homepride Fully Fitted Stair Rod - Pewter (890 mm),Stairrods,Ballister,Ancillaries,Stair Rod,9.47,21.67,26.004,,
AN48610STA,Homepride Runner Stair Rod - Ivory (1500 mm),Stairrods,Ballister,Ancillaries,Stair Rod,14.27,25.0,30.0,,
AN73179STA,Homepride Fully Fitted Stair Rod - Ivory (700 mm),Stairrods,Ballister,Ancillaries,Stair Rod,7.46,19.17,23.004,,
AN73074STA,Homepride Runner Stair Rod - Bronze (1200 mm),Stairrods,Ballister,Ancillaries,Stair Rod,12.19,23.33,27.996,,
AN73039STA,Homepride Fully Fitted Stair Rod - Brass (890 mm),Stairrods,Ballister,Ancillaries,Stair Rod,9.47,21.67,26.004,,
AN28529STA,Homepride Runner Stair Rod - Bronze (890 mm),Stairrods,Ballister,Ancillaries,Stair Rod,10.11,21.25,25.5,,
AN50708STA,Jubilee Stair Rod - Brass (1200 mm),Stairrods,Ballister,Ancillaries,Stair Rod,7.18,18.33,21.996,,
AN13446STA,Jubilee Stair Rod - Bronze (1500 mm),Stairrods,Ballister,Ancillaries,Stair Rod,8.22,19.17,23.004,,
AN51407STA,Homepride Fully Fitted Stair Rod - Brass (700 mm),Stairrods,Ballister,Ancillaries,Stair Rod,7.46,19.17,23.004,,
AN72882STA,Homepride Fully Fitted Stair Rod - Black (890 mm),Stairrods,Ballister,Ancillaries,Stair Rod,9.47,21.67,26.004,,
AN43924STA,Jubilee Stair Rod - Antique (1200 mm),Stairrods,Ballister,Ancillaries,Stair Rod,7.18,18.33,21.996,,
AN17766STA,Jubilee Stair Rod - Ivory (700 mm),Stairrods,Ballister,Ancillaries,Stair Rod,5.1,15.83,18.996,,
AN52937STA,Homepride Fully Fitted Stair Rod - Chrome (1200 mm),Stairrods,Ballister,Ancillaries,Stair Rod,11.56,23.33,27.996,,
AN28197STA,Jubilee Stair Rod - Ivory (1200 mm),Stairrods,Ballister,Ancillaries,Stair Rod,7.18,18.33,21.996,,
AN19200STA,Jubilee Stair Rod - Black (890 mm),Stairrods,Ballister,Ancillaries,Stair Rod,6.14,17.08,20.496,,
AN54052STA,Jubilee Stair Rod - Chrome (1200 mm),Stairrods,Ballister,Ancillaries,Stair Rod,7.18,18.33,21.996,,
AN54082STA,Homepride Runner Stair Rod - Brass (890 mm),Stairrods,Ballister,Ancillaries,Stair Rod,10.11,21.25,25.5,,
AN54404STA,Homepride Fully Fitted Stair Rod - Antique (700 mm),Stairrods,Ballister,Ancillaries,Stair Rod,7.46,19.17,23.004,,
AN27730STA,Jubilee Stair Rod - Pewter (890 mm),Stairrods,Ballister,Ancillaries,Stair Rod,6.14,17.08,20.496,,
AN27199STA,Homepride Runner Stair Rod - Black (700 mm),Stairrods,Ballister,Ancillaries,Stair Rod,8.03,19.58,23.496,,
AN75546STA,Homepride Fully Fitted Stair Rod - Antique (890 mm),Stairrods,Ballister,Ancillaries,Stair Rod,9.47,21.67,26.004,,
AN21690STA,Homepride Runner Stair Rod - Ivory (1200 mm),Stairrods,Ballister,Ancillaries,Stair Rod,12.19,23.33,27.996,,
AN39578STA,Homepride Runner Stair Rod - Pewter (1200 mm),Stairrods,Ballister,Ancillaries,Stair Rod,12.19,23.33,27.996,,
AN55432STA,Homepride Runner Stair Rod - Antique (1500 mm),Stairrods,Ballister,Ancillaries,Stair Rod,14.27,25.0,30.0,,
AN14081STA,Homepride Fully Fitted Stair Rod - Ivory (1200 mm),Stairrods,Ballister,Ancillaries,Stair Rod,11.56,23.33,27.996,,
AN93127STA,Homepride Runner Stair Rod - Antique (890 mm),Stairrods,Ballister,Ancillaries,Stair Rod,10.11,21.25,25.5,,
AN63939STA,Homepride Fully Fitted Stair Rod - Pewter (700 mm),Stairrods,Ballister,Ancillaries,Stair Rod,7.46,19.17,23.004,,
AN56014STA,Jubilee Stair Rod - Brass (700 mm),Stairrods,Ballister,Ancillaries,Stair Rod,5.1,15.83,18.996,,
AN41898STA,Jubilee Stair Rod - Pewter (700 mm),Stairrods,Ballister,Ancillaries,Stair Rod,5.1,15.83,18.996,,
AN76590STA,Homepride Runner Stair Rod - Chrome (1500 mm),Stairrods,Ballister,Ancillaries,Stair Rod,14.27,25.0,30.0,,
AN44758STA,Homepride Fully Fitted Stair Rod - Pewter (1200 mm),Stairrods,Ballister,Ancillaries,Stair Rod,11.56,23.33,27.996,,
AN57596STA,Jubilee Stair Rod - Black (1200 mm),Stairrods,Ballister,Ancillaries,Stair Rod,7.18,18.33,21.996,,
AN57804STA,Homepride Runner Stair Rod - Brass (700 mm),Stairrods,Ballister,Ancillaries,Stair Rod,8.03,19.58,23.496,,
AN93712STA,Homepride Fully Fitted Stair Rod - Black (700 mm),Stairrods,Ballister,Ancillaries,Stair Rod,7.46,19.17,23.004,,
AN78144STA,Homepride Runner Stair Rod - Chrome (890 mm),Stairrods,Ballister,Ancillaries,Stair Rod,10.11,21.25,25.5,,
AN39127STA,Homepride Fully Fitted Stair Rod - Bronze (890 mm),Stairrods,Ballister,Ancillaries,Stair Rod,9.47,21.67,26.004,,
AN39101STA,Jubilee Stair Rod - Antique (890 mm),Stairrods,Ballister,Ancillaries,Stair Rod,6.14,17.08,20.496,,
AN78791STA,Jubilee Stair Rod - Satin (890 mm),Stairrods,Ballister,Ancillaries,Stair Rod,6.14,17.08,20.496,,
AN59223STA,Jubilee Stair Rod - Satin (1500 mm),Stairrods,Ballister,Ancillaries,Stair Rod,8.22,19.17,23.004,,
AN15822STA,Homepride Fully Fitted Stair Rod - Antique (1200 mm),Stairrods,Ballister,Ancillaries,Stair Rod,11.56,23.33,27.996,,
AN79001STA,Jubilee Stair Rod - Antique (1500 mm),Stairrods,Ballister,Ancillaries,Stair Rod,8.22,19.17,23.004,,
AN27171STA,Homepride Runner Stair Rod - Brass (1500 mm),Stairrods,Ballister,Ancillaries,Stair Rod,14.27,25.0,30.0,,
AN79170STA,Jubilee Stair Rod - Brass (1500 mm),Stairrods,Ballister,Ancillaries,Stair Rod,8.22,19.17,23.004,,
AN26932STA,Homepride Fully Fitted Stair Rod - Chrome (890 mm),Stairrods,Ballister,Ancillaries,Stair Rod,9.47,21.67,26.004,,
AN61364STA,Homepride Fully Fitted Stair Rod - Bronze (700 mm),Stairrods,Ballister,Ancillaries,Stair Rod,7.46,19.17,23.004,,
AN13963STA,Homepride Fully Fitted Stair Rod - Black (1200 mm),Stairrods,Ballister,Ancillaries,Stair Rod,11.56,23.33,27.996,,
AN26868STA,Homepride Runner Stair Rod - Pewter (700 mm),Stairrods,Ballister,Ancillaries,Stair Rod,8.03,19.58,23.496,,
AN97188STA,Jubilee Stair Rod - Chrome (890 mm),Stairrods,Ballister,Ancillaries,Stair Rod,6.14,17.08,20.496,,
AN80426STA,Homepride Runner Stair Rod - Satin Nickel (1200 mm),Stairrods,Ballister,Ancillaries,Stair Rod,12.19,23.33,27.996,,
AN91747STA,Homepride Fully Fitted Stair Rod - Satin Nickel (1200 mm),Stairrods,Ballister,Ancillaries,Stair Rod,11.56,23.33,27.996,,
AN63239STA,Jubilee Stair Rod - Antique (700 mm),Stairrods,Ballister,Ancillaries,Stair Rod,5.1,15.83,18.996,,
AN37297STA,Homepride Runner Stair Rod - Antique (1200 mm),Stairrods,Ballister,Ancillaries,Stair Rod,12.19,23.33,27.996,,
AN64306STA,Jubilee Stair Rod - Black (700 mm),Stairrods,Ballister,Ancillaries,Stair Rod,5.1,15.83,18.996,,
AN16765STA,Jubilee Stair Rod - Ivory (1500 mm),Stairrods,Ballister,Ancillaries,Stair Rod,8.22,19.17,23.004,,
AN25679STA,Homepride Runner Stair Rod - Black (890 mm),Stairrods,Ballister,Ancillaries,Stair Rod,10.11,21.25,25.5,,
AN24033STA,Homepride Runner Stair Rod - Brass (1200 mm),Stairrods,Ballister,Ancillaries,Stair Rod,12.19,23.33,27.996,,
AN37263STA,Homepride Runner Stair Rod - Chrome (700 mm),Stairrods,Ballister,Ancillaries,Stair Rod,8.03,19.58,23.496,,
AN22205STA,Homepride Runner Stair Rod - Pewter (890 mm),Stairrods,Ballister,Ancillaries,Stair Rod,10.11,21.25,25.5,,
AN21587STA,Homepride Runner Stair Rod - Pewter (1500 mm),Stairrods,Ballister,Ancillaries,Stair Rod,14.27,25.0,30.0,,
AN37099STA,Homepride Runner Stair Rod - Bronze (700 mm),Stairrods,Ballister,Ancillaries,Stair Rod,8.03,19.58,23.496,,
AN12499STA,Homepride Runner Stair Rod - Satin Nickel (890 mm),Stairrods,Ballister,Ancillaries,Stair Rod,10.11,21.25,25.5,,
AN36087STA,Homepride Fully Fitted Stair Rod - Brass (1200 mm),Stairrods,Ballister,Ancillaries,Stair Rod,11.56,23.33,27.996,,
AN82516STA,Homepride Runner Stair Rod - Satin Nickel (1500 mm),Stairrods,Ballister,Ancillaries,Stair Rod,14.27,25.0,30.0,,
AN82618STA,Jubilee Stair Rod - Satin (1200 mm),Stairrods,Ballister,Ancillaries,Stair Rod,7.18,18.33,21.996,,
AN17904STA,Homepride Runner Stair Rod - Chrome (1200 mm),Stairrods,Ballister,Ancillaries,Stair Rod,12.19,23.33,27.996,,
AN34864STA,Homepride Runner Stair Rod - Satin Nickel (700 mm),Stairrods,Ballister,Ancillaries,Stair Rod,8.03,19.58,23.496,,
AN83237STA,Homepride Fully Fitted Stair Rod - Bronze (1200 mm),Stairrods,Ballister,Ancillaries,Stair Rod,11.56,23.33,27.996,,
AN31122STA,Homepride Fully Fitted Stair Rod - Satin Nickel (890 mm),Stairrods,Ballister,Ancillaries,Stair Rod,9.47,21.67,26.004,,
AN68013STA,Jubilee Stair Rod - Bronze (700 mm),Stairrods,Ballister,Ancillaries,Stair Rod,5.1,15.83,18.996,,
AN16405STA,Jubilee Stair Rod - Pewter (1200 mm),Stairrods,Ballister,Ancillaries,Stair Rod,7.18,18.33,21.996,,
AN84903STA,Homepride Runner Stair Rod - Ivory (700 mm),Stairrods,Ballister,Ancillaries,Stair Rod,8.03,19.58,23.496,,
AN69315STA,Homepride Fully Fitted Stair Rod - Satin Nickel (700 mm),Stairrods,Ballister,Ancillaries,Stair Rod,7.46,19.17,23.004,,
AN85297STA,Jubilee Stair Rod - Bronze (1200 mm),Stairrods,Ballister,Ancillaries,Stair Rod,7.18,18.33,21.996,,
AN81814FIB,Intec Stain Treatment,Fibre,Fibre,Ancillaries,Maintenance,1.7,3.33,3.996,,
AN82744FLS,White Scotia 16x16mm (2.4m),Flooring Sales,Flooring Sales,Ancillaries,Other,1.61,6.0,7.199999999999999,,
AN48992HAR,Universal LVT Adhesive (1 L),Harvey Maria,Harvey Maria,Ancillaries,Adhesive,9.3,13.29,15.947999999999999,,
AN97835HAR,Universal LVT Adhesive (5 L),Harvey Maria,Harvey Maria,Ancillaries,Adhesive,24.5,35.0,42.0,,
AN10992HAR,Universal LVT Adhesive (2.5 L),Harvey Maria,Harvey Maria,Ancillaries,Adhesive,15.2,21.67,26.004,,
AN55266LAM,Lamett PG MS Adhesive (15kg),Lamett,Lamett,Ancillaries,Adhesive,57.9,162.5,195.0,,
AN93976LAM,ParquetVinyl Master Care,Lamett,Lamett,Ancillaries,Maintenance,9.78,20.83,24.996,,
AN31697LAM,Lamett Universal Maintenance Kit (White Oiled),Lamett,Lamett,Ancillaries,Maintenance,18.22,37.5,45.0,,
AN16094LAM,Lamett Universal Maintenance Kit (Oiled),Lamett,Lamett,Ancillaries,Maintenance,18.22,37.5,45.0,,
AN27249LAM,Lamett Universal Maintenance Kit (Lacquered),Lamett,Lamett,Ancillaries,Maintenance,17.93,37.5,45.0,,
AN73645LAM,Lamett Unfinished 3-in-1 Profile (2.15 M),Lamett,Lamett,Ancillaries,Profile,15.27,40.83,48.995999999999995,,
AN30002LAM,Lamett Matching 3-in-1 Profile (2.15 M),Lamett,Lamett,Ancillaries,Profile,25.82,65.83,78.996,,
AN96306PAR,Parador 3-in-1 Profile (1 M),Parador,Parador,Ancillaries,Profile,8.96,16.66666667,20.000000004,,
AN59136PRL,Profile Nosing (2.70 M),Parallel,Parallel,Ancillaries,Profile,70.0,116.67,140.004,,
AN77717PRL,Furlong Radiator Pipe Covers (Pair),Parallel,Parallel,Ancillaries,Profile,5.5,15.83,18.996,,
AN58287PRL,Furlong Overlapping Nosing (0.99 M),Parallel,Parallel,Ancillaries,Profile,32.03,49.17,59.004,,
AN33991PRL,Furlong Profile Semi-Ramp (0.99 M),Parallel,Parallel,Ancillaries,Profile,13.81,29.17,35.004,,
AN96579PRL,Furlong Profile Ramp (0.99 M),Parallel,Parallel,Ancillaries,Profile,14.59,29.17,35.004,,
AN91336PRL,Furlong Profile Twin (0.99 M),Parallel,Parallel,Ancillaries,Profile,12.7,29.17,35.004,,
AN98876PRL,Furlong Profile L/End (0.99 M),Parallel,Parallel,Ancillaries,Profile,11.37,29.17,35.004,,
AN53395PRL,Furlong Overlapping Nosing (2.0 M),Parallel,Parallel,Ancillaries,Profile,52.85,90.83,108.996,,
AN27584PRL,Furlong Profile Semi-Ramp (3.0 M),Parallel,Parallel,Ancillaries,Profile,41.85,82.5,99.0,,
AN61254PRL,Furlong Profile Ramp (3.0 M),Parallel,Parallel,Ancillaries,Profile,44.21,82.5,99.0,,
AN12468PRL,Profile L/End (0.90 M),Parallel,Parallel,Ancillaries,Profile,20.0,32.5,39.0,,
AN78765PRL,Profile Twin (0.90 M),Parallel,Parallel,Ancillaries,Profile,20.0,32.5,39.0,,
AN35210PRL,Profile Ramp (0.90 M),Parallel,Parallel,Ancillaries,Profile,20.0,32.5,39.0,,
AN91172PRL,Profile Semi-Ramp (0.90 M),Parallel,Parallel,Ancillaries,Profile,20.0,32.5,39.0,,
AN37227PRL,Profile Nosing (0.90),Parallel,Parallel,Ancillaries,Profile,35.0,49.17,59.004,,
AN73026PRL,Radiator Pipe Covers (Pair),Parallel,Parallel,Ancillaries,Profile,10.0,15.83,18.996,,
AN44001PRL,Profile L/End (2.70 M),Parallel,Parallel,Ancillaries,Profile,40.0,87.5,105.0,,
AN15245PRL,Profile Twin (2.70 M),Parallel,Parallel,Ancillaries,Profile,40.0,87.5,105.0,,
AN24419PRL,Profile Ramp (2.70 M),Parallel,Parallel,Ancillaries,Profile,40.0,87.5,105.0,,
AN26998PRL,Furlong Profile Twin (3.0 M),Parallel,Parallel,Ancillaries,Profile,38.5,82.5,99.0,,
AN62395PRL,Furlong Profile L/End (3.0 M),Parallel,Parallel,Ancillaries,Profile,34.45,82.5,99.0,,
AN97277PRL,Profile Semi-Ramp (2.70 M),Parallel,Parallel,Ancillaries,Profile,40.0,87.5,105.0,,
AN29884FBA,F30 Seaming Adhesive (500 ml) [& Dispenser],F Ball,Salesmark West,Ancillaries,Adhesive,13.72,29.17,35.004,,
AN73997FBA,F3 Adhesive (5 L),F Ball,Salesmark West,Ancillaries,Adhesive,21.66,45.833333333333,54.9999999999996,,
AN47780FBA,F41 Tackifier (5 L),F Ball,Salesmark West,Ancillaries,Adhesive,23.55,40.833333333333,48.9999999999996,,
AN28959FBA,F597 Environmentally Friendly Spray Adhesive,F Ball,Salesmark West,Ancillaries,Adhesive,2.45,10.42,12.504,,
AN93334FBA,F46 Pressure Sensitive Adhesive (5 lt),F Ball,Salesmark West,Ancillaries,Adhesive,32.28,54.17,65.004,,
AN44305FBA,F157 Premium Gripper (Short-Pin),F Ball,Salesmark West,Ancillaries,Gripper,0.23,0.83,0.9959999999999999,,
AN67410FBA,StopGap 300 Levelling Compound (20 kg),F Ball,Salesmark West,Ancillaries,Sub floor works,18.43,37.5,45.0,,
AN93595FBA,P131 Primer (5 L),F Ball,Salesmark West,Ancillaries,Sub floor works,30.5,50.0,60.0,,
AN99518FBA,P141 Primer (5 L),F Ball,Salesmark West,Ancillaries,Sub floor works,42.24,58.33,69.996,,
AN93781FBA,StopGap 1200 (2-Part) Levelling Compound (20 kg),F Ball,Salesmark West,Ancillaries,Sub floor works,19.9,37.5,45.0,,
AN52937FBA,StopGap 700 Levelling Compound (20 kg),F Ball,Salesmark West,Ancillaries,Sub floor works,30.02,49.17,59.004,,
AN98279FLO,F538 Woodworking PVA Adhesive (1 L),Floorwise,Salesmark West,Ancillaries,Adhesive,2.25,12.5,15.0,,
AN65346FLO,F167 Diamond Gripper,Floorwise,Salesmark West,Ancillaries,Gripper,0.26,0.83,0.9959999999999999,,
AN62074FLO,F500 Clear Sealant (310 ml),Floorwise,Salesmark West,Ancillaries,Sealant,0.29,12.08,14.495999999999999,,
AN68501FLO,F500 White Sealant (310 ml),Floorwise,Salesmark West,Ancillaries,Sealant,0.29,12.08,14.495999999999999,,
AN94968FLO,Prestige Combi Underlay (11 mm),Floorwise,Salesmark West,Ancillaries,Underlay,3.43,7.9166666666667,9.500000000000039,,
AN86466FLO,Thermaflow Underlay (0.79 TOG / 6.75mm),Floorwise,Salesmark West,Ancillaries,Underlay,5.67,11.25,13.5,,
AN32287FLO,Optima Underlay (Durafit) (1.40 TOG / 8 mm),Floorwise,Salesmark West,Ancillaries,Underlay,5.73,11.25,13.5,,
AN44120FLO,Elegance Underlay (2.68 TOG / 10mm),Floorwise,Salesmark West,Ancillaries,Underlay,3.81,7.92,9.504,,
AN38877FLO,Allure Underlay (2.89 TOG / 11mm),Floorwise,Salesmark West,Ancillaries,Underlay,2.46,7.92,9.504,,
AN38541GEN,SP101 5.5mm Ply (1.22 x 2.44),Generic,Salesmark West,Ancillaries,Sub floor works,24.28,40.83,48.995999999999995,,
AN20683GEN,Coloured Scotia (2.4 M Length),Generic,Salesmark West,Ancillaries,Profile,3.17,6.25,7.5,,
AN20986GRI,FW007 Floorworks Microplast Gripper,Gripperrods,Salesmark West,Ancillaries,Gripper,0.55,2.5,3.0,,
