Part Number,Manufacturer,Description,Range,Colour,Width,Cost per SQM (ex VAT),Sell per SQM (inc VAT),Category,Sub-Category,Notes
CA58968ULS,Ulster,Open Spaces Auckland Mortar (1 M),,,1.0,28.5,55.0,Carpet,Wool,
CA63619ULS,Ulster,Open Spaces Auckland Mortar (2 M),,,2.0,28.5,55.0,Carpet,Wool,
CA97770ULS,Ulster,Open Spaces Auckland Mortar (3 M),,,3.0,28.5,55.0,Carpet,Wool,
CA51897ULS,Ulster,Open Spaces Auckland Mortar (4 M),,,4.0,28.5,55.0,Carpet,Wool,
CA93549ULS,Ulster,Open Spaces Auckland Mortar (5 M),,,5.0,28.5,55.0,Carpet,Wool,
CA29215ULS,Ulster,Open Spaces Auckland Paraffin (1 M),,,1.0,28.5,55.0,Carpet,Wool,
CA13793ULS,Ulster,Open Spaces Auckland Paraffin (2 M),,,2.0,28.5,55.0,Carpet,Wool,
CA90661ULS,Ulster,Open Spaces Auckland Paraffin (3 M),,,3.0,28.5,55.0,Carpet,Wool,
CA40212ULS,Ulster,Open Spaces Auckland Paraffin (4 M),,,4.0,28.5,55.0,Carpet,Wool,
CA84489ULS,Ulster,Open Spaces Auckland Paraffin (5 M),,,5.0,28.5,55.0,Carpet,Wool,
CA60823ULS,Ulster,Open Spaces Auckland Sidewalk (1 M),,,1.0,28.5,55.0,Carpet,Wool,
CA55324ULS,Ulster,Open Spaces Auckland Sidewalk (2 M),,,2.0,28.5,55.0,Carpet,Wool,
CA26662ULS,Ulster,Open Spaces Auckland Sidewalk (3 M),,,3.0,28.5,55.0,Carpet,Wool,
CA94989ULS,Ulster,Open Spaces Auckland Sidewalk (4 M),,,4.0,28.5,55.0,Carpet,Wool,
CA90408ULS,Ulster,Open Spaces Auckland Sidewalk (5 M),,,5.0,28.5,55.0,Carpet,Wool,
CA58978ULS,Ulster,Open Spaces Dubai Alpine (1 M),,,1.0,28.5,55.0,Carpet,Wool,
CA71148ULS,Ulster,Open Spaces Dubai Alpine (2 M),,,2.0,28.5,55.0,Carpet,Wool,
CA97883ULS,Ulster,Open Spaces Dubai Alpine (3 M),,,3.0,28.5,55.0,Carpet,Wool,
CA91665ULS,Ulster,Open Spaces Dubai Alpine (4 M),,,4.0,28.5,55.0,Carpet,Wool,
CA21459ULS,Ulster,Open Spaces Dubai Alpine (5 M),,,5.0,28.5,55.0,Carpet,Wool,
CA35086ULS,Ulster,Open Spaces Dubai Blonde (1 M),,,1.0,28.5,55.0,Carpet,Wool,
CA68082ULS,Ulster,Open Spaces Dubai Blonde (2 M),,,2.0,28.5,55.0,Carpet,Wool,
CA20132ULS,Ulster,Open Spaces Dubai Blonde (3 M),,,3.0,28.5,55.0,Carpet,Wool,
CA38381ULS,Ulster,Open Spaces Dubai Blonde (4 M),,,4.0,28.5,55.0,Carpet,Wool,
CA97517ULS,Ulster,Open Spaces Dubai Blonde (5 M),,,5.0,28.5,55.0,Carpet,Wool,
CA63587ULS,Ulster,Open Spaces Dubai Dapple (1 M),,,1.0,28.5,55.0,Carpet,Wool,
CA51673ULS,Ulster,Open Spaces Dubai Dapple (2 M),,,2.0,28.5,55.0,Carpet,Wool,
CA50493ULS,Ulster,Open Spaces Dubai Dapple (3 M),,,3.0,28.5,55.0,Carpet,Wool,
CA57246ULS,Ulster,Open Spaces Dubai Dapple (4 M),,,4.0,28.5,55.0,Carpet,Wool,
CA64915ULS,Ulster,Open Spaces Dubai Dapple (5 M),,,5.0,28.5,55.0,Carpet,Wool,
CA49873ULS,Ulster,Open Spaces Dubai Demerara (1 M),,,1.0,28.5,55.0,Carpet,Wool,
CA45594ULS,Ulster,Open Spaces Dubai Demerara (2 M),,,2.0,28.5,55.0,Carpet,Wool,
CA76289ULS,Ulster,Open Spaces Dubai Demerara (3 M),,,3.0,28.5,55.0,Carpet,Wool,
CA14353ULS,Ulster,Open Spaces Dubai Demerara (4 M),,,4.0,28.5,55.0,Carpet,Wool,
CA43380ULS,Ulster,Open Spaces Dubai Demerara (5 M),,,5.0,28.5,55.0,Carpet,Wool,
CA24628ULS,Ulster,Open Spaces Dubai Echo (1 M),,,1.0,28.5,55.0,Carpet,Wool,
CA64676ULS,Ulster,Open Spaces Dubai Echo (2 M),,,2.0,28.5,55.0,Carpet,Wool,
CA74596ULS,Ulster,Open Spaces Dubai Echo (3 M),,,3.0,28.5,55.0,Carpet,Wool,
CA15040ULS,Ulster,Open Spaces Dubai Echo (4 M),,,4.0,28.5,55.0,Carpet,Wool,
CA40542ULS,Ulster,Open Spaces Dubai Echo (5 M),,,5.0,28.5,55.0,Carpet,Wool,
CA65702ULS,Ulster,Open Spaces Dubai Glaze (1 M),,,1.0,28.5,55.0,Carpet,Wool,
CA12138ULS,Ulster,Open Spaces Dubai Glaze (2 M),,,2.0,28.5,55.0,Carpet,Wool,
CA53924ULS,Ulster,Open Spaces Dubai Glaze (3 M),,,3.0,28.5,55.0,Carpet,Wool,
CA66871ULS,Ulster,Open Spaces Dubai Glaze (4 M),,,4.0,28.5,55.0,Carpet,Wool,
CA14863ULS,Ulster,Open Spaces Dubai Glaze (5 M),,,5.0,28.5,55.0,Carpet,Wool,
CA29395ULS,Ulster,Open Spaces Dubai Lemongrass (1 M),,,1.0,28.5,55.0,Carpet,Wool,
CA17972ULS,Ulster,Open Spaces Dubai Lemongrass (2 M),,,2.0,28.5,55.0,Carpet,Wool,
CA17821ULS,Ulster,Open Spaces Dubai Lemongrass (3 M),,,3.0,28.5,55.0,Carpet,Wool,
CA59594ULS,Ulster,Open Spaces Dubai Lemongrass (4 M),,,4.0,28.5,55.0,Carpet,Wool,
CA44679ULS,Ulster,Open Spaces Dubai Lemongrass (5 M),,,5.0,28.5,55.0,Carpet,Wool,
CA48596ULS,Ulster,Open Spaces Dubai Limewash (1 M),,,1.0,28.5,55.0,Carpet,Wool,
CA50202ULS,Ulster,Open Spaces Dubai Limewash (2 M),,,2.0,28.5,55.0,Carpet,Wool,
CA40181ULS,Ulster,Open Spaces Dubai Limewash (3 M),,,3.0,28.5,55.0,Carpet,Wool,
CA98355ULS,Ulster,Open Spaces Dubai Limewash (4 M),,,4.0,28.5,55.0,Carpet,Wool,
CA53849ULS,Ulster,Open Spaces Dubai Limewash (5 M),,,5.0,28.5,55.0,Carpet,Wool,
CA40237ULS,Ulster,Open Spaces Dubai Malt (1 M),,,1.0,28.5,55.0,Carpet,Wool,
CA45327ULS,Ulster,Open Spaces Dubai Malt (2 M),,,2.0,28.5,55.0,Carpet,Wool,
CA33716ULS,Ulster,Open Spaces Dubai Malt (3 M),,,3.0,28.5,55.0,Carpet,Wool,
CA68516ULS,Ulster,Open Spaces Dubai Malt (4 M),,,4.0,28.5,55.0,Carpet,Wool,
CA27334ULS,Ulster,Open Spaces Dubai Malt (5 M),,,5.0,28.5,55.0,Carpet,Wool,
CA61606ULS,Ulster,Open Spaces Dubai Pearl (1 M),,,1.0,28.5,55.0,Carpet,Wool,
CA76621ULS,Ulster,Open Spaces Dubai Pearl (2 M),,,2.0,28.5,55.0,Carpet,Wool,
CA92555ULS,Ulster,Open Spaces Dubai Pearl (3 M),,,3.0,28.5,55.0,Carpet,Wool,
CA64321ULS,Ulster,Open Spaces Dubai Pearl (4 M),,,4.0,28.5,55.0,Carpet,Wool,
CA49553ULS,Ulster,Open Spaces Dubai Pearl (5 M),,,5.0,28.5,55.0,Carpet,Wool,
CA67411ULS,Ulster,Open Spaces Dubai Polar (1 M),,,1.0,28.5,55.0,Carpet,Wool,
CA73474ULS,Ulster,Open Spaces Dubai Polar (2 M),,,2.0,28.5,55.0,Carpet,Wool,
CA20590ULS,Ulster,Open Spaces Dubai Polar (3 M),,,3.0,28.5,55.0,Carpet,Wool,
CA61451ULS,Ulster,Open Spaces Dubai Polar (4 M),,,4.0,28.5,55.0,Carpet,Wool,
CA64794ULS,Ulster,Open Spaces Dubai Polar (5 M),,,5.0,28.5,55.0,Carpet,Wool,
CA11409ULS,Ulster,Open Spaces Dubai Snowdrop (1 M),,,1.0,28.5,55.0,Carpet,Wool,
CA35472ULS,Ulster,Open Spaces Dubai Snowdrop (2 M),,,2.0,28.5,55.0,Carpet,Wool,
CA57856ULS,Ulster,Open Spaces Dubai Snowdrop (3 M),,,3.0,28.5,55.0,Carpet,Wool,
CA29423ULS,Ulster,Open Spaces Dubai Snowdrop (4 M),,,4.0,28.5,55.0,Carpet,Wool,
CA49727ULS,Ulster,Open Spaces Dubai Snowdrop (5 M),,,5.0,28.5,55.0,Carpet,Wool,
CA34690ULS,Ulster,Open Spaces Dubai Tor (1 M),,,1.0,28.5,55.0,Carpet,Wool,
CA39212ULS,Ulster,Open Spaces Dubai Tor (2 M),,,2.0,28.5,55.0,Carpet,Wool,
