Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Apollo Comfort Coyote (4 M),CA24662COR-6D6E1,Cormar Carpets,48.28,48.28,93.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Comfort Coyote 4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Comfort Coyote (5 M),CA24662COR-33A87,Cormar Carpets,60.35,60.35,116.66666666666669,Carpet,Carpet,Cormar Carpets Apollo Comfort Coyote  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Comfort Drumlin (4 M),CA24662COR-79E4E,Cormar Carpets,48.28,48.28,93.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Comfort  Drumlin 4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Comfort Drumlin (5 M),CA24662COR-9D6E9,Cormar Carpets,60.35,60.35,116.66666666666669,Carpet,Carpet,Cormar Carpets Apollo Comfort  Drumlin  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Comfort Earl Grey (4 M),CA24662COR-88A7D,Cormar Carpets,48.28,48.28,93.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Comfort  Earl Grey 4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Comfort Earl Grey (5 M),CA24662COR-72084,Cormar Carpets,60.35,60.35,116.66666666666669,Carpet,Carpet,Cormar Carpets Apollo Comfort  Earl Grey  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Comfort Fjord Blue (4 M),CA24662COR-79844,Cormar Carpets,48.28,48.28,93.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Comfort  Fjord Blue 4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Comfort Fjord Blue (5 M),CA24662COR-BF017,Cormar Carpets,60.35,60.35,116.66666666666669,Carpet,Carpet,Cormar Carpets Apollo Comfort  Fjord Blue  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Comfort Magnolia (4 M),CA24662COR-7D88F,Cormar Carpets,48.28,48.28,93.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Comfort  Magnolia 4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Comfort Magnolia (5 M),CA24662COR-73F59,Cormar Carpets,60.35,60.35,116.66666666666669,Carpet,Carpet,Cormar Carpets Apollo Comfort  Magnolia  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Comfort Mortar (4 M),CA24662COR-E987A,Cormar Carpets,48.28,48.28,93.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Comfort  Mortar 4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Comfort Mortar (5 M),CA24662COR-D9454,Cormar Carpets,60.35,60.35,116.66666666666669,Carpet,Carpet,Cormar Carpets Apollo Comfort  Mortar  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Comfort Nightingale (4 M),CA24662COR-E2B24,Cormar Carpets,48.28,48.28,93.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Comfort  Nightingale 4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Comfort Nightingale (5 M),CA24662COR-69E83,Cormar Carpets,60.35,60.35,116.66666666666669,Carpet,Carpet,Cormar Carpets Apollo Comfort  Nightingale  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Comfort Osprey (4 M),CA24662COR-D366B,Cormar Carpets,48.28,48.28,93.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Comfort  Osprey 4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Comfort Osprey (5 M),CA24662COR-C338A,Cormar Carpets,60.35,60.35,116.66666666666669,Carpet,Carpet,Cormar Carpets Apollo Comfort  Osprey  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Comfort Peak Glacier (4 M),CA24662COR-BFAE6,Cormar Carpets,48.28,48.28,93.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Comfort  Peak Glacier 4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Comfort Peak Glacier (5 M),CA24662COR-F27FA,Cormar Carpets,60.35,60.35,116.66666666666669,Carpet,Carpet,Cormar Carpets Apollo Comfort  Peak Glacier  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Comfort Popsicle (4 M),CA24662COR-95842,Cormar Carpets,48.28,48.28,93.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Comfort  Popsicle 4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Comfort Popsicle (5 M),CA24662COR-94FBC,Cormar Carpets,60.35,60.35,116.66666666666669,Carpet,Carpet,Cormar Carpets Apollo Comfort  Popsicle  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Comfort Snipe (4 M),CA24662COR-99DC7,Cormar Carpets,48.28,48.28,93.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Comfort  Snipe 4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Comfort Snipe (5 M),CA24662COR-2CB39,Cormar Carpets,60.35,60.35,116.66666666666669,Carpet,Carpet,Cormar Carpets Apollo Comfort  Snipe  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Comfort Vixen (4 M),CA24662COR-6299F,Cormar Carpets,48.28,48.28,93.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Comfort  Vixen 4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Comfort Vixen (5 M),CA24662COR-674C3,Cormar Carpets,60.35,60.35,116.66666666666669,Carpet,Carpet,Cormar Carpets Apollo Comfort  Vixen  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Aluminium (4 M),CA93623COR-DE6B1,Cormar Carpets,34.48,34.48,66.66666666666667,Carpet,Carpet,Cormar Carpets Apollo Plus Aluminium 4,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Aluminium (5 M),CA93623COR-8D925,Cormar Carpets,43.099999999999994,43.099999999999994,83.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Plus Aluminium  5,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Bumblebee (4 M),CA93623COR-08509,Cormar Carpets,34.48,34.48,66.66666666666667,Carpet,Carpet,Cormar Carpets Apollo Plus  Bumblebee 4,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Bumblebee (5 M),CA93623COR-B9AB8,Cormar Carpets,43.099999999999994,43.099999999999994,83.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Plus  Bumblebee  5,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Caramel (4 M),CA93623COR-FA766,Cormar Carpets,34.48,34.48,66.66666666666667,Carpet,Carpet,Cormar Carpets Apollo Plus  Caramel 4,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Caramel (5 M),CA93623COR-664E0,Cormar Carpets,43.099999999999994,43.099999999999994,83.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Plus  Caramel  5,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Cinder Grey (4 M),CA93623COR-0D2AE,Cormar Carpets,34.48,34.48,66.66666666666667,Carpet,Carpet,Cormar Carpets Apollo Plus  Cinder Grey 4,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Cinder Grey (5 M),CA93623COR-B414C,Cormar Carpets,43.099999999999994,43.099999999999994,83.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Plus  Cinder Grey  5,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus City Smoke (4 M),CA93623COR-DCBFB,Cormar Carpets,34.48,34.48,66.66666666666667,Carpet,Carpet,Cormar Carpets Apollo Plus  City Smoke 4,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus City Smoke (5 M),CA93623COR-0B989,Cormar Carpets,43.099999999999994,43.099999999999994,83.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Plus  City Smoke  5,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Cork Oak (4 M),CA93623COR-20C23,Cormar Carpets,34.48,34.48,66.66666666666667,Carpet,Carpet,Cormar Carpets Apollo Plus  Cork Oak 4,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Cork Oak (5 M),CA93623COR-E3488,Cormar Carpets,43.099999999999994,43.099999999999994,83.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Plus  Cork Oak  5,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Homerton Grey (4 M),CA93623COR-15EB1,Cormar Carpets,34.48,34.48,66.66666666666667,Carpet,Carpet,Cormar Carpets Apollo Plus  Homerton Grey 4,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Homerton Grey (5 M),CA93623COR-67296,Cormar Carpets,43.099999999999994,43.099999999999994,83.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Plus  Homerton Grey  5,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Mahogany (4 M),CA93623COR-B8329,Cormar Carpets,34.48,34.48,66.66666666666667,Carpet,Carpet,Cormar Carpets Apollo Plus  Mahogany 4,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Mahogany (5 M),CA93623COR-B06CF,Cormar Carpets,43.099999999999994,43.099999999999994,83.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Plus  Mahogany  5,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Manhattan Taupe (4 M),CA93623COR-44BED,Cormar Carpets,34.48,34.48,66.66666666666667,Carpet,Carpet,Cormar Carpets Apollo Plus  Manhattan Taupe 4,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Manhattan Taupe (5 M),CA93623COR-0E371,Cormar Carpets,43.099999999999994,43.099999999999994,83.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Plus  Manhattan Taupe  5,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Marine Jade (4 M),CA93623COR-2EAD6,Cormar Carpets,34.48,34.48,66.66666666666667,Carpet,Carpet,Cormar Carpets Apollo Plus  Marine Jade 4,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Marine Jade (5 M),CA93623COR-BC4DF,Cormar Carpets,43.099999999999994,43.099999999999994,83.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Plus  Marine Jade  5,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Meteorite (4 M),CA93623COR-37300,Cormar Carpets,34.48,34.48,66.66666666666667,Carpet,Carpet,Cormar Carpets Apollo Plus  Meteorite 4,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Meteorite (5 M),CA93623COR-2110D,Cormar Carpets,43.099999999999994,43.099999999999994,83.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Plus  Meteorite  5,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Nigella (4 M),CA93623COR-0A485,Cormar Carpets,34.48,34.48,66.66666666666667,Carpet,Carpet,Cormar Carpets Apollo Plus  Nigella 4,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Nigella (5 M),CA93623COR-8599C,Cormar Carpets,43.099999999999994,43.099999999999994,83.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Plus  Nigella  5,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Pebblestone (4 M),CA93623COR-8BD2C,Cormar Carpets,34.48,34.48,66.66666666666667,Carpet,Carpet,Cormar Carpets Apollo Plus  Pebblestone 4,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Pebblestone (5 M),CA93623COR-4A02E,Cormar Carpets,43.099999999999994,43.099999999999994,83.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Plus  Pebblestone  5,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Persian Doll (4 M),CA93623COR-51738,Cormar Carpets,34.48,34.48,66.66666666666667,Carpet,Carpet,Cormar Carpets Apollo Plus  Persian Doll 4,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Persian Doll (5 M),CA93623COR-2209C,Cormar Carpets,43.099999999999994,43.099999999999994,83.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Plus  Persian Doll  5,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Rainstorm (4 M),CA93623COR-A93C4,Cormar Carpets,34.48,34.48,66.66666666666667,Carpet,Carpet,Cormar Carpets Apollo Plus  Rainstorm 4,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Rainstorm (5 M),CA93623COR-A5597,Cormar Carpets,43.099999999999994,43.099999999999994,83.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Plus  Rainstorm  5,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Scarlet (4 M),CA93623COR-B44F4,Cormar Carpets,34.48,34.48,66.66666666666667,Carpet,Carpet,Cormar Carpets Apollo Plus  Scarlet 4,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Scarlet (5 M),CA93623COR-38899,Cormar Carpets,43.099999999999994,43.099999999999994,83.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Plus  Scarlet  5,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Sea Breeze (4 M),CA93623COR-FAF67,Cormar Carpets,34.48,34.48,66.66666666666667,Carpet,Carpet,Cormar Carpets Apollo Plus  Sea Breeze 4,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Sea Breeze (5 M),CA93623COR-9AFBB,Cormar Carpets,43.099999999999994,43.099999999999994,83.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Plus  Sea Breeze  5,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Shortbread (4 M),CA93623COR-6DE46,Cormar Carpets,34.48,34.48,66.66666666666667,Carpet,Carpet,Cormar Carpets Apollo Plus  Shortbread 4,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Shortbread (5 M),CA93623COR-A89C0,Cormar Carpets,43.099999999999994,43.099999999999994,83.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Plus  Shortbread  5,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Smokestack (4 M),CA93623COR-F9973,Cormar Carpets,34.48,34.48,66.66666666666667,Carpet,Carpet,Cormar Carpets Apollo Plus  Smokestack 4,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Smokestack (5 M),CA93623COR-0BF99,Cormar Carpets,43.099999999999994,43.099999999999994,83.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Plus  Smokestack  5,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Stepping Stone (4 M),CA93623COR-973A5,Cormar Carpets,34.48,34.48,66.66666666666667,Carpet,Carpet,Cormar Carpets Apollo Plus  Stepping Stone 4,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Stepping Stone (5 M),CA93623COR-CC68B,Cormar Carpets,43.099999999999994,43.099999999999994,83.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Plus  Stepping Stone  5,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Thunder Cloud (4 M),CA93623COR-E5E56,Cormar Carpets,34.48,34.48,66.66666666666667,Carpet,Carpet,Cormar Carpets Apollo Plus  Thunder Cloud 4,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Thunder Cloud (5 M),CA93623COR-2E93C,Cormar Carpets,43.099999999999994,43.099999999999994,83.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Plus  Thunder Cloud  5,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Tornado Blue (4 M),CA93623COR-3B047,Cormar Carpets,34.48,34.48,66.66666666666667,Carpet,Carpet,Cormar Carpets Apollo Plus  Tornado Blue 4,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Apollo Plus Tornado Blue (5 M),CA93623COR-0D5D3,Cormar Carpets,43.099999999999994,43.099999999999994,83.33333333333334,Carpet,Carpet,Cormar Carpets Apollo Plus  Tornado Blue  5,Price per SQM: £20.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Fairisle Boardwalk (4 M),CA90901COR-8BD62,Cormar Carpets,82.4,82.4,146.66666666666666,Carpet,Carpet,Cormar Carpets Fairisle Boardwalk 4,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Fairisle Boardwalk (5 M),CA90901COR-19662,Cormar Carpets,103.0,103.0,183.33333333333331,Carpet,Carpet,Cormar Carpets Fairisle Boardwalk  5,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Fairisle Cape Fog (4 M),CA90901COR-6466E,Cormar Carpets,82.4,82.4,146.66666666666666,Carpet,Carpet,Cormar Carpets Fairisle  Cape Fog 4,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Fairisle Cape Fog (5 M),CA90901COR-4058D,Cormar Carpets,103.0,103.0,183.33333333333331,Carpet,Carpet,Cormar Carpets Fairisle  Cape Fog  5,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Fairisle Cinnamon (4 M),CA90901COR-8F5FB,Cormar Carpets,82.4,82.4,146.66666666666666,Carpet,Carpet,Cormar Carpets Fairisle  Cinnamon 4,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Fairisle Cinnamon (5 M),CA90901COR-ED5A1,Cormar Carpets,103.0,103.0,183.33333333333331,Carpet,Carpet,Cormar Carpets Fairisle  Cinnamon  5,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Fairisle Fleece (4 M),CA90901COR-16930,Cormar Carpets,82.4,82.4,146.66666666666666,Carpet,Carpet,Cormar Carpets Fairisle  Fleece 4,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Fairisle Fleece (5 M),CA90901COR-ADFD4,Cormar Carpets,103.0,103.0,183.33333333333331,Carpet,Carpet,Cormar Carpets Fairisle  Fleece  5,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Fairisle Kirkstone (4 M),CA90901COR-7E56F,Cormar Carpets,82.4,82.4,146.66666666666666,Carpet,Carpet,Cormar Carpets Fairisle  Kirkstone 4,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Fairisle Kirkstone (5 M),CA90901COR-6D1A4,Cormar Carpets,103.0,103.0,183.33333333333331,Carpet,Carpet,Cormar Carpets Fairisle  Kirkstone  5,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Fairisle Mace (4 M),CA90901COR-687DC,Cormar Carpets,82.4,82.4,146.66666666666666,Carpet,Carpet,Cormar Carpets Fairisle  Mace 4,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Fairisle Mace (5 M),CA90901COR-F4ABA,Cormar Carpets,103.0,103.0,183.33333333333331,Carpet,Carpet,Cormar Carpets Fairisle  Mace  5,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Fairisle Oatflake (4 M),CA90901COR-25A7B,Cormar Carpets,82.4,82.4,146.66666666666666,Carpet,Carpet,Cormar Carpets Fairisle  Oatflake 4,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Fairisle Oatflake (5 M),CA90901COR-F806E,Cormar Carpets,103.0,103.0,183.33333333333331,Carpet,Carpet,Cormar Carpets Fairisle  Oatflake  5,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Fairisle Ridge Mist (4 M),CA90901COR-3585C,Cormar Carpets,82.4,82.4,146.66666666666666,Carpet,Carpet,Cormar Carpets Fairisle  Ridge Mist 4,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Fairisle Ridge Mist (5 M),CA90901COR-29E70,Cormar Carpets,103.0,103.0,183.33333333333331,Carpet,Carpet,Cormar Carpets Fairisle  Ridge Mist  5,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Fairisle Shingle (4 M),CA90901COR-90C59,Cormar Carpets,82.4,82.4,146.66666666666666,Carpet,Carpet,Cormar Carpets Fairisle  Shingle 4,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Fairisle Shingle (5 M),CA90901COR-D845D,Cormar Carpets,103.0,103.0,183.33333333333331,Carpet,Carpet,Cormar Carpets Fairisle  Shingle  5,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Fairisle Wholegrain (4 M),CA90901COR-DECC9,Cormar Carpets,82.4,82.4,146.66666666666666,Carpet,Carpet,Cormar Carpets Fairisle  Wholegrain 4,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Fairisle Wholegrain (5 M),CA90901COR-0E88C,Cormar Carpets,103.0,103.0,183.33333333333331,Carpet,Carpet,Cormar Carpets Fairisle  Wholegrain  5,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Hampstead Deluxe Claret (4 M),CA27491COR-FC028,Cormar Carpets,78.0,78.0,146.66666666666666,Carpet,Carpet,Cormar Carpets Hampstead Deluxe Claret 4,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Hampstead Deluxe Claret (5 M),CA27491COR-99FC5,Cormar Carpets,97.5,97.5,183.33333333333331,Carpet,Carpet,Cormar Carpets Hampstead Deluxe Claret  5,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Hampstead Deluxe Cygnet (4 M),CA27491COR-D8D5F,Cormar Carpets,78.0,78.0,146.66666666666666,Carpet,Carpet,Cormar Carpets Hampstead Deluxe  Cygnet 4,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Hampstead Deluxe Cygnet (5 M),CA27491COR-C9CA9,Cormar Carpets,97.5,97.5,183.33333333333331,Carpet,Carpet,Cormar Carpets Hampstead Deluxe  Cygnet  5,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Hampstead Deluxe Dormouse (4 M),CA27491COR-66144,Cormar Carpets,78.0,78.0,146.66666666666666,Carpet,Carpet,Cormar Carpets Hampstead Deluxe  Dormouse 4,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Hampstead Deluxe Dormouse (5 M),CA27491COR-FECB7,Cormar Carpets,97.5,97.5,183.33333333333331,Carpet,Carpet,Cormar Carpets Hampstead Deluxe  Dormouse  5,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Hampstead Deluxe Florin (4 M),CA27491COR-0193A,Cormar Carpets,78.0,78.0,146.66666666666666,Carpet,Carpet,Cormar Carpets Hampstead Deluxe  Florin 4,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Hampstead Deluxe Florin (5 M),CA27491COR-3E3A9,Cormar Carpets,97.5,97.5,183.33333333333331,Carpet,Carpet,Cormar Carpets Hampstead Deluxe  Florin  5,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Hampstead Deluxe Fossil (4 M),CA27491COR-5523E,Cormar Carpets,78.0,78.0,146.66666666666666,Carpet,Carpet,Cormar Carpets Hampstead Deluxe  Fossil 4,"Price per SQM: £44.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
