Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Loft Life Grand 170 Salmon (4 M),CA99156LAN-54763,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Grand  170 Salmon 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Grand 170 Salmon (5 M),CA99156LAN-DA992,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Grand  170 Salmon  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Grand 180 Rum (4 M),CA99156LAN-7E137,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Grand  180 Rum 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Grand 180 Rum (5 M),CA99156LAN-418ED,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Grand  180 Rum  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Grand 260 Camel (4 M),CA99156LAN-D1F73,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Grand  260 Camel 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Grand 260 Camel (5 M),CA99156LAN-45F21,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Grand  260 Camel  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Grand 410 Leather (4 M),CA99156LAN-818EC,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Grand  410 Leather 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Grand 410 Leather (5 M),CA99156LAN-1A972,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Grand  410 Leather  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Grand 430 Bamboo Mat (4 M),CA99156LAN-ABF4C,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Grand  430 Bamboo Mat 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Grand 430 Bamboo Mat (5 M),CA99156LAN-D2453,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Grand  430 Bamboo Mat  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Grand 440 Ivory (4 M),CA99156LAN-E5F77,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Grand  440 Ivory 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Grand 440 Ivory (5 M),CA99156LAN-DE98F,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Grand  440 Ivory  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Grand 780 Steel (4 M),CA99156LAN-3EF93,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Grand  780 Steel 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Grand 780 Steel (5 M),CA99156LAN-50F86,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Grand  780 Steel  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Grand 810 Charcoal (4 M),CA99156LAN-42298,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Grand  810 Charcoal 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Grand 810 Charcoal (5 M),CA99156LAN-53755,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Grand  810 Charcoal  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Grand 840 Moonshine (4 M),CA99156LAN-1F1AC,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Grand  840 Moonshine 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Grand 840 Moonshine (5 M),CA99156LAN-933EF,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Grand  840 Moonshine  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Grand 870 Silver (4 M),CA99156LAN-B3CBA,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Grand  870 Silver 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Grand 870 Silver (5 M),CA99156LAN-6E92C,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Grand  870 Silver  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Grand 880 Pearl (4 M),CA99156LAN-A05D4,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Grand  880 Pearl 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Grand 880 Pearl (5 M),CA99156LAN-07135,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Grand  880 Pearl  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Pure 080 Purple (4 M),CA98486LAN-E948C,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Pure 080 Purple 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Pure 080 Purple (5 M),CA98486LAN-4FAFC,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Pure 080 Purple  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Pure 170 Salmon (4 M),CA98486LAN-54763,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Pure  170 Salmon 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Pure 170 Salmon (5 M),CA98486LAN-DA992,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Pure  170 Salmon  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Pure 180 Rum (4 M),CA98486LAN-7E137,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Pure  180 Rum 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Pure 180 Rum (5 M),CA98486LAN-418ED,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Pure  180 Rum  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Pure 260 Camel (4 M),CA98486LAN-D1F73,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Pure  260 Camel 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Pure 260 Camel (5 M),CA98486LAN-45F21,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Pure  260 Camel  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Pure 410 Leather (4 M),CA98486LAN-818EC,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Pure  410 Leather 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Pure 410 Leather (5 M),CA98486LAN-1A972,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Pure  410 Leather  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Pure 430 Bamboo Mat (4 M),CA98486LAN-ABF4C,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Pure  430 Bamboo Mat 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Pure 430 Bamboo Mat (5 M),CA98486LAN-D2453,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Pure  430 Bamboo Mat  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Pure 440 Ivory (4 M),CA98486LAN-E5F77,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Pure  440 Ivory 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Pure 440 Ivory (5 M),CA98486LAN-DE98F,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Pure  440 Ivory  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Pure 780 Steel (4 M),CA98486LAN-3EF93,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Pure  780 Steel 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Pure 780 Steel (5 M),CA98486LAN-50F86,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Pure  780 Steel  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Pure 810 Charcoal (4 M),CA98486LAN-42298,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Pure  810 Charcoal 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Pure 810 Charcoal (5 M),CA98486LAN-53755,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Pure  810 Charcoal  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Pure 840 Moonshine (4 M),CA98486LAN-1F1AC,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Pure  840 Moonshine 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Pure 840 Moonshine (5 M),CA98486LAN-933EF,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Pure  840 Moonshine  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Pure 870 Silver (4 M),CA98486LAN-B3CBA,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Pure  870 Silver 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Pure 870 Silver (5 M),CA98486LAN-6E92C,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Pure  870 Silver  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Pure 880 Pearl (4 M),CA98486LAN-A05D4,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Pure  880 Pearl 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Pure 880 Pearl (5 M),CA98486LAN-07135,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Pure  880 Pearl  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Sweet 080 Purple (4 M),CA68188LAN-E948C,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Sweet 080 Purple 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Sweet 080 Purple (5 M),CA68188LAN-4FAFC,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Sweet 080 Purple  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Sweet 170 Salmon (4 M),CA68188LAN-54763,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Sweet  170 Salmon 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Sweet 170 Salmon (5 M),CA68188LAN-DA992,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Sweet  170 Salmon  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Sweet 180 Rum (4 M),CA68188LAN-7E137,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Sweet  180 Rum 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Sweet 180 Rum (5 M),CA68188LAN-418ED,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Sweet  180 Rum  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Sweet 260 Camel (4 M),CA68188LAN-D1F73,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Sweet  260 Camel 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Sweet 260 Camel (5 M),CA68188LAN-45F21,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Sweet  260 Camel  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Sweet 410 Leather (4 M),CA68188LAN-818EC,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Sweet  410 Leather 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Sweet 410 Leather (5 M),CA68188LAN-1A972,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Sweet  410 Leather  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Sweet 430 Bamboo Mat (4 M),CA68188LAN-ABF4C,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Sweet  430 Bamboo Mat 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Sweet 430 Bamboo Mat (5 M),CA68188LAN-D2453,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Sweet  430 Bamboo Mat  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Sweet 440 Ivory (4 M),CA68188LAN-E5F77,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Sweet  440 Ivory 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Sweet 440 Ivory (5 M),CA68188LAN-DE98F,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Sweet  440 Ivory  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Sweet 780 Steel (4 M),CA68188LAN-3EF93,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Sweet  780 Steel 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Sweet 780 Steel (5 M),CA68188LAN-50F86,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Sweet  780 Steel  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Sweet 810 Charcoal (4 M),CA68188LAN-42298,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Sweet  810 Charcoal 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Sweet 810 Charcoal (5 M),CA68188LAN-53755,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Sweet  810 Charcoal  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Sweet 840 Moonshine (4 M),CA68188LAN-1F1AC,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Sweet  840 Moonshine 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Sweet 840 Moonshine (5 M),CA68188LAN-933EF,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Sweet  840 Moonshine  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Sweet 870 Silver (4 M),CA68188LAN-B3CBA,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Sweet  870 Silver 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Sweet 870 Silver (5 M),CA68188LAN-6E92C,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Sweet  870 Silver  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Sweet 880 Pearl (4 M),CA68188LAN-A05D4,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Loft Life Sweet  880 Pearl 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Loft Life Sweet 880 Pearl (5 M),CA68188LAN-07135,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Loft Life Sweet  880 Pearl  5,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Patina 080 Purple (4 M),CA56852LAN-E948C,Lano,104.0,104.0,150.0,Carpet,Carpet,Lano Patina 080 Purple 4,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Patina 080 Purple (5 M),CA56852LAN-4FAFC,Lano,130.0,130.0,187.5,Carpet,Carpet,Lano Patina 080 Purple  5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Patina 240 Cream (4 M),CA56852LAN-090BE,Lano,104.0,104.0,150.0,Carpet,Carpet,Lano Patina  240 Cream 4,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Patina 240 Cream (5 M),CA56852LAN-97A85,Lano,130.0,130.0,187.5,Carpet,Carpet,Lano Patina  240 Cream  5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Patina 330 Apricot (4 M),CA56852LAN-CB52C,Lano,104.0,104.0,150.0,Carpet,Carpet,Lano Patina  330 Apricot 4,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Patina 330 Apricot (5 M),CA56852LAN-D4ABA,Lano,130.0,130.0,187.5,Carpet,Carpet,Lano Patina  330 Apricot  5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Patina 370 Gold Leaf (4 M),CA56852LAN-A908C,Lano,104.0,104.0,150.0,Carpet,Carpet,Lano Patina  370 Gold Leaf 4,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Patina 370 Gold Leaf (5 M),CA56852LAN-78E5F,Lano,130.0,130.0,187.5,Carpet,Carpet,Lano Patina  370 Gold Leaf  5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Patina 420 Cornstalk (4 M),CA56852LAN-B445D,Lano,104.0,104.0,150.0,Carpet,Carpet,Lano Patina  420 Cornstalk 4,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Patina 420 Cornstalk (5 M),CA56852LAN-FBBD3,Lano,130.0,130.0,187.5,Carpet,Carpet,Lano Patina  420 Cornstalk  5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Patina 430 Bamboo Mat (4 M),CA56852LAN-ABF4C,Lano,104.0,104.0,150.0,Carpet,Carpet,Lano Patina  430 Bamboo Mat 4,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Patina 430 Bamboo Mat (5 M),CA56852LAN-D2453,Lano,130.0,130.0,187.5,Carpet,Carpet,Lano Patina  430 Bamboo Mat  5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Patina 440 Ivory (4 M),CA56852LAN-E5F77,Lano,104.0,104.0,150.0,Carpet,Carpet,Lano Patina  440 Ivory 4,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Patina 440 Ivory (5 M),CA56852LAN-DE98F,Lano,130.0,130.0,187.5,Carpet,Carpet,Lano Patina  440 Ivory  5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Patina 590 Moss (4 M),CA56852LAN-5AE2E,Lano,104.0,104.0,150.0,Carpet,Carpet,Lano Patina  590 Moss 4,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Patina 590 Moss (5 M),CA56852LAN-61F74,Lano,130.0,130.0,187.5,Carpet,Carpet,Lano Patina  590 Moss  5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Patina 750 Sky (4 M),CA56852LAN-C344E,Lano,104.0,104.0,150.0,Carpet,Carpet,Lano Patina  750 Sky 4,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Patina 750 Sky (5 M),CA56852LAN-1249A,Lano,130.0,130.0,187.5,Carpet,Carpet,Lano Patina  750 Sky  5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Patina 780 Steel (4 M),CA56852LAN-3EF93,Lano,104.0,104.0,150.0,Carpet,Carpet,Lano Patina  780 Steel 4,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Patina 780 Steel (5 M),CA56852LAN-50F86,Lano,130.0,130.0,187.5,Carpet,Carpet,Lano Patina  780 Steel  5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Patina 810 Charcoal (4 M),CA56852LAN-42298,Lano,104.0,104.0,150.0,Carpet,Carpet,Lano Patina  810 Charcoal 4,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Patina 810 Charcoal (5 M),CA56852LAN-53755,Lano,130.0,130.0,187.5,Carpet,Carpet,Lano Patina  810 Charcoal  5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Patina 830 Ash (4 M),CA56852LAN-DCBFF,Lano,104.0,104.0,150.0,Carpet,Carpet,Lano Patina  830 Ash 4,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Patina 830 Ash (5 M),CA56852LAN-AA93C,Lano,130.0,130.0,187.5,Carpet,Carpet,Lano Patina  830 Ash  5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Patina 850 Moonbeam (4 M),CA56852LAN-3E602,Lano,104.0,104.0,150.0,Carpet,Carpet,Lano Patina  850 Moonbeam 4,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Patina 850 Moonbeam (5 M),CA56852LAN-13DF5,Lano,130.0,130.0,187.5,Carpet,Carpet,Lano Patina  850 Moonbeam  5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Patina 860 Granite (4 M),CA56852LAN-22625,Lano,104.0,104.0,150.0,Carpet,Carpet,Lano Patina  860 Granite 4,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Patina 860 Granite (5 M),CA56852LAN-640A2,Lano,130.0,130.0,187.5,Carpet,Carpet,Lano Patina  860 Granite  5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Pleasure 141 Old Rose 1 (4 M),CA28373LAN-3D175,Lano,156.0,156.0,223.33333333333331,Carpet,Carpet,Lano Pleasure 141 Old Rose 1 4,"Price per SQM: £67.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Pleasure 141 Old Rose 1 (5 M),CA28373LAN-CE61C,Lano,195.0,195.0,279.16666666666663,Carpet,Carpet,Lano Pleasure 141 Old Rose 1  5,"Price per SQM: £67.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Pleasure 151 Sahara 1 (4 M),CA28373LAN-1B78E,Lano,156.0,156.0,223.33333333333331,Carpet,Carpet,Lano Pleasure  151 Sahara 1 4,"Price per SQM: £67.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Pleasure 151 Sahara 1 (5 M),CA28373LAN-1F683,Lano,195.0,195.0,279.16666666666663,Carpet,Carpet,Lano Pleasure  151 Sahara 1  5,"Price per SQM: £67.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Pleasure 181 Rum 1 (4 M),CA28373LAN-773E3,Lano,156.0,156.0,223.33333333333331,Carpet,Carpet,Lano Pleasure  181 Rum 1 4,"Price per SQM: £67.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Pleasure 181 Rum 1 (5 M),CA28373LAN-CC610,Lano,195.0,195.0,279.16666666666663,Carpet,Carpet,Lano Pleasure  181 Rum 1  5,"Price per SQM: £67.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Pleasure 220 Acorn (4 M),CA28373LAN-303F5,Lano,156.0,156.0,223.33333333333331,Carpet,Carpet,Lano Pleasure  220 Acorn 4,"Price per SQM: £67.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Pleasure 220 Acorn (5 M),CA28373LAN-5FE1B,Lano,195.0,195.0,279.16666666666663,Carpet,Carpet,Lano Pleasure  220 Acorn  5,"Price per SQM: £67.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Pleasure 240 Cream (4 M),CA28373LAN-090BE,Lano,156.0,156.0,223.33333333333331,Carpet,Carpet,Lano Pleasure  240 Cream 4,"Price per SQM: £67.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
