Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Silken Velvet - Chic Smoulder (5 M),CA15599WES-3C911,Westex,262.35,262.35,370.83333333333337,Carpet,Carpet,Westex Silken Velvet - Chic  Smoulder  5,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Stormy Sky (1 M),CA15599WES-9E691,Westex,52.47,52.47,74.16666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Stormy Sky 1,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Stormy Sky (3.66 M),CA15599WES-4ED50,Westex,192.0402,192.0402,271.45000000000005,Carpet,Carpet,Westex Silken Velvet - Chic  Stormy Sky  3.66,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Stormy Sky (4 M),CA15599WES-61403,Westex,209.88,209.88,296.6666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Stormy Sky  4,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Stormy Sky (4.57 M),CA15599WES-F4829,Westex,239.7879,239.7879,338.9416666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Stormy Sky  4.57,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Stormy Sky (5 M),CA15599WES-81FC0,Westex,262.35,262.35,370.83333333333337,Carpet,Carpet,Westex Silken Velvet - Chic  Stormy Sky  5,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Tabby Grey (1 M),CA15599WES-17404,Westex,52.47,52.47,74.16666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Tabby Grey 1,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Tabby Grey (3.66 M),CA15599WES-495F3,Westex,192.0402,192.0402,271.45000000000005,Carpet,Carpet,Westex Silken Velvet - Chic  Tabby Grey  3.66,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Tabby Grey (4 M),CA15599WES-E6C73,Westex,209.88,209.88,296.6666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Tabby Grey  4,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Tabby Grey (4.57 M),CA15599WES-2BE85,Westex,239.7879,239.7879,338.9416666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Tabby Grey  4.57,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Tabby Grey (5 M),CA15599WES-38A6E,Westex,262.35,262.35,370.83333333333337,Carpet,Carpet,Westex Silken Velvet - Chic  Tabby Grey  5,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Turtle Dove (1 M),CA15599WES-7CE74,Westex,52.47,52.47,74.16666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Turtle Dove 1,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Turtle Dove (3.66 M),CA15599WES-2D229,Westex,192.0402,192.0402,271.45000000000005,Carpet,Carpet,Westex Silken Velvet - Chic  Turtle Dove  3.66,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Turtle Dove (4 M),CA15599WES-0542B,Westex,209.88,209.88,296.6666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Turtle Dove  4,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Turtle Dove (4.57 M),CA15599WES-E3840,Westex,239.7879,239.7879,338.9416666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Turtle Dove  4.57,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Turtle Dove (5 M),CA15599WES-28E6B,Westex,262.35,262.35,370.83333333333337,Carpet,Carpet,Westex Silken Velvet - Chic  Turtle Dove  5,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Urban (1 M),CA15599WES-44B47,Westex,52.47,52.47,74.16666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Urban 1,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Urban (3.66 M),CA15599WES-133DD,Westex,192.0402,192.0402,271.45000000000005,Carpet,Carpet,Westex Silken Velvet - Chic  Urban  3.66,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Urban (4 M),CA15599WES-6FE60,Westex,209.88,209.88,296.6666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Urban  4,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Urban (4.57 M),CA15599WES-07912,Westex,239.7879,239.7879,338.9416666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Urban  4.57,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Urban (5 M),CA15599WES-1DA27,Westex,262.35,262.35,370.83333333333337,Carpet,Carpet,Westex Silken Velvet - Chic  Urban  5,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Warm Stone (1 M),CA15599WES-9E9E3,Westex,52.47,52.47,74.16666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Warm Stone 1,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Warm Stone (3.66 M),CA15599WES-BA09C,Westex,192.0402,192.0402,271.45000000000005,Carpet,Carpet,Westex Silken Velvet - Chic  Warm Stone  3.66,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Warm Stone (4 M),CA15599WES-30FC2,Westex,209.88,209.88,296.6666666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Warm Stone  4,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Warm Stone (4.57 M),CA15599WES-A7CC1,Westex,239.7879,239.7879,338.9416666666667,Carpet,Carpet,Westex Silken Velvet - Chic  Warm Stone  4.57,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Silken Velvet - Chic Warm Stone (5 M),CA15599WES-48E69,Westex,262.35,262.35,370.83333333333337,Carpet,Carpet,Westex Silken Velvet - Chic  Warm Stone  5,Price per SQM: £89.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
