Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Durham Twist Elements 40 Honister Slate (4 M),CA64104HUG-0ECDA,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Honister Slate 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Honister Slate (5 M),CA64104HUG-E2CBF,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Honister Slate  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Koala (4 M),CA64104HUG-0ECBF,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Koala 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Koala (5 M),CA64104HUG-1AB62,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Koala  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Mercury (4 M),CA64104HUG-4D6B8,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Mercury 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Mercury (5 M),CA64104HUG-65250,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Mercury  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Moonshine (4 M),CA64104HUG-6C77A,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Moonshine 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Moonshine (5 M),CA64104HUG-46064,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Moonshine  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Mother Of Pearl (4 M),CA64104HUG-D42FD,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Mother Of Pearl 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Mother Of Pearl (5 M),CA64104HUG-F2D41,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Mother Of Pearl  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Nickle (4 M),CA64104HUG-7B57B,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Nickle 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Nickle (5 M),CA64104HUG-C2A16,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Nickle  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Pencil Point (4 M),CA64104HUG-F187F,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Pencil Point 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Pencil Point (5 M),CA64104HUG-8A7E9,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Pencil Point  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Silver Satin (4 M),CA64104HUG-FB5C0,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Silver Satin 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Silver Satin (5 M),CA64104HUG-BB977,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Silver Satin  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Sixpenny Bit (4 M),CA64104HUG-D5175,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Sixpenny Bit 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Sixpenny Bit (5 M),CA64104HUG-8FDC5,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Sixpenny Bit  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Weathered Birch (4 M),CA64104HUG-9DBE1,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Weathered Birch 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Weathered Birch (5 M),CA64104HUG-A0594,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Weathered Birch  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Winter Mist (4 M),CA64104HUG-112A6,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Winter Mist 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Winter Mist (5 M),CA64104HUG-E6574,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Winter Mist  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Wishbone (4 M),CA64104HUG-06F91,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Wishbone 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 40 Wishbone (5 M),CA64104HUG-F10FA,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Elements 40  Wishbone  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Ash Blonde (4 M),CA34946HUG-E6486,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50 Ash Blonde 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Ash Blonde (5 M),CA34946HUG-6F162,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50 Ash Blonde  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Beluga (4 M),CA34946HUG-37F0B,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Beluga 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Beluga (5 M),CA34946HUG-4F9A5,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Beluga  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Creamy Grey (4 M),CA34946HUG-00FCA,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Creamy Grey 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Creamy Grey (5 M),CA34946HUG-DB260,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Creamy Grey  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Glacial Storm (4 M),CA34946HUG-A5B58,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Glacial Storm 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Glacial Storm (5 M),CA34946HUG-80B37,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Glacial Storm  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Honister Slate (4 M),CA34946HUG-0ECDA,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Honister Slate 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Honister Slate (5 M),CA34946HUG-E2CBF,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Honister Slate  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Koala (4 M),CA34946HUG-0ECBF,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Koala 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Koala (5 M),CA34946HUG-1AB62,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Koala  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Mercury (4 M),CA34946HUG-4D6B8,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Mercury 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Mercury (5 M),CA34946HUG-65250,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Mercury  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Moonshine (4 M),CA34946HUG-6C77A,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Moonshine 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Moonshine (5 M),CA34946HUG-46064,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Moonshine  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Mother Of Pearl (4 M),CA34946HUG-D42FD,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Mother Of Pearl 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Mother Of Pearl (5 M),CA34946HUG-F2D41,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Mother Of Pearl  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Nickle (4 M),CA34946HUG-7B57B,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Nickle 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Nickle (5 M),CA34946HUG-C2A16,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Nickle  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Pencil Point (4 M),CA34946HUG-F187F,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Pencil Point 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Pencil Point (5 M),CA34946HUG-8A7E9,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Pencil Point  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Silver Satin (4 M),CA34946HUG-FB5C0,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Silver Satin 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Silver Satin (5 M),CA34946HUG-BB977,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Silver Satin  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Sixpenny Bit (4 M),CA34946HUG-D5175,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Sixpenny Bit 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Sixpenny Bit (5 M),CA34946HUG-8FDC5,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Sixpenny Bit  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Weathered Birch (4 M),CA34946HUG-9DBE1,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Weathered Birch 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Weathered Birch (5 M),CA34946HUG-A0594,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Weathered Birch  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Winter Mist (4 M),CA34946HUG-112A6,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Winter Mist 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Winter Mist (5 M),CA34946HUG-E6574,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Winter Mist  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Wishbone (4 M),CA34946HUG-06F91,Hugh Mackay,85.12,85.12,153.33333333333334,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Wishbone 4,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Elements 50 Wishbone (5 M),CA34946HUG-F10FA,Hugh Mackay,106.4,106.4,191.66666666666669,Carpet,Carpet,Hugh Mackay Durham Twist Elements 50  Wishbone  5,"Price per SQM: £46.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Dover White (4 M),CA13165HUG-CA9D0,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40 Dover White 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Dover White (5 M),CA13165HUG-2FAE5,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40 Dover White  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Ermine Stone (4 M),CA13165HUG-FAC1F,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Ermine Stone 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Ermine Stone (5 M),CA13165HUG-39449,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Ermine Stone  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Hessian (4 M),CA13165HUG-CA918,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Hessian 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Hessian (5 M),CA13165HUG-3AD55,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Hessian  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Manuka Honey (4 M),CA13165HUG-82A8A,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Manuka Honey 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Manuka Honey (5 M),CA13165HUG-63A59,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Manuka Honey  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Mocha (4 M),CA13165HUG-B45AC,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Mocha 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Mocha (5 M),CA13165HUG-AEB67,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Mocha  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Oatmeal (4 M),CA13165HUG-AE54C,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Oatmeal 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Oatmeal (5 M),CA13165HUG-994A2,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Oatmeal  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Pale Oak (4 M),CA13165HUG-269CC,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Pale Oak 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Pale Oak (5 M),CA13165HUG-A0ED8,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Pale Oak  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Papaya (4 M),CA13165HUG-FADBA,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Papaya 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Papaya (5 M),CA13165HUG-02729,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Papaya  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Porridge (4 M),CA13165HUG-71604,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Porridge 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Porridge (5 M),CA13165HUG-FBE39,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Porridge  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Raffia Cream (4 M),CA13165HUG-FB7D7,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Raffia Cream 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Raffia Cream (5 M),CA13165HUG-BF4FC,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Raffia Cream  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Spawood (4 M),CA13165HUG-BE9BB,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Spawood 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Spawood (5 M),CA13165HUG-5B1F8,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Spawood  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Sapwood (4 M),CA13165HUG-D1C51,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Sapwood 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Sapwood (5 M),CA13165HUG-DDFB8,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Sapwood  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Spring Wheat (4 M),CA13165HUG-779BE,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Spring Wheat 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Spring Wheat (5 M),CA13165HUG-EB139,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Spring Wheat  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Tranquil Taupe (4 M),CA13165HUG-8C128,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Tranquil Taupe 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Tranquil Taupe (5 M),CA13165HUG-FA96E,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Tranquil Taupe  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Twine (4 M),CA13165HUG-81A57,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Twine 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Twine (5 M),CA13165HUG-5C9EB,Hugh Mackay,92.89999999999999,92.89999999999999,175.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Twine  5,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
Durham Twist Naturals 40 Wild Mink (4 M),CA13165HUG-BECCC,Hugh Mackay,74.32,74.32,140.0,Carpet,Carpet,Hugh Mackay Durham Twist Naturals 40  Wild Mink 4,"Price per SQM: £42.00 inc VAT; Locations: Twickenham, Richmond; Updated: 07-Jun-2024; Data synced from Rakata"
