Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Deep Feelings Shimmer (2.5 M),CA53466ABI-8F8B0,Abingdon Carpets,46.224999999999994,46.224999999999994,91.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Shimmer 2.5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Shimmer (4 M),CA53466ABI-45615,Abingdon Carpets,73.96,73.96,146.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Shimmer  4,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Shimmer (5 M),CA53466ABI-67A59,Abingdon Carpets,92.44999999999999,92.44999999999999,183.33333333333331,Carpet,Carpet,Abingdon Carpets Deep Feelings  Shimmer  5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Silver Cloud (2.5 M),CA53466ABI-404A6,Abingdon Carpets,46.224999999999994,46.224999999999994,91.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Silver Cloud 2.5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Silver Cloud (4 M),CA53466ABI-6DD2F,Abingdon Carpets,73.96,73.96,146.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Silver Cloud  4,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Silver Cloud (5 M),CA53466ABI-032A0,Abingdon Carpets,92.44999999999999,92.44999999999999,183.33333333333331,Carpet,Carpet,Abingdon Carpets Deep Feelings  Silver Cloud  5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Pewter (2.5 M),CA53466ABI-86B5B,Abingdon Carpets,46.224999999999994,46.224999999999994,91.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Pewter 2.5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Pewter (4 M),CA53466ABI-91CA0,Abingdon Carpets,73.96,73.96,146.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Pewter  4,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Pewter (5 M),CA53466ABI-D0639,Abingdon Carpets,92.44999999999999,92.44999999999999,183.33333333333331,Carpet,Carpet,Abingdon Carpets Deep Feelings  Pewter  5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Nickel (2.5 M),CA53466ABI-3FC6F,Abingdon Carpets,46.224999999999994,46.224999999999994,91.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Nickel 2.5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Nickel (4 M),CA53466ABI-B55CB,Abingdon Carpets,73.96,73.96,146.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Nickel  4,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Nickel (5 M),CA53466ABI-7FCDE,Abingdon Carpets,92.44999999999999,92.44999999999999,183.33333333333331,Carpet,Carpet,Abingdon Carpets Deep Feelings  Nickel  5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Welsh Slate (2.5 M),CA53466ABI-AD16B,Abingdon Carpets,46.224999999999994,46.224999999999994,91.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Welsh Slate 2.5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Welsh Slate (4 M),CA53466ABI-96025,Abingdon Carpets,73.96,73.96,146.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Welsh Slate  4,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Welsh Slate (5 M),CA53466ABI-6CC9A,Abingdon Carpets,92.44999999999999,92.44999999999999,183.33333333333331,Carpet,Carpet,Abingdon Carpets Deep Feelings  Welsh Slate  5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Rich Caramel (2.5 M),CA53466ABI-9849B,Abingdon Carpets,46.224999999999994,46.224999999999994,91.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Rich Caramel 2.5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Rich Caramel (4 M),CA53466ABI-1F18A,Abingdon Carpets,73.96,73.96,146.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Rich Caramel  4,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Rich Caramel (5 M),CA53466ABI-38CF7,Abingdon Carpets,92.44999999999999,92.44999999999999,183.33333333333331,Carpet,Carpet,Abingdon Carpets Deep Feelings  Rich Caramel  5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Cool Velvet (2.5 M),CA53466ABI-587A4,Abingdon Carpets,46.224999999999994,46.224999999999994,91.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Cool Velvet 2.5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Cool Velvet (4 M),CA53466ABI-CC9B3,Abingdon Carpets,73.96,73.96,146.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Cool Velvet  4,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Cool Velvet (5 M),CA53466ABI-C061B,Abingdon Carpets,92.44999999999999,92.44999999999999,183.33333333333331,Carpet,Carpet,Abingdon Carpets Deep Feelings  Cool Velvet  5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Truffle (2.5 M),CA53466ABI-A2FA8,Abingdon Carpets,46.224999999999994,46.224999999999994,91.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Truffle 2.5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Truffle (4 M),CA53466ABI-A740E,Abingdon Carpets,73.96,73.96,146.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Truffle  4,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Truffle (5 M),CA53466ABI-E2379,Abingdon Carpets,92.44999999999999,92.44999999999999,183.33333333333331,Carpet,Carpet,Abingdon Carpets Deep Feelings  Truffle  5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Pashmina (2.5 M),CA53466ABI-A1A35,Abingdon Carpets,46.224999999999994,46.224999999999994,91.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Pashmina 2.5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Pashmina (4 M),CA53466ABI-E3DDB,Abingdon Carpets,73.96,73.96,146.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Pashmina  4,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Pashmina (5 M),CA53466ABI-B6F89,Abingdon Carpets,92.44999999999999,92.44999999999999,183.33333333333331,Carpet,Carpet,Abingdon Carpets Deep Feelings  Pashmina  5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Chenille (2.5 M),CA53466ABI-2A683,Abingdon Carpets,46.224999999999994,46.224999999999994,91.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Chenille 2.5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Chenille (4 M),CA53466ABI-5B4B7,Abingdon Carpets,73.96,73.96,146.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Chenille  4,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Chenille (5 M),CA53466ABI-A70F0,Abingdon Carpets,92.44999999999999,92.44999999999999,183.33333333333331,Carpet,Carpet,Abingdon Carpets Deep Feelings  Chenille  5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Americano (2.5 M),CA53466ABI-598BA,Abingdon Carpets,46.224999999999994,46.224999999999994,91.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Americano 2.5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Americano (4 M),CA53466ABI-AE0A9,Abingdon Carpets,73.96,73.96,146.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Americano  4,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Americano (5 M),CA53466ABI-34770,Abingdon Carpets,92.44999999999999,92.44999999999999,183.33333333333331,Carpet,Carpet,Abingdon Carpets Deep Feelings  Americano  5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Hazel (2.5 M),CA53466ABI-08542,Abingdon Carpets,46.224999999999994,46.224999999999994,91.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Hazel 2.5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Hazel (4 M),CA53466ABI-89247,Abingdon Carpets,73.96,73.96,146.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Hazel  4,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Hazel (5 M),CA53466ABI-87FE9,Abingdon Carpets,92.44999999999999,92.44999999999999,183.33333333333331,Carpet,Carpet,Abingdon Carpets Deep Feelings  Hazel  5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Cornsilk (2.5 M),CA53466ABI-9F287,Abingdon Carpets,46.224999999999994,46.224999999999994,91.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Cornsilk 2.5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Cornsilk (4 M),CA53466ABI-790DA,Abingdon Carpets,73.96,73.96,146.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Cornsilk  4,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Cornsilk (5 M),CA53466ABI-1CABE,Abingdon Carpets,92.44999999999999,92.44999999999999,183.33333333333331,Carpet,Carpet,Abingdon Carpets Deep Feelings  Cornsilk  5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Pink Whisper (2.5 M),CA70674ABI-4095B,Abingdon Carpets,27.475,27.475,54.16666666666666,Carpet,Carpet,Abingdon Carpets Finesse Pink Whisper 2.5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Pink Whisper (4 M),CA70674ABI-4216D,Abingdon Carpets,43.96,43.96,86.66666666666666,Carpet,Carpet,Abingdon Carpets Finesse Pink Whisper  4,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Pink Whisper (5 M),CA70674ABI-B1ABE,Abingdon Carpets,54.95,54.95,108.33333333333331,Carpet,Carpet,Abingdon Carpets Finesse Pink Whisper  5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Deep Blue (2.5 M),CA70674ABI-B4D6D,Abingdon Carpets,27.475,27.475,54.16666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Deep Blue 2.5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Deep Blue (4 M),CA70674ABI-0EE93,Abingdon Carpets,43.96,43.96,86.66666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Deep Blue  4,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Deep Blue (5 M),CA70674ABI-50593,Abingdon Carpets,54.95,54.95,108.33333333333331,Carpet,Carpet,Abingdon Carpets Finesse  Deep Blue  5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Fir Green (2.5 M),CA70674ABI-78BE5,Abingdon Carpets,27.475,27.475,54.16666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Fir Green 2.5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Fir Green (4 M),CA70674ABI-B9907,Abingdon Carpets,43.96,43.96,86.66666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Fir Green  4,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Fir Green (5 M),CA70674ABI-B54C8,Abingdon Carpets,54.95,54.95,108.33333333333331,Carpet,Carpet,Abingdon Carpets Finesse  Fir Green  5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Old Gold (2.5 M),CA70674ABI-FFBAA,Abingdon Carpets,27.475,27.475,54.16666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Old Gold 2.5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Old Gold (4 M),CA70674ABI-F04A6,Abingdon Carpets,43.96,43.96,86.66666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Old Gold  4,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Old Gold (5 M),CA70674ABI-340D0,Abingdon Carpets,54.95,54.95,108.33333333333331,Carpet,Carpet,Abingdon Carpets Finesse  Old Gold  5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Terracotta (2.5 M),CA70674ABI-0B5CF,Abingdon Carpets,27.475,27.475,54.16666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Terracotta 2.5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Terracotta (4 M),CA70674ABI-5F93E,Abingdon Carpets,43.96,43.96,86.66666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Terracotta  4,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Terracotta (5 M),CA70674ABI-0FE47,Abingdon Carpets,54.95,54.95,108.33333333333331,Carpet,Carpet,Abingdon Carpets Finesse  Terracotta  5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Bourneville (2.5 M),CA70674ABI-21538,Abingdon Carpets,27.475,27.475,54.16666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Bourneville 2.5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Bourneville (4 M),CA70674ABI-D7EAE,Abingdon Carpets,43.96,43.96,86.66666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Bourneville  4,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Bourneville (5 M),CA70674ABI-9B2A9,Abingdon Carpets,54.95,54.95,108.33333333333331,Carpet,Carpet,Abingdon Carpets Finesse  Bourneville  5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Rioja (2.5 M),CA70674ABI-10548,Abingdon Carpets,27.475,27.475,54.16666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Rioja 2.5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Rioja (4 M),CA70674ABI-6038F,Abingdon Carpets,43.96,43.96,86.66666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Rioja  4,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Rioja (5 M),CA70674ABI-0DB71,Abingdon Carpets,54.95,54.95,108.33333333333331,Carpet,Carpet,Abingdon Carpets Finesse  Rioja  5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Azure (2.5 M),CA70674ABI-14F8D,Abingdon Carpets,27.475,27.475,54.16666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Azure 2.5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Azure (4 M),CA70674ABI-A2279,Abingdon Carpets,43.96,43.96,86.66666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Azure  4,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Azure (5 M),CA70674ABI-4FA72,Abingdon Carpets,54.95,54.95,108.33333333333331,Carpet,Carpet,Abingdon Carpets Finesse  Azure  5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Sapphire (2.5 M),CA70674ABI-D17C7,Abingdon Carpets,27.475,27.475,54.16666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Sapphire 2.5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Sapphire (4 M),CA70674ABI-30043,Abingdon Carpets,43.96,43.96,86.66666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Sapphire  4,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Sapphire (5 M),CA70674ABI-1A68C,Abingdon Carpets,54.95,54.95,108.33333333333331,Carpet,Carpet,Abingdon Carpets Finesse  Sapphire  5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Ebony (2.5 M),CA70674ABI-23B4F,Abingdon Carpets,27.475,27.475,54.16666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Ebony 2.5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Ebony (4 M),CA70674ABI-437F5,Abingdon Carpets,43.96,43.96,86.66666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Ebony  4,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Ebony (5 M),CA70674ABI-4C381,Abingdon Carpets,54.95,54.95,108.33333333333331,Carpet,Carpet,Abingdon Carpets Finesse  Ebony  5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Titanium (2.5 M),CA70674ABI-1348A,Abingdon Carpets,27.475,27.475,54.16666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Titanium 2.5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Titanium (4 M),CA70674ABI-B8249,Abingdon Carpets,43.96,43.96,86.66666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Titanium  4,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Titanium (5 M),CA70674ABI-59132,Abingdon Carpets,54.95,54.95,108.33333333333331,Carpet,Carpet,Abingdon Carpets Finesse  Titanium  5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Mocha (2.5 M),CA70674ABI-E8F30,Abingdon Carpets,27.475,27.475,54.16666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Mocha 2.5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Mocha (4 M),CA70674ABI-B45AC,Abingdon Carpets,43.96,43.96,86.66666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Mocha  4,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Mocha (5 M),CA70674ABI-AEB67,Abingdon Carpets,54.95,54.95,108.33333333333331,Carpet,Carpet,Abingdon Carpets Finesse  Mocha  5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Latte (2.5 M),CA70674ABI-6A654,Abingdon Carpets,27.475,27.475,54.16666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Latte 2.5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Latte (4 M),CA70674ABI-7A57E,Abingdon Carpets,43.96,43.96,86.66666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Latte  4,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Latte (5 M),CA70674ABI-D0B4A,Abingdon Carpets,54.95,54.95,108.33333333333331,Carpet,Carpet,Abingdon Carpets Finesse  Latte  5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Cotton (2.5 M),CA70674ABI-A5CF5,Abingdon Carpets,27.475,27.475,54.16666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Cotton 2.5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Cotton (4 M),CA70674ABI-EE6F3,Abingdon Carpets,43.96,43.96,86.66666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Cotton  4,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Cotton (5 M),CA70674ABI-74BDC,Abingdon Carpets,54.95,54.95,108.33333333333331,Carpet,Carpet,Abingdon Carpets Finesse  Cotton  5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Champagne (2.5 M),CA70674ABI-82267,Abingdon Carpets,27.475,27.475,54.16666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Champagne 2.5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Champagne (4 M),CA70674ABI-9EDF5,Abingdon Carpets,43.96,43.96,86.66666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Champagne  4,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Champagne (5 M),CA70674ABI-7A21B,Abingdon Carpets,54.95,54.95,108.33333333333331,Carpet,Carpet,Abingdon Carpets Finesse  Champagne  5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Suede (2.5 M),CA70674ABI-256C9,Abingdon Carpets,27.475,27.475,54.16666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Suede 2.5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Suede (4 M),CA70674ABI-24B13,Abingdon Carpets,43.96,43.96,86.66666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Suede  4,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Suede (5 M),CA70674ABI-53F29,Abingdon Carpets,54.95,54.95,108.33333333333331,Carpet,Carpet,Abingdon Carpets Finesse  Suede  5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Silver (2.5 M),CA70674ABI-D9BA9,Abingdon Carpets,27.475,27.475,54.16666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Silver 2.5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Silver (4 M),CA70674ABI-72277,Abingdon Carpets,43.96,43.96,86.66666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Silver  4,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Silver (5 M),CA70674ABI-4E639,Abingdon Carpets,54.95,54.95,108.33333333333331,Carpet,Carpet,Abingdon Carpets Finesse  Silver  5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Platinum (2.5 M),CA70674ABI-EB1D8,Abingdon Carpets,27.475,27.475,54.16666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Platinum 2.5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Platinum (4 M),CA70674ABI-C13EB,Abingdon Carpets,43.96,43.96,86.66666666666666,Carpet,Carpet,Abingdon Carpets Finesse  Platinum  4,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Finesse Platinum (5 M),CA70674ABI-7D519,Abingdon Carpets,54.95,54.95,108.33333333333331,Carpet,Carpet,Abingdon Carpets Finesse  Platinum  5,Price per SQM: £26.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Nutmeg (2.5 M),CA11376ABI-5A88C,Abingdon Carpets,41.224999999999994,41.224999999999994,83.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence Nutmeg 2.5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Nutmeg (4 M),CA11376ABI-C7498,Abingdon Carpets,65.96,65.96,133.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence Nutmeg  4,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Nutmeg (5 M),CA11376ABI-08E30,Abingdon Carpets,82.44999999999999,82.44999999999999,166.66666666666669,Carpet,Carpet,Abingdon Carpets Indulgence Nutmeg  5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Cappuccino (2.5 M),CA11376ABI-779A4,Abingdon Carpets,41.224999999999994,41.224999999999994,83.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence  Cappuccino 2.5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Cappuccino (4 M),CA11376ABI-31B4F,Abingdon Carpets,65.96,65.96,133.33333333333334,Carpet,Carpet,Abingdon Carpets Indulgence  Cappuccino  4,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Indulgence Cappuccino (5 M),CA11376ABI-06D10,Abingdon Carpets,82.44999999999999,82.44999999999999,166.66666666666669,Carpet,Carpet,Abingdon Carpets Indulgence  Cappuccino  5,Price per SQM: £40.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
