Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Caress Deep Blue (2.5 M),CA78887ABI-B4D6D,Abingdon Carpets,32.475,32.475,64.58333333333334,Carpet,Carpet,Abingdon Carpets Caress  Deep Blue 2.5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Deep Blue (4 M),CA78887ABI-0EE93,Abingdon Carpets,51.96,51.96,103.33333333333334,Carpet,Carpet,Abingdon Carpets Caress  Deep Blue  4,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Deep Blue (5 M),CA78887ABI-50593,Abingdon Carpets,64.95,64.95,129.16666666666669,Carpet,Carpet,Abingdon Carpets Caress  Deep Blue  5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Old Gold (2.5 M),CA78887ABI-FFBAA,Abingdon Carpets,32.475,32.475,64.58333333333334,Carpet,Carpet,Abingdon Carpets Caress  Old Gold 2.5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Old Gold (4 M),CA78887ABI-F04A6,Abingdon Carpets,51.96,51.96,103.33333333333334,Carpet,Carpet,Abingdon Carpets Caress  Old Gold  4,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Old Gold (5 M),CA78887ABI-340D0,Abingdon Carpets,64.95,64.95,129.16666666666669,Carpet,Carpet,Abingdon Carpets Caress  Old Gold  5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Fir Green (2.5 M),CA78887ABI-78BE5,Abingdon Carpets,32.475,32.475,64.58333333333334,Carpet,Carpet,Abingdon Carpets Caress  Fir Green 2.5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Fir Green (4 M),CA78887ABI-B9907,Abingdon Carpets,51.96,51.96,103.33333333333334,Carpet,Carpet,Abingdon Carpets Caress  Fir Green  4,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Fir Green (5 M),CA78887ABI-B54C8,Abingdon Carpets,64.95,64.95,129.16666666666669,Carpet,Carpet,Abingdon Carpets Caress  Fir Green  5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Terracotta (2.5 M),CA78887ABI-0B5CF,Abingdon Carpets,32.475,32.475,64.58333333333334,Carpet,Carpet,Abingdon Carpets Caress  Terracotta 2.5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Terracotta (4 M),CA78887ABI-5F93E,Abingdon Carpets,51.96,51.96,103.33333333333334,Carpet,Carpet,Abingdon Carpets Caress  Terracotta  4,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Terracotta (5 M),CA78887ABI-0FE47,Abingdon Carpets,64.95,64.95,129.16666666666669,Carpet,Carpet,Abingdon Carpets Caress  Terracotta  5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Bourneville (2.5 M),CA78887ABI-21538,Abingdon Carpets,32.475,32.475,64.58333333333334,Carpet,Carpet,Abingdon Carpets Caress  Bourneville 2.5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Bourneville (4 M),CA78887ABI-D7EAE,Abingdon Carpets,51.96,51.96,103.33333333333334,Carpet,Carpet,Abingdon Carpets Caress  Bourneville  4,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Bourneville (5 M),CA78887ABI-9B2A9,Abingdon Carpets,64.95,64.95,129.16666666666669,Carpet,Carpet,Abingdon Carpets Caress  Bourneville  5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Rioja (2.5 M),CA78887ABI-10548,Abingdon Carpets,32.475,32.475,64.58333333333334,Carpet,Carpet,Abingdon Carpets Caress  Rioja 2.5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Rioja (4 M),CA78887ABI-6038F,Abingdon Carpets,51.96,51.96,103.33333333333334,Carpet,Carpet,Abingdon Carpets Caress  Rioja  4,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Rioja (5 M),CA78887ABI-0DB71,Abingdon Carpets,64.95,64.95,129.16666666666669,Carpet,Carpet,Abingdon Carpets Caress  Rioja  5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Azure (2.5 M),CA78887ABI-14F8D,Abingdon Carpets,32.475,32.475,64.58333333333334,Carpet,Carpet,Abingdon Carpets Caress  Azure 2.5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Azure (4 M),CA78887ABI-A2279,Abingdon Carpets,51.96,51.96,103.33333333333334,Carpet,Carpet,Abingdon Carpets Caress  Azure  4,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Azure (5 M),CA78887ABI-4FA72,Abingdon Carpets,64.95,64.95,129.16666666666669,Carpet,Carpet,Abingdon Carpets Caress  Azure  5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Sapphire (2.5 M),CA78887ABI-D17C7,Abingdon Carpets,32.475,32.475,64.58333333333334,Carpet,Carpet,Abingdon Carpets Caress  Sapphire 2.5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Sapphire (4 M),CA78887ABI-30043,Abingdon Carpets,51.96,51.96,103.33333333333334,Carpet,Carpet,Abingdon Carpets Caress  Sapphire  4,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Sapphire (5 M),CA78887ABI-1A68C,Abingdon Carpets,64.95,64.95,129.16666666666669,Carpet,Carpet,Abingdon Carpets Caress  Sapphire  5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Ebony (2.5 M),CA78887ABI-23B4F,Abingdon Carpets,32.475,32.475,64.58333333333334,Carpet,Carpet,Abingdon Carpets Caress  Ebony 2.5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Ebony (4 M),CA78887ABI-437F5,Abingdon Carpets,51.96,51.96,103.33333333333334,Carpet,Carpet,Abingdon Carpets Caress  Ebony  4,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Ebony (5 M),CA78887ABI-4C381,Abingdon Carpets,64.95,64.95,129.16666666666669,Carpet,Carpet,Abingdon Carpets Caress  Ebony  5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Titanium (2.5 M),CA78887ABI-1348A,Abingdon Carpets,32.475,32.475,64.58333333333334,Carpet,Carpet,Abingdon Carpets Caress  Titanium 2.5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Titanium (4 M),CA78887ABI-B8249,Abingdon Carpets,51.96,51.96,103.33333333333334,Carpet,Carpet,Abingdon Carpets Caress  Titanium  4,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Titanium (5 M),CA78887ABI-59132,Abingdon Carpets,64.95,64.95,129.16666666666669,Carpet,Carpet,Abingdon Carpets Caress  Titanium  5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Mocha (2.5 M),CA78887ABI-E8F30,Abingdon Carpets,32.475,32.475,64.58333333333334,Carpet,Carpet,Abingdon Carpets Caress  Mocha 2.5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Mocha (4 M),CA78887ABI-B45AC,Abingdon Carpets,51.96,51.96,103.33333333333334,Carpet,Carpet,Abingdon Carpets Caress  Mocha  4,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Mocha (5 M),CA78887ABI-AEB67,Abingdon Carpets,64.95,64.95,129.16666666666669,Carpet,Carpet,Abingdon Carpets Caress  Mocha  5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Latte (2.5 M),CA78887ABI-6A654,Abingdon Carpets,32.475,32.475,64.58333333333334,Carpet,Carpet,Abingdon Carpets Caress  Latte 2.5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Latte (4 M),CA78887ABI-7A57E,Abingdon Carpets,51.96,51.96,103.33333333333334,Carpet,Carpet,Abingdon Carpets Caress  Latte  4,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Latte (5 M),CA78887ABI-D0B4A,Abingdon Carpets,64.95,64.95,129.16666666666669,Carpet,Carpet,Abingdon Carpets Caress  Latte  5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Cotton (2.5 M),CA78887ABI-A5CF5,Abingdon Carpets,32.475,32.475,64.58333333333334,Carpet,Carpet,Abingdon Carpets Caress  Cotton 2.5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Cotton (4 M),CA78887ABI-EE6F3,Abingdon Carpets,51.96,51.96,103.33333333333334,Carpet,Carpet,Abingdon Carpets Caress  Cotton  4,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Cotton (5 M),CA78887ABI-74BDC,Abingdon Carpets,64.95,64.95,129.16666666666669,Carpet,Carpet,Abingdon Carpets Caress  Cotton  5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Champagne (2.5 M),CA78887ABI-82267,Abingdon Carpets,32.475,32.475,64.58333333333334,Carpet,Carpet,Abingdon Carpets Caress  Champagne 2.5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Champagne (4 M),CA78887ABI-9EDF5,Abingdon Carpets,51.96,51.96,103.33333333333334,Carpet,Carpet,Abingdon Carpets Caress  Champagne  4,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Champagne (5 M),CA78887ABI-7A21B,Abingdon Carpets,64.95,64.95,129.16666666666669,Carpet,Carpet,Abingdon Carpets Caress  Champagne  5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Suede (2.5 M),CA78887ABI-256C9,Abingdon Carpets,32.475,32.475,64.58333333333334,Carpet,Carpet,Abingdon Carpets Caress  Suede 2.5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Suede (4 M),CA78887ABI-24B13,Abingdon Carpets,51.96,51.96,103.33333333333334,Carpet,Carpet,Abingdon Carpets Caress  Suede  4,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Suede (5 M),CA78887ABI-53F29,Abingdon Carpets,64.95,64.95,129.16666666666669,Carpet,Carpet,Abingdon Carpets Caress  Suede  5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Silver (2.5 M),CA78887ABI-D9BA9,Abingdon Carpets,32.475,32.475,64.58333333333334,Carpet,Carpet,Abingdon Carpets Caress  Silver 2.5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Silver (4 M),CA78887ABI-72277,Abingdon Carpets,51.96,51.96,103.33333333333334,Carpet,Carpet,Abingdon Carpets Caress  Silver  4,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Silver (5 M),CA78887ABI-4E639,Abingdon Carpets,64.95,64.95,129.16666666666669,Carpet,Carpet,Abingdon Carpets Caress  Silver  5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Platinum (2.5 M),CA78887ABI-EB1D8,Abingdon Carpets,32.475,32.475,64.58333333333334,Carpet,Carpet,Abingdon Carpets Caress  Platinum 2.5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Platinum (4 M),CA78887ABI-C13EB,Abingdon Carpets,51.96,51.96,103.33333333333334,Carpet,Carpet,Abingdon Carpets Caress  Platinum  4,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Caress Platinum (5 M),CA78887ABI-7D519,Abingdon Carpets,64.95,64.95,129.16666666666669,Carpet,Carpet,Abingdon Carpets Caress  Platinum  5,Price per SQM: £31.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Blue Haze (2.5 M),CA41691ABI-5352E,Abingdon Carpets,44.6,44.6,89.58333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe Blue Haze 2.5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Blue Haze (4 M),CA41691ABI-569DC,Abingdon Carpets,71.36,71.36,143.33333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe Blue Haze  4,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Blue Haze (5 M),CA41691ABI-0A846,Abingdon Carpets,89.2,89.2,179.16666666666669,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe Blue Haze  5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Cinnamon (2.5 M),CA41691ABI-201A6,Abingdon Carpets,44.6,44.6,89.58333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Cinnamon 2.5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Cinnamon (4 M),CA41691ABI-8F5FB,Abingdon Carpets,71.36,71.36,143.33333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Cinnamon  4,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Cinnamon (5 M),CA41691ABI-ED5A1,Abingdon Carpets,89.2,89.2,179.16666666666669,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Cinnamon  5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Dapple (2.5 M),CA41691ABI-6BAC5,Abingdon Carpets,44.6,44.6,89.58333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Dapple 2.5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Dapple (4 M),CA41691ABI-E1E83,Abingdon Carpets,71.36,71.36,143.33333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Dapple  4,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Dapple (5 M),CA41691ABI-96569,Abingdon Carpets,89.2,89.2,179.16666666666669,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Dapple  5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Dolphin Grey (2.5 M),CA41691ABI-8FBE3,Abingdon Carpets,44.6,44.6,89.58333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Dolphin Grey 2.5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Dolphin Grey (4 M),CA41691ABI-3D63E,Abingdon Carpets,71.36,71.36,143.33333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Dolphin Grey  4,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Dolphin Grey (5 M),CA41691ABI-AD81C,Abingdon Carpets,89.2,89.2,179.16666666666669,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Dolphin Grey  5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Dove Grey (2.5 M),CA41691ABI-D2389,Abingdon Carpets,44.6,44.6,89.58333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Dove Grey 2.5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Dove Grey (4 M),CA41691ABI-46075,Abingdon Carpets,71.36,71.36,143.33333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Dove Grey  4,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Dove Grey (5 M),CA41691ABI-47E58,Abingdon Carpets,89.2,89.2,179.16666666666669,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Dove Grey  5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Flax (2.5 M),CA41691ABI-80DA7,Abingdon Carpets,44.6,44.6,89.58333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Flax 2.5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Flax (4 M),CA41691ABI-5E3BE,Abingdon Carpets,71.36,71.36,143.33333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Flax  4,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Flax (5 M),CA41691ABI-0D617,Abingdon Carpets,89.2,89.2,179.16666666666669,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Flax  5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Honey Gold (2.5 M),CA41691ABI-B6245,Abingdon Carpets,44.6,44.6,89.58333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Honey Gold 2.5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Honey Gold (4 M),CA41691ABI-893A6,Abingdon Carpets,71.36,71.36,143.33333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Honey Gold  4,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Honey Gold (5 M),CA41691ABI-0075F,Abingdon Carpets,89.2,89.2,179.16666666666669,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Honey Gold  5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Irish Cream (2.5 M),CA41691ABI-66477,Abingdon Carpets,44.6,44.6,89.58333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Irish Cream 2.5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Irish Cream (4 M),CA41691ABI-2E552,Abingdon Carpets,71.36,71.36,143.33333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Irish Cream  4,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Irish Cream (5 M),CA41691ABI-7CAC0,Abingdon Carpets,89.2,89.2,179.16666666666669,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Irish Cream  5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Mint Leaf (2.5 M),CA41691ABI-1674F,Abingdon Carpets,44.6,44.6,89.58333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Mint Leaf 2.5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Mint Leaf (4 M),CA41691ABI-FDE86,Abingdon Carpets,71.36,71.36,143.33333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Mint Leaf  4,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Mint Leaf (5 M),CA41691ABI-9D025,Abingdon Carpets,89.2,89.2,179.16666666666669,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Mint Leaf  5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Mustard (2.5 M),CA41691ABI-55E13,Abingdon Carpets,44.6,44.6,89.58333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Mustard 2.5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Mustard (4 M),CA41691ABI-B03E9,Abingdon Carpets,71.36,71.36,143.33333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Mustard  4,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Mustard (5 M),CA41691ABI-C5BD8,Abingdon Carpets,89.2,89.2,179.16666666666669,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Mustard  5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Nutmeg (2.5 M),CA41691ABI-5A88C,Abingdon Carpets,44.6,44.6,89.58333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Nutmeg 2.5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Nutmeg (4 M),CA41691ABI-C7498,Abingdon Carpets,71.36,71.36,143.33333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Nutmeg  4,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Nutmeg (5 M),CA41691ABI-08E30,Abingdon Carpets,89.2,89.2,179.16666666666669,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Nutmeg  5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Pecan (2.5 M),CA41691ABI-81244,Abingdon Carpets,44.6,44.6,89.58333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Pecan 2.5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Pecan (4 M),CA41691ABI-E9AC5,Abingdon Carpets,71.36,71.36,143.33333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Pecan  4,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Pecan (5 M),CA41691ABI-4EDFE,Abingdon Carpets,89.2,89.2,179.16666666666669,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Pecan  5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Pewter (2.5 M),CA41691ABI-86B5B,Abingdon Carpets,44.6,44.6,89.58333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Pewter 2.5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Pewter (4 M),CA41691ABI-91CA0,Abingdon Carpets,71.36,71.36,143.33333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Pewter  4,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Pewter (5 M),CA41691ABI-D0639,Abingdon Carpets,89.2,89.2,179.16666666666669,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Pewter  5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Pumice (2.5 M),CA41691ABI-9407E,Abingdon Carpets,44.6,44.6,89.58333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Pumice 2.5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Pumice (4 M),CA41691ABI-F43C1,Abingdon Carpets,71.36,71.36,143.33333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Pumice  4,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Pumice (5 M),CA41691ABI-4741E,Abingdon Carpets,89.2,89.2,179.16666666666669,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Pumice  5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Sage (2.5 M),CA41691ABI-1B011,Abingdon Carpets,44.6,44.6,89.58333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Sage 2.5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Sage (4 M),CA41691ABI-32048,Abingdon Carpets,71.36,71.36,143.33333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Sage  4,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Sage (5 M),CA41691ABI-59C15,Abingdon Carpets,89.2,89.2,179.16666666666669,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Sage  5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Sandstone (2.5 M),CA41691ABI-0A0B9,Abingdon Carpets,44.6,44.6,89.58333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Sandstone 2.5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Sandstone (4 M),CA41691ABI-E5BA0,Abingdon Carpets,71.36,71.36,143.33333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Sandstone  4,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Sandstone (5 M),CA41691ABI-317BE,Abingdon Carpets,89.2,89.2,179.16666666666669,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Sandstone  5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
