Description,Part Number,Manufacturer,Supplier,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Probond PR260 Primer (5 L),AN68053PRO,Probond,SASGO,24.91,24.91,40.83,Ancillaries,Sub floor works,SASGO Probond Probond PR260 Primer (5 L),Data synced from Rakata
Probond PR298 2-Part Epoxy DPM (Solvent Free) (10 kg),AN80933PRO,Probond,SASGO,96.36,96.36,158.33,Ancillaries,Sub floor works,SASGO Probond Probond PR298 2-Part Epoxy DPM (Solvent Free) (10 kg),Data synced from Rakata
Probond FL330 Fine Flowing Smooth Levelling Compound (20 kg),AN78120PRO,Probond,SASGO,15.0,15.0,33.333333333333,Ancillaries,Sub floor works,SASGO Probond Probond FL330 Fine Flowing Smooth Levelling Compound (20 kg),Data synced from Rakata
Probond FL390 2 Part Rapid Setting Levelling Compound (20 kg),AN63272PRO,Probond,SASGO,19.8,19.8,37.5,Ancillaries,Sub floor works,SASGO Probond Probond FL390 2 Part Rapid Setting Levelling Compound (20 kg),Data synced from Rakata
Probond PR295 Moisture Suppressant (5 kg),AN59784PRO,Probond,SASGO,48.61,48.61,104.16666666667,Ancillaries,Sub floor works,SASGO Probond Probond PR295 Moisture Suppressant (5 kg),Data synced from Rakata
9mm Flooring Grade Ply (8' X 4'),AN66467SAS,SASGO,SASGO,21.59,21.59,32.5,Ancillaries,Sub floor works,SASGO SASGO 9mm Flooring Grade Ply (8' X 4'),Data synced from Rakata
12mm Flooring Grade Ply (8' X 4'),AN23057SAS,SASGO,SASGO,26.99,26.99,39.58,Ancillaries,Sub floor works,SASGO SASGO 12mm Flooring Grade Ply (8' X 4'),Data synced from Rakata
