Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Signature 36+ Stones Cumbrian Slate,RE72989AMT-63897,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Cumbrian Slate,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Deptford Concrete,RE72989AMT-7BAC0,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Deptford Concrete,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Diffusion Chambray,RE72989AMT-6FE80,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Diffusion Chambray,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Diffusion Lux,RE72989AMT-6C4A5,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Diffusion Lux,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Encaustic Jasper,RE72989AMT-85B9D,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Encaustic Jasper,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Encaustic Kyanite,RE72989AMT-7FC33,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Encaustic Kyanite,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Exposed Concrete,RE72989AMT-0A02B,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Exposed Concrete,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Graphite Slate,RE72989AMT-24AB9,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Graphite Slate,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Grigio Classic Marble,RE72989AMT-85006,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Grigio Classic Marble,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Ilmington Stone,RE72989AMT-44701,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Ilmington Stone,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Kentmere Slate,RE72989AMT-FE428,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Kentmere Slate,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Kura Anise,RE72989AMT-32B40,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Kura Anise,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Kura Caraway,RE72989AMT-9E816,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Kura Caraway,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Kura Kala,RE72989AMT-63B22,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Kura Kala,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Kura Opium,RE72989AMT-251D1,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Kura Opium,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Mirabelle Creme,RE72989AMT-CE75E,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Mirabelle Creme,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Modernist Frame,RE72989AMT-09BD7,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Modernist Frame,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Modernist Spire,RE72989AMT-0FC16,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Modernist Spire,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Modernist Vault,RE72989AMT-C9FD5,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Modernist Vault,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Nero Classic Marble,RE72989AMT-CC977,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Nero Classic Marble,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Onyx Marble,RE72989AMT-22F1D,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Onyx Marble,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Packwood Stone,RE72989AMT-462E9,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Packwood Stone,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Ratley Stone,RE72989AMT-25E05,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Ratley Stone,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Riverstone Tundra,RE72989AMT-BB7FD,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Riverstone Tundra,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Rosa Classic Marble,RE72989AMT-88573,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Rosa Classic Marble,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Shottery Limestone,RE72989AMT-41C8F,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Shottery Limestone,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Sloane Concrete,RE72989AMT-4128F,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Sloane Concrete,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Stria Ash,RE72989AMT-74817,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Stria Ash,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Stria Basalt,RE72989AMT-ACF62,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Stria Basalt,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Stria Rock,RE72989AMT-E1438,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Stria Rock,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Stria Sediment,RE72989AMT-7EDB3,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Stria Sediment,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Stria Volcanic,RE72989AMT-4EC24,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Stria Volcanic,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Stucco Clay,RE72989AMT-C0C7A,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Stucco Clay,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Stucco Flax,RE72989AMT-AE1D4,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Stucco Flax,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Stucco Indigo,RE72989AMT-9D4B8,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Stucco Indigo,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Stucco Pebble,RE72989AMT-F2CF0,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Stucco Pebble,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Stucco Putty,RE72989AMT-5C443,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Stucco Putty,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Stucco Quartz,RE72989AMT-C8C1B,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Stucco Quartz,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Tempus Echo,RE72989AMT-0F995,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Tempus Echo,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Tempus Embrace,RE72989AMT-0283E,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Tempus Embrace,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Tempus Harmony,RE72989AMT-A76E7,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Tempus Harmony,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Tempus Pause,RE72989AMT-6DB13,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Tempus Pause,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Tempus Restore,RE72989AMT-43520,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Tempus Restore,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Tempus Soothe,RE72989AMT-310B4,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Tempus Soothe,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Tortora Classic Marble,RE72989AMT-75B9B,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Tortora Classic Marble,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Tyne Concrete,RE72989AMT-EA90B,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Tyne Concrete,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Verde Classic Marble,RE72989AMT-E84E4,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Verde Classic Marble,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Waterloo Concrete,RE72989AMT-ACB52,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Waterloo Concrete,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Whitley Stone,RE72989AMT-7E54B,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Whitley Stone,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Wilmcote Limestone,RE72989AMT-86401,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Wilmcote Limestone,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Woolwich Concrete,RE72989AMT-90F24,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Woolwich Concrete,Price per SQM: £83.990 inc VAT; Locations: None
Signature 36+ Stones Worn Concrete,RE72989AMT-6ECF1,Amtico,49.5,49.5,69.99166666666666,Vinyl,LVT,Amtico Signature 36+ Stones  Worn Concrete,Price per SQM: £83.990 inc VAT; Locations: None
Spacia 36+ Woods Black Walnut,RE49219AMT-0753F,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods Black Walnut,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Blackened Spa Wood,RE49219AMT-5E78C,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Blackened Spa Wood,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Bleached Elm,RE49219AMT-FC9F2,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Bleached Elm,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Canopy Oak,RE49219AMT-9CA05,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Canopy Oak,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Coastal Pine,RE49219AMT-B6AAD,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Coastal Pine,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Credenza Oak,RE49219AMT-0F409,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Credenza Oak,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Drift Pine,RE49219AMT-BC996,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Drift Pine,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Dry Cedar,RE49219AMT-99A35,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Dry Cedar,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Dusky Walnut,RE49219AMT-BEC60,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Dusky Walnut,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Eden Oak,RE49219AMT-BF982,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Eden Oak,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Estuary Pine,RE49219AMT-65BA5,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Estuary Pine,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Exotic Walnut,RE49219AMT-8294B,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Exotic Walnut,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Featured Oak,RE49219AMT-BDA4F,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Featured Oak,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Hampton Oak,RE49219AMT-F70D1,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Hampton Oak,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Haven Oak,RE49219AMT-0D5B3,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Haven Oak,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Honey Oak,RE49219AMT-08B2E,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Honey Oak,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Iced Oak,RE49219AMT-EB54C,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Iced Oak,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Limed Wood Natural,RE49219AMT-E29E0,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Limed Wood Natural,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Mulled Oak,RE49219AMT-EEEB7,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Mulled Oak,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Muted Oak,RE49219AMT-B95A4,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Muted Oak,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods New England Oak,RE49219AMT-77887,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  New England Oak,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Noble Oak,RE49219AMT-C51A8,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Noble Oak,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Nordic Oak,RE49219AMT-B4CDD,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Nordic Oak,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Pale Ash,RE49219AMT-5BA05,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Pale Ash,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Powdered Oak,RE49219AMT-8C1DB,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Powdered Oak,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Royal Oak,RE49219AMT-83463,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Royal Oak,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Rustic Barn Wood,RE49219AMT-42C89,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Rustic Barn Wood,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Sash Oak,RE49219AMT-90584,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Sash Oak,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Scorched Timber,RE49219AMT-AFA7D,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Scorched Timber,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Sherwood Oak,RE49219AMT-B83BA,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Sherwood Oak,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Smoked Timber,RE49219AMT-E5DDA,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Smoked Timber,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Smoothbark Hickory,RE49219AMT-7BD7B,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Smoothbark Hickory,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Sun Bleached Oak,RE49219AMT-971ED,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Sun Bleached Oak,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Traditional Oak,RE49219AMT-4A1AF,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Traditional Oak,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Urban Salvaged Timber,RE49219AMT-4EB45,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Urban Salvaged Timber,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Warm Maple,RE49219AMT-E3643,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Warm Maple,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Washed Salvaged Timber,RE49219AMT-0C4FC,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Washed Salvaged Timber,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Weathered Oak,RE49219AMT-CFF11,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Weathered Oak,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods White Ash,RE49219AMT-EA0E8,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  White Ash,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods White Maple,RE49219AMT-17E78,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  White Maple,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods White Oak,RE49219AMT-A7DC4,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  White Oak,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Woods Worn Ash,RE49219AMT-87FD5,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Woods  Worn Ash,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Stones Amalfi,RE12477AMT-C2DAA,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Stones Amalfi,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Stones Black Marble,RE12477AMT-DDBE7,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Stones  Black Marble,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Stones Bronze,RE12477AMT-AF310,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Stones  Bronze,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Stones Capri,RE12477AMT-4D449,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Stones  Capri,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Stones Century Concrete,RE12477AMT-CD2FE,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Stones  Century Concrete,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Stones Ceramic Dark,RE12477AMT-597B9,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Stones  Ceramic Dark,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Stones Ceramic Ecru,RE12477AMT-76753,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Stones  Ceramic Ecru,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Stones Ceramic Flint,RE12477AMT-7F940,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Stones  Ceramic Flint,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Stones Ceramic Frost,RE12477AMT-83BFD,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Stones  Ceramic Frost,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Stones Ceramic Light,RE12477AMT-D811B,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Stones  Ceramic Light,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Stones Ceramic Sable,RE12477AMT-15FE4,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Stones  Ceramic Sable,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Stones Dry Stone Alba,RE12477AMT-8727D,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Stones  Dry Stone Alba,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Stones Earth,RE12477AMT-A0744,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Stones  Earth,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Stones Fairford Stone,RE12477AMT-86201,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Stones  Fairford Stone,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Stones Gallery Concrete,RE12477AMT-7059B,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Stones  Gallery Concrete,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Stones Gibson,RE12477AMT-1BC7A,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Stones  Gibson,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Stones Grey Marble,RE12477AMT-EDBF5,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Stones  Grey Marble,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Stones Highball,RE12477AMT-0E601,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Stones  Highball,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Stones Horizon,RE12477AMT-EDA24,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Stones  Horizon,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Stones Julep,RE12477AMT-AE640,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Stones  Julep,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Stones Kingham Stone,RE12477AMT-64692,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Stones  Kingham Stone,Price per SQM: £55.990 inc VAT; Locations: None
Spacia 36+ Stones Lichen,RE12477AMT-17182,Amtico,31.25,31.25,46.65833333333333,Vinyl,LVT,Amtico Spacia 36+ Stones  Lichen,Price per SQM: £55.990 inc VAT; Locations: None
